1.360000000000000000e+02,5.109516153817709210e+02,1.548883476066260055e-02
1.380000000000000000e+02,5.110009356724098666e+02,1.933244174808143589e-02
1.390000000000000000e+02,5.109758945841325044e+02,1.780910696992805617e-02
1.400000000000000000e+02,5.110022535192674127e+02,1.760997298489869536e-02
1.410000000000000000e+02,5.109882715931693156e+02,1.858906837173427903e-02
1.420000000000000000e+02,5.109725996795292531e+02,1.681438721228872488e-02
1.430000000000000000e+02,5.110128010070704363e+02,2.028956970878507265e-02
1.440000000000000000e+02,5.109772086304991490e+02,2.081958275844784587e-02
1.450000000000000000e+02,5.109838213311221580e+02,1.966404480174195613e-02
1.460000000000000000e+02,5.110036209441786355e+02,2.021268694477477285e-02
1.470000000000000000e+02,5.109585809637825378e+02,1.884492919500215663e-02
1.480000000000000000e+02,5.110260141268508960e+02,3.699690432285816094e-02
1.490000000000000000e+02,5.109457500654188493e+02,2.210330742259864270e-02
1.500000000000000000e+02,5.109125986711662790e+02,2.040075247308348327e-02
1.510000000000000000e+02,5.109825006727244272e+02,2.123220128609647553e-02
1.520000000000000000e+02,5.109158134076896545e+02,1.970694612431207401e-02
1.530000000000000000e+02,5.108900332020407404e+02,3.095173771483160363e-02
1.540000000000000000e+02,5.110212977797311851e+02,2.956700149073881664e-02
1.550000000000000000e+02,5.110000000000000000e+02,0.000000000000000000e+00
1.560000000000000000e+02,5.109825786227571598e+02,2.010311020540446469e-02
1.570000000000000000e+02,5.109441959899779704e+02,1.809971515605691625e-02
1.580000000000000000e+02,5.108866784635167164e+02,1.790708408753379985e-02
1.800000000000000000e+02,5.109327919291131934e+02,1.800524896911757239e-02
1.810000000000000000e+02,5.109212376088856900e+02,2.115482811345609573e-02
1.820000000000000000e+02,5.110081762708051656e+02,2.272376185445030075e-02
1.830000000000000000e+02,5.109182319734378552e+02,2.941935629450243353e-02
1.840000000000000000e+02,5.109832463646696965e+02,2.111642544418369793e-02
1.850000000000000000e+02,5.109298239713851899e+02,2.211659663371109974e-02
1.860000000000000000e+02,5.109531596438994256e+02,1.712451947446132564e-02
1.870000000000000000e+02,5.109088100089836075e+02,1.994715503015733610e-02
1.880000000000000000e+02,5.110050475923505360e+02,1.844175948932009687e-02
1.890000000000000000e+02,5.109527906132359476e+02,1.877624487311458160e-02
1.900000000000000000e+02,5.110202653148850800e+02,1.766195719104636519e-02
1.910000000000000000e+02,5.109726356246667933e+02,1.790968550567927087e-02
1.920000000000000000e+02,5.109862404168542867e+02,1.740131803994675319e-02
1.940000000000000000e+02,5.109035580365804208e+02,3.514090170673071778e-02
1.950000000000000000e+02,5.109822756383446176e+02,2.199948825068925862e-02
2.000000000000000000e+02,5.109233743438493889e+02,2.064946387032725802e-02
2.010000000000000000e+02,5.109204675588791815e+02,1.964905118679035473e-02
2.020000000000000000e+02,5.109917271359740312e+02,1.731856874357675866e-02
2.060000000000000000e+02,5.109804592237633187e+02,1.978698603125256597e-02
2.070000000000000000e+02,5.109320244463822291e+02,1.756665309468657607e-02
2.080000000000000000e+02,5.109793243373128462e+02,1.937092773985865657e-02
2.090000000000000000e+02,5.109742838626938237e+02,1.998201412460921464e-02
2.100000000000000000e+02,5.109560043032366252e+02,1.899180571523807412e-02
2.110000000000000000e+02,5.109419669019380876e+02,1.798063031532837197e-02
2.120000000000000000e+02,5.109442286438988390e+02,2.266830772937221405e-02
2.130000000000000000e+02,5.109469130875444876e+02,1.567775536984225560e-02
2.140000000000000000e+02,5.109983423321739338e+02,3.027264605664067507e-02
2.150000000000000000e+02,5.109095760171996403e+02,1.655290915978905111e-02
2.160000000000000000e+02,5.112477160875077402e+02,7.888457472329660214e-02
2.200000000000000000e+02,5.108665627893722103e+02,1.673284802102919383e-02
2.230000000000000000e+02,5.108939743421052526e+02,1.818617963224141224e-02
2.240000000000000000e+02,5.109467694730203107e+02,1.957903453219880102e-02
2.250000000000000000e+02,5.108939573419817748e+02,1.720001630817586530e-02
2.310000000000000000e+02,5.109253634409318465e+02,1.738049943271070472e-02
2.340000000000000000e+02,5.109241460841373055e+02,2.089045325836267827e-02
2.350000000000000000e+02,5.109316601874501202e+02,1.635702812354027438e-02
2.380000000000000000e+02,5.109308921998408550e+02,1.941784045103540912e-02
2.390000000000000000e+02,5.109755923868044647e+02,1.916896244392679236e-02
2.400000000000000000e+02,5.109286654622747506e+02,1.781396688011652879e-02
2.410000000000000000e+02,5.109043062846711223e+02,1.660774383674930993e-02
2.420000000000000000e+02,5.109481227580914720e+02,1.868999799067811926e-02
2.430000000000000000e+02,5.109641359736410777e+02,2.526775913017803576e-02
2.440000000000000000e+02,5.109529838761691281e+02,1.647280635163803422e-02
2.470000000000000000e+02,5.108742659247727715e+02,2.124221169101751447e-02
2.480000000000000000e+02,5.109145703294664713e+02,1.780864512770547956e-02
2.500000000000000000e+02,5.109134610238371579e+02,2.209987914361505323e-02
