ge0 energy,ge0 e_unc,ge0 sigma,ge0 sig_unc,ge2 energy,ge2 e_unc,ge2 sigma,ge2 sig_unc,ge4 energy,ge4 e_unc,ge4 sigma,ge4 sig_unc,ge6 energy,ge6 e_unc,ge6 sigma,ge6 sig_unc
386.2090998930289,0.11103241925804164,1.0543913505012847,0.13521622041051018,386.09755713339126,0.032649996475429495,0.5528045520848912,0.03502717385614248,385.61187689008227,0.04132593198175061,0.9554051228002339,0.04769429151116148,385.88912905628905,0.022171230066276377,0.7638142644891468,0.024646888958104633
420.1030061689874,0.15839266359198548,0.9292299419573569,0.17709609526301603,420.036540520387,0.04704440579095625,0.610027921666799,0.049803519819829424,419.68828494812743,0.051360477766541346,0.885503931268876,0.056745203639076446,420.0022012955712,0.024775601544846988,0.7181074527351512,0.026647484342060622
426.67251876550756,0.23659925753937242,0.7041331166278024,0.2479810869424594,426.5534346941444,0.10579564071606382,0.6096243065925881,0.10917798351774478,426.30144498737883,0.08944890504538687,0.6048375776683018,0.0928400448698408,426.48536230115536,0.05026251449608634,0.6949209412618438,0.05227621182035337
432.25425662500743,0.2334420917190812,0.531615506006143,0.23899935144782528,436.0991340021514,0.09842935628116117,0.45120951317727537,0.10005619973993875,435.8007207621217,0.1353097327373868,0.3058280254375038,0.1369610175180401,435.50563735207203,0.07204236077382188,0.532730847056545,0.07353267064567802
448.3917147556774,0.09788263607180689,0.9718632370850855,0.10939296691916241,448.53639371803007,0.029028297430251235,0.6150814845797447,0.030842695867792813,448.2517201366823,0.02755384947670523,0.918675975859812,0.030476736583594358,448.46878516054363,0.014548456676685513,0.7524068076645498,0.015733935108592688
497.54718243090696,0.044979404753150126,0.8312318260976314,0.060963368965280235,497.6657495950787,0.01626062412186872,0.6094865113201793,0.019534437517979147,497.43807726894005,0.018841423087772886,0.8972603233919361,0.02579328790481436,497.55343768795547,0.008796167187620624,-0.7023068935421808,0.010897846354269318
510.7603605759384,0.031675294240088456,1.3117732651942402,0.03638852184198454,510.9308230818665,0.006253514083292508,1.1707732152005657,0.007626010197386112,510.886742949863,0.042061545313923206,1.219268894895952,0.03137199640099429,510.79959603968376,0.006303618013367398,1.2682126788834216,0.007374945817094124
516.0293696059695,0.1457805326382834,0.34446698715264495,0.16161915053061085,518.1419815510593,0.16621267200635392,0.39045726500463296,0.17397247794380896,515.5179204890762,0.9601546493811183,4.9911615479461675,1.070921930839601,517.9806883021428,0.1484384635033988,0.360437781516515,0.15523053525096048
573.474380311083,0.3355711308445306,1.7210619079342475,0.4682662243978963,573.3085450497784,inf,0.5575654213540391,inf,573.0673402648314,0.05676639688187393,1.2874199593726676,0.07178225382444937,nan,nan,nan,nan
582.5960779203132,0.35204177458903485,0.7299517838054969,0.3820263348247841,582.9315280386477,inf,0.007634899793836247,inf,588.9196859167106,0.3303513945939949,2.8814686279860964,0.4012222982264837,nan,nan,nan,nan
594.2044619657593,0.16247974740653076,-0.6975070881851517,0.17245779163201508,593.715974681279,inf,0.6192443008317686,inf,593.5735824475508,0.07716794045641762,0.7054129608345302,0.09305513410037052,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,620.3082981256725,0.10441111791853772,1.1535680446368148,0.1102986876778466,620.4433892403653,0.06860001483004739,0.9993970168165891,0.07177627243172498
nan,nan,nan,nan,nan,nan,nan,nan,639.7016491393015,0.06475946474866522,0.8758803626443131,0.06736261655162269,640.0920155030626,0.04121933076382121,0.760591922214096,0.042672918708150626
nan,nan,nan,nan,nan,nan,nan,nan,656.9329888914065,0.11002823470658218,1.0108252396625743,0.11990542786215978,657.104867496546,0.05842185449476038,0.7154832826625758,0.06156942948629864
nan,nan,nan,nan,nan,nan,nan,nan,667.8103322252651,0.04091342158430983,1.4744210516498542,0.046718510486103426,667.9292693050777,0.02785684356212418,1.3004440994199145,0.03108724781678761
nan,nan,nan,nan,nan,nan,nan,nan,701.6786379104777,0.10049122369656299,0.8645385855812947,0.10722410357618566,701.6811796273363,0.09545543182550868,1.0376993819702405,0.10370068069075905
nan,nan,nan,nan,nan,nan,nan,nan,718.7366720725626,0.20541679331325063,1.01642356748768,0.22382105365369215,718.3477371951328,0.1324719570224664,0.78751642230064,0.14031216452155904
nan,nan,nan,nan,nan,nan,nan,nan,818.4494358404057,0.019920433210505642,0.9957070093168748,0.02109514735415729,818.3997816038789,0.011274788032337602,0.8269910367757197,0.01181307679338419
nan,nan,nan,nan,nan,nan,nan,nan,843.8145239919933,0.0679679955480996,0.8852890275469529,0.07773993761174076,843.681933439525,0.03224360213071983,0.7659546250721961,0.03620851741888005
nan,nan,nan,nan,nan,nan,nan,nan,881.1157496992288,0.17553298680932042,0.6390537069564448,0.18429043604700476,881.2311039664052,0.1210463382131824,0.9859682971437439,0.13103031187580244
nan,nan,nan,nan,nan,nan,nan,nan,911.1875960363183,0.14995024442575636,1.1207500028942465,0.15963577046185207,911.3352983602938,0.09837510614969311,1.0795335275147286,0.10455579444055356
nan,nan,nan,nan,nan,nan,nan,nan,937.5971425532784,0.1546461840209058,1.3241517228924085,0.17051187351172595,937.7569022430863,0.13084563889391637,1.1594687833556316,0.14243829091581675
nan,nan,nan,nan,nan,nan,nan,nan,962.139806142339,0.0905811415117854,1.1573075338293184,0.103639902343782,962.0330602920129,0.06190735107148746,0.9541109368529952,0.06839113249747883
nan,nan,nan,nan,nan,nan,nan,nan,1014.3284119630271,0.02576600726520316,1.1602480449842396,0.029187545552326284,1014.231121667604,0.019255120590701075,0.954549161308196,0.02109147728460451
nan,nan,nan,nan,nan,nan,nan,nan,1048.042091022514,0.03205469540593596,1.1178569046673865,0.034360669446624456,1047.8959300216275,0.020805293111779165,0.9194829165796456,0.02201229105256382
