# p + 206Pb Total neutron  production
# Q-value    =-4.53966E+00
# 
# # energies =    54
#    E         xs         Yield
 1.00000E-03 0.00000E+00 0.00000E+00
 2.00000E-03 0.00000E+00 0.00000E+00
 5.00000E-03 0.00000E+00 0.00000E+00
 1.00000E-02 0.00000E+00 0.00000E+00
 2.00000E-02 0.00000E+00 0.00000E+00
 5.00000E-02 0.00000E+00 0.00000E+00
 1.00000E-01 0.00000E+00 0.00000E+00
 2.00000E-01 0.00000E+00 0.00000E+00
 5.00000E-01 0.00000E+00 0.00000E+00
 1.00000E+00 0.00000E+00 0.00000E+00
 2.00000E+00 0.00000E+00 0.00000E+00
 3.00000E+00 0.00000E+00 0.00000E+00
 4.00000E+00 0.00000E+00 0.00000E+00
 5.00000E+00 3.30417E-02 8.62618E-01
 6.00000E+00 5.91284E-01 9.91842E-01
 7.00000E+00 4.45135E+00 9.94772E-01
 8.00000E+00 1.98388E+01 9.95992E-01
 9.00000E+00 5.92072E+01 9.96906E-01
 1.00000E+01 1.31449E+02 9.97453E-01
 1.10000E+01 2.38102E+02 9.97439E-01
 1.20000E+01 3.97018E+02 1.05935E+00
 1.30000E+01 7.37132E+02 1.40058E+00
 1.40000E+01 1.14127E+03 1.68913E+00
 1.50000E+01 1.49085E+03 1.83794E+00
 1.60000E+01 1.75736E+03 1.88941E+00
 1.70000E+01 1.96744E+03 1.90140E+00
 1.80000E+01 2.14355E+03 1.89920E+00
 1.90000E+01 2.29711E+03 1.89126E+00
 2.00000E+01 2.43190E+03 1.88076E+00
 2.20000E+01 2.90141E+03 2.03466E+00
 2.40000E+01 3.58483E+03 2.34012E+00
 2.60000E+01 4.02831E+03 2.48755E+00
 2.80000E+01 4.26979E+03 2.52447E+00
 3.00000E+01 4.49893E+03 2.57014E+00
 3.50000E+01 5.44522E+03 2.91939E+00
 4.00000E+01 5.93025E+03 3.05812E+00
 4.50000E+01 6.58298E+03 3.31563E+00
 5.00000E+01 6.95931E+03 3.46196E+00
 5.50000E+01 7.37831E+03 3.65225E+00
 6.00000E+01 7.67407E+03 3.79972E+00
 6.50000E+01 7.98777E+03 3.97040E+00
 7.00000E+01 8.18921E+03 4.09614E+00
 7.50000E+01 8.41320E+03 4.24145E+00
 8.00000E+01 8.58595E+03 4.36704E+00
 9.00000E+01 9.02299E+03 4.67789E+00
 1.00000E+02 9.41112E+03 4.97451E+00
 1.10000E+02 9.80472E+03 5.27950E+00
 1.20000E+02 1.01850E+04 5.57942E+00
 1.30000E+02 1.05659E+04 5.87965E+00
 1.40000E+02 1.09589E+04 6.18530E+00
 1.50000E+02 1.13851E+04 6.50802E+00
 1.60000E+02 1.18287E+04 6.83885E+00
 1.80000E+02 1.28250E+04 7.55863E+00
 2.00000E+02 1.35422E+04 8.10511E+00
