============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(5 MeV) ==> Xe gas( 25.3 mm) ============================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 3389  1 .4479722E+07   2540000E+02 -.3733E+06  .1547E+07   .9998618 -.0098626  .0133840
T 3390  1 .4461724E+07   2540000E+02  .3770E+07 -.2699E+07   .9996151  .0141195 -.0238792
T 3391  1 .4472518E+07   2540000E+02 -.1418E+07  .5395E+07   .9992321 -.0285573  .0268271
T 3392  1 .4455316E+07   2540000E+02 -.2805E+07  .3701E+07   .9993951 -.0079430  .0338583
T 3393  1 .4531407E+07   2540000E+02  .1855E+07 -.4224E+06   .9995207  .0113516 -.0288014
T 3394  1 .4492555E+07   2540000E+02  .3568E+07 -.2665E+07   .9996668  .0192568 -.0171870
T 3395  1 .4458390E+07   2540000E+02 -.1665E+07 -.3005E+07   .9987991 -.0259742 -.0415417
T 3396  1 .4521857E+07   2540000E+02 -.1405E+07 -.3984E+07   .9993101 -.0130127 -.0347844
T 3397  1 .4503603E+07   2540000E+02  .3945E+07 -.1474E+07   .9988590  .0040944 -.0475815
T 3398  1 .4533048E+07   2540000E+02  .1902E+07 -.6130E+07   .9977940  .0340049 -.0570163
T 3399  1 .4519461E+07   2540000E+02 -.2384E+07  .2442E+07   .9995372  .0125511 -.0277104
T 3400  1 .4541513E+07   2540000E+02  .5686E+07 -.1110E+08   .9966037  .0363229 -.0739033
T 3401  1 .4516133E+07   2540000E+02  .1458E+08  .5240E+06   .9989849  .0436959  .0109499
T 3402  1 .4431815E+07   2540000E+02  .1164E+08 -.1216E+06   .9971430  .0723393  .0217459
T 3403  1 .4458626E+07   2540000E+02 -.2880E+07 -.2457E+07   .9999650 -.0050743  .0066564
T 3404  1 .4485345E+07   2540000E+02  .4278E+06 -.2564E+07   .9997714  .0115599 -.0179839
T 3405  1 .4532034E+07   2540000E+02 -.5816E+07  .1350E+07   .9986892 -.0508565 -.0057921
T 3406  1 .4492659E+07   2540000E+02 -.8642E+07  .5876E+07   .9982772 -.0503890  .0300609
T 3407  1 .4469516E+07   2540000E+02  .6556E+07  .1705E+07   .9992888  .0336126 -.0170930
T 3408  1 .4450391E+07   2540000E+02 -.3071E+06  .9464E+06   .9998220 -.0087385 -.0167210
T 3409  1 .4463927E+07   2540000E+02  .1508E+06  .4441E+06   .9998290  .0166256 -.0080989
T 3410  1 .4445298E+07   2540000E+02 -.1973E+07  .2032E+07   .9995742  .0184545 -.0226017
T 3411  1 .4468324E+07   2540000E+02 -.1607E+07  .1318E+07   .9999799 -.0061716 -.0014229
T 3412  1 .4495191E+07   2540000E+02  .1467E+08  .5432E+07   .9907395  .1156621  .0711164
T 3413  1 .4521092E+07   2540000E+02  .4086E+07 -.5610E+07   .9969311  .0478170 -.0619832
T 3414  1 .4511022E+07   2540000E+02  .1155E+08 -.4752E+07   .9975041  .0690318 -.0148368
T 3415  1 .4486042E+07   2540000E+02  .4525E+06 -.3392E+07   .9997977 -.0069416 -.0188802
T 3416  1 .4482543E+07   2540000E+02 -.2887E+07 -.2828E+07   .9989404 -.0433118 -.0155590
T 3417  1 .4505167E+07   2540000E+02 -.5944E+06 -.1672E+07   .9997691 -.0100738 -.0189809
T 3418  1 .4448052E+07   2540000E+02 -.3832E+07  .3677E+07   .9998968 -.0024520 -.0141579
T 3419  1 .4466333E+07   2540000E+02  .2586E+07  .4044E+07   .9991697  .0184475  .0363258
T 3420  1 .4486585E+07   2540000E+02  .2580E+07 -.1605E+07   .9998204  .0131407  .0136595
T 3421  1 .4461151E+07   2540000E+02 -.6054E+07  .2023E+07   .9992340 -.0388446 -.0047495
T 3422  1 .4489126E+07   2540000E+02  .9026E+06 -.1017E+08   .9965073  .0122880 -.0825965
T 3423  1 .4485272E+07   2540000E+02  .1090E+08  .3113E+07   .9975509  .0608022  .0345725
T 3424  1 .4440418E+07   2540000E+02 -.9635E+07  .1601E+07   .9943791 -.0773606  .0722873
T 3425  1 .4458763E+07   2540000E+02  .1709E+07 -.4583E+07   .9985791  .0336565 -.0413169
T 3426  1 .4461708E+07   2540000E+02 -.1289E+07  .5661E+06   .9999505  .0009630  .0099021
T 3427  1 .4475884E+07   2540000E+02 -.4976E+07  .9072E+06   .9978101 -.0658649  .0060675
T 3428  1 .4510544E+07   2540000E+02  .1866E+07  .2125E+07   .9981522  .0174204  .0582133
T 3429  1 .4478690E+07   2540000E+02 -.5325E+06  .1060E+07   .9997871  .0204031 -.0030849
T 3430  1 .4505314E+07   2540000E+02  .5646E+06 -.4826E+07   .9981226  .0442293 -.0423683
T 3431  1 .4488470E+07   2540000E+02  .2457E+06 -.4634E+07   .9989811  .0057251 -.0447658
T 3432  1 .4515172E+07   2540000E+02 -.1388E+08  .4693E+07   .9987959 -.0405735 -.0275771
T 3433  1 .4446596E+07   2540000E+02 -.6058E+06  .5687E+07   .9981470  .0479201  .0375009
T 3434  1 .4526947E+07   2540000E+02  .6864E+07  .6035E+07   .9982410  .0105472  .0583416
T 3435  1 .4564300E+07   2540000E+02 -.3264E+06 -.1619E+07   .9998563 -.0102771 -.0134820
T 3436  1 .4463123E+07   2540000E+02  .4072E+07  .4461E+07   .9888316  .0100727  .1486965
T 3437  1 .4513579E+07   2540000E+02 -.3138E+07 -.5226E+06   .9995877 -.0177018 -.0226060
T 3438  1 .4504832E+07   2540000E+02  .1542E+06  .3729E+07   .9987566 -.0133090  .0480437
T 3439  1 .4480634E+07   2540000E+02 -.5896E+07 -.7020E+07   .9975339 -.0248741 -.0656307
T 3440  1 .4495264E+07   2540000E+02 -.2074E+07 -.5105E+07   .9995075 -.0118571 -.0290529
T 3441  1 .4501421E+07   2540000E+02 -.2033E+07  .5862E+07   .9991319 -.0169063  .0380730
T 3442  1 .4448208E+07   2540000E+02 -.6208E+06 -.1236E+06   .9984425 -.0507346  .0232060
T 3443  1 .4553960E+07   2540000E+02  .7268E+06 -.3979E+06   .9995558  .0266376  .0133673
T 3444  1 .4515345E+07   2540000E+02  .6948E+06 -.2940E+07   .9997092  .0221464 -.0095454
T 3445  1 .4473414E+07   2540000E+02 -.2971E+06 -.4818E+07   .9991091 -.0005371 -.0421995
T 3446  1 .4487324E+07   2540000E+02  .9267E+07 -.1048E+08   .9979566  .0265358 -.0581247
T 3447  1 .4472458E+07   2540000E+02 -.9348E+06  .1043E+08   .9950191  .0265752  .0960769
T 3448  1 .4503262E+07   2540000E+02 -.1199E+07 -.1660E+07   .9971278 -.0604693 -.0456036
T 3449  1 .4499878E+07   2540000E+02  .1157E+07  .1469E+07   .9999800 -.0023785  .0058562
T 3450  1 .4435431E+07   2540000E+02 -.5218E+07 -.3966E+07   .9991892 -.0070785  .0396345
T 3451  1 .4501751E+07   2540000E+02  .2622E+07  .3984E+07   .9991206 -.0013465  .0419071
T 3452  1 .4484039E+07   2540000E+02  .5857E+07 -.2659E+07   .9996923  .0197310 -.0150334
T 3453  1 .4448685E+07   2540000E+02  .2479E+07 -.1554E+07   .9998635  .0042687 -.0159620
T 3454  1 .4464753E+07   2540000E+02 -.4481E+07  .2490E+07   .9989386 -.0411828  .0206320
T 3455  1 .4462292E+07   2540000E+02  .7164E+07 -.5333E+06   .9986540  .0429651 -.0290541
T 3456  1 .4518865E+07   2540000E+02 -.1325E+07 -.5575E+07   .9987449 -.0137048 -.0481748
T 3457  1 .4479215E+07   2540000E+02 -.3084E+07 -.3867E+07   .9992742 -.0238650 -.0296892
T 3458  1 .4472643E+07   2540000E+02  .2527E+07  .4379E+06   .9997817  .0203644  .0046815
T 3459  1 .4538404E+07   2540000E+02 -.1662E+08  .1133E+08   .9956247 -.0573469  .0737760
T 3460  1 .4514878E+07   2540000E+02  .7739E+07  .2465E+07   .9975645  .0696232  .0041953
T 3461  1 .4486213E+07   2540000E+02 -.6510E+06  .7853E+07   .9999137 -.0050968  .0121086
T 3462  1 .4479057E+07   2540000E+02 -.2176E+07 -.6740E+07   .9989748 -.0413241 -.0184819
T 3463  1 .4514243E+07   2540000E+02  .5108E+07  .1415E+07   .9996608  .0258229  .0033784
T 3464  1 .4461079E+07   2540000E+02  .6809E+07 -.3106E+07   .9991739  .0300172 -.0273941
T 3465  1 .4491327E+07   2540000E+02  .2616E+07  .4901E+07   .9999639  .0059692 -.0060489
T 3466  1 .4481394E+07   2540000E+02  .7406E+07 -.3362E+07   .9993595  .0294136 -.0203831
T 3467  1 .4452306E+07   2540000E+02  .4063E+07  .5361E+07   .9990064  .0152713  .0418686
T 3468  1 .4455530E+07   2540000E+02  .9233E+06  .2376E+07   .9999757 -.0021259  .0066361
T 3469  1 .4446482E+07   2540000E+02  .6723E+07  .2628E+06   .9993798  .0341270  .0086775
T 3470  1 .4523068E+07   2540000E+02  .3724E+07 -.2534E+07   .9985045  .0441602 -.0322295
T 3471  1 .4430340E+07   2540000E+02 -.7070E+06  .1509E+08   .9899509  .0107560  .1410022
T 3472  1 .4478159E+07   2540000E+02  .1482E+07  .1683E+07   .9998925  .0080052  .0122879
T 3473  1 .4513005E+07   2540000E+02  .8683E+07 -.6432E+07   .9979426  .0500936 -.0400161
T 3474  1 .4440099E+07   2540000E+02  .1553E+07 -.4274E+07   .9999141  .0067781 -.0112176
T 3475  1 .4464791E+07   2540000E+02 -.8375E+07  .4817E+07   .9978847 -.0411879  .0502957
T 3476  1 .4513602E+07   2540000E+02  .3457E+07 -.9416E+07   .9975667 -.0005205 -.0697162
T 3477  1 .4458683E+07   2540000E+02  .6150E+06  .6116E+06   .9999226 -.0120913 -.0029285
T 3478  1 .4522428E+07   2540000E+02 -.4866E+07  .9479E+07   .9933532 -.0350726  .1096326
T 3479  1 .4525209E+07   2540000E+02  .4026E+06 -.1362E+06   .9999371 -.0111266 -.0014367
T 3480  1 .4537952E+07   2540000E+02  .4541E+07 -.1122E+07   .9974291  .0605074 -.0383927
T 3481  1 .4469976E+07   2540000E+02  .1644E+07 -.9232E+06   .9992133  .0339802 -.0204503
T 3482  1 .4448791E+07   2540000E+02 -.1995E+07  .3979E+06   .9996882 -.0178559  .0174563
T 3483  1 .4544756E+07   2540000E+02  .4160E+07  .9605E+06   .9999739  .0038402  .0061251
T 3484  1 .4524154E+07   2540000E+02 -.6011E+06  .3753E+07   .9987448 -.0337516  .0370094
T 3485  1 .4491050E+07   2540000E+02  .6531E+07 -.1136E+08   .9895246  .0343831 -.1402099
T 3486  1 .4521626E+07   2540000E+02 -.4464E+07 -.8009E+06   .9993506 -.0060339  .0355230
T 3487  1 .4510548E+07   2540000E+02 -.2788E+07 -.6120E+07   .9990852 -.0193888 -.0381160
T 3488  1 .4533562E+07   2540000E+02  .9933E+07 -.1985E+07   .9974318  .0715195  .0038469
T 3489  1 .4511383E+07   2540000E+02 -.2695E+07  .5478E+07   .9999732  .0042455  .0059688
T 3490  1 .4491449E+07   2540000E+02  .5297E+06 -.1427E+07   .9997625  .0217693  .0010546
T 3491  1 .4501170E+07   2540000E+02 -.1978E+07 -.2370E+07   .9995986 -.0283088 -.0011157
T 3492  1 .4471713E+07   2540000E+02  .5760E+07 -.1293E+07   .9995392  .0273425 -.0131857
T 3493  1 .4463495E+07   2540000E+02 -.3716E+07 -.4944E+07   .9992558 -.0185616 -.0338128
T 3494  1 .4493521E+07   2540000E+02  .4751E+07  .6200E+07   .9970915  .0704205  .0291475
T 3495  1 .4536338E+07   2540000E+02  .4649E+07  .7274E+07   .9996365  .0117329  .0242756
T 3496  1 .4486687E+07   2540000E+02 -.2731E+07 -.7397E+06   .9987050  .0042802 -.0506946
T 3497  1 .4496394E+07   2540000E+02 -.2100E+07 -.5496E+07   .9997465  .0209181 -.0083291
T 3498  1 .4483821E+07   2540000E+02  .6501E+07 -.1044E+08   .9979623  .0480197 -.0420167
T 3499  1 .4477921E+07   2540000E+02 -.1920E+07 -.1003E+07   .9997318 -.0215670 -.0084323
T 3500  1 .4549041E+07   2540000E+02  .3554E+07 -.1810E+07   .9986682  .0457658 -.0238177
T 3501  1 .4493653E+07   2540000E+02 -.4033E+06 -.4499E+07   .9997065 -.0054013 -.0236183
T 3502  1 .4500605E+07   2540000E+02 -.2263E+07  .1310E+07   .9996194 -.0123104 -.0246878
T 3503  1 .4430824E+07   2540000E+02 -.2343E+07 -.1832E+07   .9992449 -.0235327 -.0309164
T 3504  1 .4463121E+07   2540000E+02 -.2471E+07 -.4235E+07   .9992285 -.0366799 -.0140339
T 3505  1 .4507754E+07   2540000E+02  .2575E+07 -.3371E+07   .9993934 -.0013831 -.0347980
T 3506  1 .4487595E+07   2540000E+02 -.6384E+06  .1235E+07   .9996532  .0246139  .0093601
T 3507  1 .4522596E+07   2540000E+02 -.4579E+07 -.1938E+07   .9978517 -.0642504 -.0128032
T 3508  1 .4531660E+07   2540000E+02  .1760E+06 -.4326E+07   .9986491  .0224754 -.0468491
T 3509  1 .4534345E+07   2540000E+02  .3798E+07  .3554E+07   .9992543  .0360788  .0137503
T 3510  1 .4489767E+07   2540000E+02  .1042E+07 -.1449E+07   .9998907  .0144304 -.0032202
T 3511  1 .4486519E+07   2540000E+02  .7487E+07 -.9396E+06   .9994593  .0314447 -.0096112
T 3512  1 .4491253E+07   2540000E+02  .5186E+07  .5119E+07   .9989189  .0214784  .0412281
T 3513  1 .4510634E+07   2540000E+02 -.8617E+07 -.3834E+07   .9985454 -.0532547 -.0084295
T 3514  1 .4514611E+07   2540000E+02  .4373E+07 -.1013E+07   .9997096  .0215998  .0106845
T 3515  1 .4479437E+07   2540000E+02  .3383E+07 -.1571E+07   .9999156  .0129313  .0012414
T 3516  1 .4535047E+07   2540000E+02 -.4815E+07 -.2857E+06   .9993160 -.0368144  .0035081
T 3517  1 .4508252E+07   2540000E+02  .1874E+07  .2933E+07   .9988548  .0333280  .0343276
T 3518  1 .4528913E+07   2540000E+02  .3496E+07  .9322E+06   .9989132  .0410254  .0221189
T 3519  1 .4525141E+07   2540000E+02 -.4751E+07 -.7227E+06   .9991069 -.0416590  .0070644
T 3520  1 .4444156E+07   2540000E+02  .5323E+07  .8345E+07   .9950324  .0545884  .0832508
T 3521  1 .4477906E+07   2540000E+02  .3340E+07 -.5337E+07   .9956438  .0501000 -.0786346
T 3522  1 .4437397E+07   2540000E+02 -.6584E+07 -.8717E+07   .9988251 -.0416375 -.0247954
T 3523  1 .4489187E+07   2540000E+02  .6348E+07 -.1696E+07   .9991294  .0391799  .0143323
T 3524  1 .4527507E+07   2540000E+02  .1449E+07 -.2435E+07   .9991420  .0414009 -.0011104
T 3525  1 .4473691E+07   2540000E+02 -.1397E+07 -.2237E+06   .9996615 -.0159811  .0205324
T 3526  1 .4457872E+07   2540000E+02  .9074E+07  .9024E+06   .9978209  .0591072  .0293229
T 3527  1 .4444387E+07   2540000E+02  .4605E+05  .6871E+07   .9997481 -.0049553  .0218919
T 3528  1 .4455988E+07   2540000E+02 -.3356E+08 -.2934E+07   .9732750 -.2253029 -.0444351
T 3529  1 .4488757E+07   2540000E+02  .4790E+07 -.7796E+07   .9967083  .0558137 -.0587992
T 3530  1 .4483188E+07   2540000E+02 -.5598E+06 -.3321E+06   .9986010 -.0496352 -.0182308
T 3531  1 .4448518E+07   2540000E+02 -.1809E+07  .6121E+06   .9998865 -.0034516  .0146627
T 3532  1 .4410926E+07   2540000E+02  .3449E+07 -.4580E+07   .9965968  .0572908 -.0592662
T 3533  1 .4500298E+07   2540000E+02 -.1515E+07  .5698E+06   .9999292  .0100965  .0063044
T 3534  1 .4500811E+07   2540000E+02 -.3092E+07  .3373E+07   .9986305 -.0434602 -.0291251
T 3535  1 .4517322E+07   2540000E+02 -.3342E+07  .5813E+07   .9993322 -.0181021  .0317396
T 3536  1 .4457103E+07   2540000E+02  .1453E+07  .3710E+07   .9990626 -.0430295  .0047247
T 3537  1 .4512283E+07   2540000E+02  .4136E+07  .7743E+07   .9975250  .0302102  .0634913
T 3538  1 .4458225E+07   2540000E+02  .9905E+07 -.1877E+07   .9996194  .0157456 -.0226509
T 3539  1 .4476963E+07   2540000E+02  .7448E+07  .4138E+07   .9985461  .0431353  .0323273
T 3540  1 .4465067E+07   2540000E+02 -.1436E+07  .1953E+07   .9992206  .0178705  .0351959
T 3541  1 .4500646E+07   2540000E+02  .2874E+07 -.2340E+06   .9998325  .0136398  .0122040
T 3542  1 .4529747E+07   2540000E+02  .8336E+07  .2031E+07   .9940668  .1087690 -.0007599
T 3543  1 .4493190E+07   2540000E+02 -.5715E+07 -.2593E+07   .9981441 -.0587717  .0159460
T 3544  1 .4465170E+07   2540000E+02  .3606E+07  .7599E+06   .9995726  .0265417  .0122518
T 3545  1 .4494484E+07   2540000E+02 -.1042E+07  .1743E+07   .9998989 -.0111733  .0087900
T 3546  1 .4481169E+07   2540000E+02  .3893E+07 -.1956E+07   .9999943 -.0023485  .0024318
T 3547  1 .4513786E+07   2540000E+02  .8334E+06 -.9070E+07   .9991369  .0268790 -.0316696
T 3548  1 .4483969E+07   2540000E+02 -.1874E+07 -.6847E+07   .9994088  .0088185 -.0332317
T 3549  1 .4478528E+07   2540000E+02 -.1295E+07 -.1975E+07   .9981840 -.0071360 -.0598144
T 3550  1 .4494509E+07   2540000E+02 -.4948E+06 -.5259E+06   .9999634 -.0064030 -.0056763
T 3551  1 .4416145E+07   2540000E+02  .1310E+07 -.2741E+07   .9993894  .0306417 -.0167928
T 3552  1 .4457803E+07   2540000E+02  .3841E+07 -.5296E+07   .9996717  .0138531 -.0215547
T 3553  1 .4463091E+07   2540000E+02 -.1151E+07 -.2334E+07   .9996704 -.0099340 -.0236727
T 3554  1 .4442821E+07   2540000E+02  .4578E+06  .6457E+07   .9984882 -.0314486  .0450812
T 3555  1 .4524641E+07   2540000E+02  .1098E+07  .4658E+07   .9988499 -.0128367  .0461968
T 3556  1 .4405359E+07   2540000E+02 -.7748E+07 -.1383E+06   .9988343 -.0480052 -.0050497
T 3557  1 .4447762E+07   2540000E+02  .4682E+07  .1241E+07   .9987909  .0425417  .0246358
T 3558  1 .4443264E+07   2540000E+02  .1102E+07 -.2836E+07   .9991561  .0018001 -.0410347
T 3559  1 .4517356E+07   2540000E+02  .3578E+06  .1022E+08   .9987021  .0002913  .0509308
T 3560  1 .4505663E+07   2540000E+02  .4157E+06  .1290E+07   .9994060  .0273530  .0209642
T 3561  1 .4521225E+07   2540000E+02  .6719E+07  .1149E+08   .9854955  .0470118  .1630600
T 3562  1 .4529620E+07   2540000E+02 -.3943E+07 -.4017E+07   .9980688 -.0007751 -.0621136
T 3563  1 .4432777E+07   2540000E+02 -.1234E+06  .2253E+07   .9993748 -.0225681  .0272174
T 3564  1 .4504260E+07   2540000E+02  .1547E+07  .2169E+07   .9997442  .0176045  .0141995
T 3565  1 .4540999E+07   2540000E+02  .5721E+07  .5642E+07   .9994294  .0331359  .0065460
T 3566  1 .4469354E+07   2540000E+02 -.4756E+07  .2908E+07   .9994034 -.0330276  .0101022
T 3567  1 .4444533E+07   2540000E+02  .2620E+07  .1914E+06   .9999262  .0105565 -.0060148
T 3568  1 .4502812E+07   2540000E+02 -.1627E+07  .1478E+07   .9992117  .0059179  .0392560
T 3569  1 .4459714E+07   2540000E+02  .8490E+07 -.2461E+07   .9987601  .0395158  .0302793
T 3570  1 .4534923E+07   2540000E+02  .1207E+07 -.2792E+07   .9994948  .0289665 -.0130794
T 3571  1 .4479885E+07   2540000E+02 -.5497E+07 -.8102E+07   .9983980 -.0269530 -.0497485
T 3572  1 .4493147E+07   2540000E+02 -.3470E+06  .5476E+07   .9993961  .0188309  .0292046
T 3573  1 .4485180E+07   2540000E+02 -.2827E+07  .9920E+07   .9982619 -.0050425  .0587170
T 3574  1 .4504191E+07   2540000E+02  .1436E+07 -.2332E+07   .9995115  .0301221 -.0083298
T 3575  1 .4512304E+07   2540000E+02 -.8750E+07  .1071E+07   .9999092 -.0057579 -.0121829
T 3576  1 .4480834E+07   2540000E+02  .6480E+06 -.2325E+07   .9998257  .0076423 -.0170316
T 3577  1 .4462540E+07   2540000E+02 -.2278E+07  .6798E+06   .9984747 -.0535548  .0134214
T 3578  1 .4467289E+07   2540000E+02 -.5204E+05  .1255E+08   .9978504  .0014050  .0655176
T 3579  1 .4493056E+07   2540000E+02  .1145E+08  .4031E+07   .9979992  .0582377  .0246169
T 3580  1 .4434060E+07   2540000E+02  .3896E+07  .1635E+07   .9995914  .0126083  .0256520
T 3581  1 .4501132E+07   2540000E+02 -.1630E+07 -.2147E+07   .9999495  .0059301 -.0081117
T 3582  1 .4490150E+07   2540000E+02  .8712E+07  .8421E+06   .9986388  .0513267  .0092790
T 3583  1 .4482939E+07   2540000E+02  .3008E+07  .2469E+07   .9999496 -.0010267  .0099888
T 3584  1 .4474775E+07   2540000E+02  .5967E+03  .3065E+07   .9989204 -.0019457  .0464138
T 3585  1 .4552782E+07   2540000E+02  .7183E+06  .4363E+07   .9993598  .0040233  .0355503
T 3586  1 .4460491E+07   2540000E+02 -.5076E+07  .4397E+06   .9991897 -.0396248 -.0070535
T 3587  1 .4488509E+07   2540000E+02  .3809E+06  .2324E+07   .9997100  .0123062  .0206982
T 3588  1 .4491165E+07   2540000E+02  .9465E+06  .1104E+07   .9995415  .0208151  .0219881
T 3589  1 .4507247E+07   2540000E+02 -.7683E+04 -.2127E+07   .9995146  .0154162 -.0270708
T 3590  1 .4525278E+07   2540000E+02 -.6050E+07  .1743E+07   .9979510 -.0626394  .0130448
T 3591  1 .4426247E+07   2540000E+02  .5395E+06 -.6483E+07   .9981402 -.0124422 -.0596771
T 3592  1 .4473640E+07   2540000E+02  .3830E+07  .7024E+07   .9982331  .0319620  .0500901
T 3593  1 .4474902E+07   2540000E+02 -.2176E+07 -.1167E+08   .9983560 -.0163734 -.0549295
T 3594  1 .4503263E+07   2540000E+02  .4318E+06 -.5407E+07   .9952523  .0765246 -.0601395
T 3595  1 .4500817E+07   2540000E+02  .1309E+07  .8509E+07   .9970249  .0490000  .0595003
T 3596  1 .4491811E+07   2540000E+02  .1457E+06  .3510E+07   .9986542 -.0119441  .0504697
T 3597  1 .4487146E+07   2540000E+02 -.1996E+07 -.2771E+07   .9997456 -.0224833  .0017717
T 3598  1 .4457042E+07   2540000E+02 -.3030E+07  .1042E+04   .9995532 -.0158756 -.0253246
T 3599  1 .4509571E+07   2540000E+02  .8397E+07 -.3905E+07   .9966936  .0730910 -.0354911
T 3600  1 .4487029E+07   2540000E+02  .4582E+07 -.7726E+07   .9973611  .0286738 -.0666976
T 3601  1 .4456676E+07   2540000E+02  .1419E+06  .9556E+07   .9982958  .0334625  .0478096
T 3602  1 .4495449E+07   2540000E+02 -.8545E+07  .8338E+07   .9949974 -.0918421  .0393084
T 3603  1 .4506249E+07   2540000E+02 -.7614E+06 -.1178E+07   .9999249  .0085232 -.0088050
T 3604  1 .4509563E+07   2540000E+02  .3808E+08 -.3152E+08   .9661099  .1837622 -.1812820
T 3605  1 .4468039E+07   2540000E+02  .4045E+07  .1469E+07   .9999124  .0122190 -.0050930
T 3606  1 .4533742E+07   2540000E+02 -.6143E+07  .9084E+07   .9983109 -.0427889  .0393001
T 3607  1 .4453374E+07   2540000E+02 -.6826E+07  .2857E+07   .9980436 -.0604476  .0159728
T 3608  1 .4454998E+07   2540000E+02 -.2776E+07  .4829E+07   .9983710 -.0233755  .0520471
T 3609  1 .4483465E+07   2540000E+02  .3233E+07  .8636E+07   .9969264  .0434651  .0651809
T 3610  1 .4530345E+07   2540000E+02 -.1910E+07  .2457E+07   .9997430 -.0225039  .0027574
T 3611  1 .4502712E+07   2540000E+02 -.1789E+07  .5439E+07   .9984825 -.0207101  .0510265
T 3612  1 .4467798E+07   2540000E+02 -.8192E+06  .1242E+08   .9952113  .0482712  .0849963
T 3613  1 .4485738E+07   2540000E+02 -.2457E+07 -.1013E+07   .9993956 -.0317687  .0141143
T 3614  1 .4526477E+07   2540000E+02  .1497E+07 -.3719E+07   .9998146 -.0174148  .0082194
T 3615  1 .4468791E+07   2540000E+02 -.1894E+07  .3609E+06   .9997194  .0040132 -.0233444
T 3616  1 .4495881E+07   2540000E+02 -.3508E+07 -.9891E+06   .9999325 -.0106275  .0047027
T 3617  1 .4504162E+07   2540000E+02 -.2394E+07  .3892E+07   .9989438 -.0267352  .0373694
T 3618  1 .4507239E+07   2540000E+02 -.7299E+07  .8035E+07   .9987349 -.0181056  .0469119
T 3619  1 .4475997E+07   2540000E+02  .2790E+07  .8443E+06   .9952456  .0931401 -.0284806
T 3620  1 .4451663E+07   2540000E+02  .7845E+05 -.5382E+07   .9991808  .0159484 -.0371950
T 3621  1 .4504277E+07   2540000E+02 -.4455E+07 -.4530E+07   .9993912  .0157775 -.0311189
T 3622  1 .4551560E+07   2540000E+02  .3153E+07  .5589E+06   .9997806  .0159518  .0135777
T 3623  1 .4495174E+07   2540000E+02 -.4034E+07 -.5599E+07   .9971116 -.0389597 -.0651972
T 3624  1 .4461270E+07   2540000E+02 -.2383E+07  .2529E+06   .9998191 -.0183643  .0049493
T 3625  1 .4453598E+07   2540000E+02  .1902E+07  .3391E+07   .9994757  .0221400  .0236263
T 3626  1 .4458868E+07   2540000E+02 -.1079E+08  .4005E+07   .9983827 -.0545856  .0158860
T 3627  1 .4505302E+07   2540000E+02  .1367E+08  .4018E+07   .9929930  .1147542  .0282211
T 3628  1 .4464788E+07   2540000E+02  .1695E+07 -.4800E+07   .9994724  .0316763  .0071819
T 3629  1 .4517566E+07   2540000E+02  .3575E+07  .1845E+07   .9992484  .0060197  .0382941
T 3630  1 .4470006E+07   2540000E+02 -.3031E+07 -.8777E+06   .9987843 -.0462777  .0169798
T 3631  1 .4452559E+07   2540000E+02  .2352E+07 -.1393E+07   .9995310  .0020472 -.0305547
T 3632  1 .4457197E+07   2540000E+02  .4527E+07  .2627E+07   .9992216  .0393386  .0029593
T 3633  1 .4449083E+07   2540000E+02  .4640E+07  .9724E+07   .9979145  .0310050  .0566152
T 3634  1 .4506013E+07   2540000E+02 -.3787E+07  .3785E+07   .9884364 -.1515777  .0042012
T 3635  1 .4498594E+07   2540000E+02  .1995E+07  .1085E+07   .9993829  .0350000 -.0029591
T 3636  1 .4486413E+07   2540000E+02  .2369E+07  .7323E+07   .9988749 -.0020320  .0473795
T 3637  1 .4528987E+07   2540000E+02  .3313E+07 -.4818E+07   .9981184  .0394493 -.0469410
T 3638  1 .4455803E+07   2540000E+02  .7328E+07 -.2524E+06   .9995386  .0303686  .0005468
T 3639  1 .4451480E+07   2540000E+02  .3580E+07 -.8636E+07   .9999084 -.0022031  .0133528
T 3640  1 .4483338E+07   2540000E+02 -.9025E+06  .4078E+07   .9978659 -.0637962 -.0139139
T 3641  1 .4460920E+07   2540000E+02  .5895E+07 -.1355E+08   .9925862  .0525955 -.1095737
T 3642  1 .4542494E+07   2540000E+02  .9130E+07  .1569E+07   .9982991  .0552127  .0187201
T 3643  1 .4460930E+07   2540000E+02 -.1135E+07 -.1283E+07   .9986754 -.0512172 -.0049153
T 3644  1 .4506756E+07   2540000E+02  .2283E+07 -.6081E+07   .9980989 -.0021006 -.0615962
T 3645  1 .4524390E+07   2540000E+02 -.1049E+07 -.3283E+07   .9990343 -.0122528 -.0421940
