============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(25 MeV) ==> Havar window( 2.53 um) =====================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 2205  1 .9969237E+07   2540155E-02 -.9658E+02  .8892E+02   .9999714 -.0045866  .0060204
T 2206  1 .9938417E+07   2540248E-02  .5863E+02  .5170E+02   .9999645  .0080393  .0025348
T 2207  1 .9941596E+07   2540133E-02 -.6056E+02 -.4975E+01   .9999945 -.0022251 -.0024693
T 2208  1 .9950851E+07   2540233E-02  .6808E+02  .1352E+00   .9999923  .0039276  .0002534
T 2209  1 .9972709E+07   2540064E-02  .3692E+02  .1624E+02   .9999489  .0091573  .0042900
T 2210  1 .9934408E+07   2540259E-02  .9216E+02 -.4655E+01   .9999275  .0091408  .0078399
T 2211  1 .9930008E+07   2540183E-02 -.2688E+00 -.3236E+02   .9999705 -.0009782 -.0076167
T 2212  1 .9952243E+07   2540104E-02  .6363E+02 -.3117E+02   .9999847  .0052269 -.0018324
T 2213  1 .9969744E+07   2540174E-02  .3962E+02 -.2312E+02   .9999884  .0020881 -.0043504
T 2214  1 .9963873E+07   2540235E-02  .1764E+01  .7657E+02   .9999886  .0036570  .0030639
T 2215  1 .9939483E+07   2540212E-02  .2060E+02  .2150E+02   .9998896  .0148607 -.0002136
T 2216  1 .9946826E+07   2540083E-02 -.1360E+02  .6425E+02   .9999862 -.0007931  .0051876
T 2217  1 .9954191E+07   2540211E-02  .1960E+02 -.8731E+02   .9999775  .0058631 -.0032576
T 2218  1 .9958925E+07   2540080E-02  .1947E+02 -.7347E+02   .9999364  .0004520 -.0112673
T 2219  1 .9966477E+07   2540176E-02 -.4077E+02  .9406E+01   .9999675 -.0075945  .0027004
T 2220  1 .9958420E+07   2540212E-02  .5898E+02  .6472E+01   .9999910  .0031040  .0028864
T 2221  1 .9948975E+07   2540107E-02 -.5265E+01 -.4569E+02   .9999224 -.0115139 -.0047670
T 2222  1 .9937731E+07   2540189E-02 -.5176E+02  .9003E+01   .9999856 -.0042894  .0032129
T 2223  1 .9954501E+07   2540183E-02 -.9094E+01  .4652E+02   .9999825 -.0030753  .0050559
T 2224  1 .9949951E+07   2540160E-02 -.1819E+03 -.1509E+03   .9998211 -.0142260 -.0124641
T 2225  1 .9955070E+07   2540183E-02  .2508E+02  .6378E+02   .9999833  .0002024  .0057694
T 2226  1 .9940716E+07   2540172E-02  .8215E+01 -.3714E+02   .9998994 -.0072720 -.0121779
T 2227  1 .9945602E+07   2540195E-02 -.1607E+02  .3448E+02   .9999868  .0000782  .0051469
T 2228  1 .9945769E+07   2540238E-02 -.5586E+01  .3671E+02   .9999909 -.0013556  .0040523
T 2229  1 .9974600E+07   2540054E-02  .3908E+01 -.1074E+03   .9999754  .0029849 -.0063434
T 2230  1 .9959587E+07   2540157E-02 -.2278E+02  .7393E+02   .9999531 -.0029093  .0092406
T 2231  1 .9953140E+07   2540125E-02  .2596E+02  .3337E+02   .9999951  .0026645  .0016652
T 2232  1 .9955175E+07   2540260E-02 -.8380E+02  .1638E+02   .9999935 -.0034326 -.0010639
T 2233  1 .9946895E+07   2540029E-02  .7130E+02 -.5992E+02   .9999550  .0066169 -.0067946
T 2234  1 .9941965E+07   2540046E-02 -.2594E+02  .6440E+02   .9999965 -.0015285  .0021445
T 2235  1 .9961944E+07   2540113E-02 -.6224E+01 -.3760E+02   .9999933 -.0027688 -.0023904
T 2236  1 .9940769E+07   2540150E-02 -.3337E+02  .3333E+02   .9999916 -.0033840 -.0022988
T 2237  1 .9944229E+07   2540052E-02  .1790E+02 -.1054E+01   .9999986 -.0015937  .0004103
T 2238  1 .9943049E+07   2540171E-02  .1614E+04  .2756E+03   .9964812  .0823726  .0154902
T 2239  1 .9937482E+07   2540237E-02  .2937E+02  .7798E+02   .9999729  .0029857  .0067239
T 2240  1 .9960697E+07   2540137E-02  .1170E+02 -.3715E+02   .9999996  .0003725 -.0007778
T 2241  1 .9960200E+07   2540145E-02 -.2184E+02  .8047E+02   .9999738 -.0002516  .0072282
T 2242  1 .9945101E+07   2540063E-02 -.6678E+02  .1633E+02   .9999912 -.0027964 -.0031269
T 2243  1 .9937218E+07   2540219E-02  .3396E+02  .3705E+02   .9999988  .0009085  .0012646
T 2244  1 .9945620E+07   2540086E-02 -.3117E+02 -.1056E+03   .9999275 -.0064653 -.0101587
T 2245  1 .9955503E+07   2540234E-02  .1432E+02 -.7026E+02   .9999855  .0041618 -.0034213
T 2246  1 .9960845E+07   2540228E-02 -.9665E+02  .7894E+02   .9999604 -.0074984  .0048002
T 2247  1 .9946504E+07   2540056E-02  .2909E+02 -.1021E+03   .9999898  .0008999 -.0044358
T 2248  1 .9957898E+07   2540224E-02  .5120E+02 -.1124E+02   .9999957  .0028579 -.0006190
T 2249  1 .9959375E+07   2540144E-02 -.1521E+02  .8906E+02   .9999726 -.0008645  .0073497
T 2250  1 .9950336E+07   2540127E-02  .1194E+03  .5186E+02   .9999489  .0094670  .0035387
T 2251  1 .9964478E+07   2540181E-02  .4008E+02  .7130E+02   .9999524  .0035113  .0091025
T 2252  1 .9958017E+07   2540163E-02  .9975E+02  .7882E+02   .9999597  .0060787  .0066026
T 2253  1 .9948501E+07   2540165E-02 -.2164E+02 -.7065E+01   .9999958 -.0016163 -.0023859
T 2254  1 .9947114E+07   2540246E-02  .3882E+00 -.8079E+02   .9999938  .0003257 -.0034933
T 2255  1 .9963646E+07   2540139E-02  .1195E+03 -.9124E+02   .9999131  .0047873 -.0122836
T 2256  1 .9948157E+07   2540213E-02 -.1105E+02  .4867E+02   .9999941 -.0034327 -.0002478
T 2257  1 .9956573E+07   2540030E-02 -.5221E+02 -.3071E+02   .9999864 -.0051156  .0009939
T 2258  1 .9959174E+07   2540002E-02  .9986E+02 -.5495E+02   .9998557  .0122508 -.0117682
T 2259  1 .9955995E+07   2540093E-02 -.4576E+02 -.1372E+02   .9999840 -.0054132 -.0016680
T 2260  1 .9952849E+07   2540098E-02  .9321E+02  .3077E+01   .9999950  .0027448 -.0015479
T 2261  1 .9931632E+07   2540235E-02 -.3595E+02 -.1861E+01   .9999806 -.0014219 -.0060699
T 2262  1 .9951655E+07   2540258E-02 -.5657E+02  .1270E+02   .9999925 -.0034056  .0018683
T 2263  1 .9955931E+07   2540207E-02  .2231E+02  .1361E+02   .9999756  .0069055  .0010222
T 2264  1 .9947314E+07   2540018E-02 -.1012E+03  .2354E+02   .9998125 -.0166488  .0098885
T 2265  1 .9940855E+07   2540239E-02 -.2559E+03  .1969E+02   .9997745 -.0209550  .0034317
T 2266  1 .9971747E+07   2540251E-02  .3342E+02 -.7434E+02   .9998773  .0102968 -.0118043
T 2267  1 .9964004E+07   2540115E-02  .3608E+02 -.1824E+02   .9999935  .0036021 -.0003288
T 2268  1 .9951491E+07   2540193E-02 -.9320E+01 -.7796E+01   .9999955  .0029250 -.0006814
T 2269  1 .9958581E+07   2540027E-02 -.5721E+02  .4295E+02   .9999920 -.0036573 -.0016144
T 2270  1 .9931824E+07   2540260E-02  .2637E+02  .3251E+02   .9999918  .0029337  .0027783
T 2271  1 .9930374E+07   2540175E-02  .1566E+03  .5259E+00   .9999374  .0111912  .0001078
T 2272  1 .9952757E+07   2540253E-02  .1691E+03 -.9979E+02   .9998502  .0138701 -.0103508
T 2273  1 .9945995E+07   2540087E-02  .1287E+02 -.3878E+01   .9999862  .0048646 -.0019590
T 2274  1 .9959730E+07   2540178E-02 -.9486E+02  .4829E+02   .9999425 -.0091234  .0056272
T 2275  1 .9946306E+07   2540171E-02  .1879E+03 -.2356E+03   .9997142  .0178681 -.0158824
T 2276  1 .9958582E+07   2540175E-02 -.1525E+02  .4011E+02   .9999647 -.0056312  .0062333
T 2277  1 .9953666E+07   2540247E-02  .5765E+02  .2761E+02   .9999859  .0048953  .0020558
T 2278  1 .9957584E+07   2540122E-02  .3115E+01 -.1842E+02   .9999958 -.0011078 -.0026618
T 2279  1 .9935400E+07   2540252E-02  .7767E+02 -.3823E+01   .9999823  .0047335  .0036018
T 2280  1 .9960563E+07   2540174E-02 -.9685E+02  .1037E+03   .9999823 -.0049575  .0033000
T 2281  1 .9949087E+07   2540184E-02 -.4629E+02 -.2607E+02   .9999919 -.0019251 -.0035375
T 2282  1 .9948213E+07   2540062E-02 -.1300E+03 -.2941E+02   .9999530 -.0096991 -.0001172
T 2283  1 .9931975E+07   2540121E-02 -.2985E+02 -.9988E+02   .9999829 -.0001677 -.0058485
T 2284  1 .9956813E+07   2540097E-02  .1718E+01 -.1334E+02   .9999853 -.0002624 -.0054240
T 2285  1 .9962785E+07   2540212E-02  .5220E+02 -.2444E+02   .9999957  .0011543 -.0026819
T 2286  1 .9943437E+07   2540040E-02 -.1090E+03  .5092E+02   .9999937 -.0012756  .0033124
T 2287  1 .9939591E+07   2540049E-02 -.2410E+02 -.2474E+02   .9999761 -.0048308 -.0049508
T 2288  1 .9930292E+07   2540099E-02  .1265E+01 -.2884E+02   .9999974  .0000299 -.0022830
T 2289  1 .9943547E+07   2540033E-02 -.2390E+02  .3273E+02   .9999855 -.0045921  .0028183
T 2290  1 .9957521E+07   2540146E-02  .6277E+02 -.2012E+03   .9999074  .0056336 -.0123868
T 2291  1 .9965157E+07   2540222E-02 -.2381E+02 -.8456E+02   .9999261 -.0105786 -.0059847
T 2292  1 .9957569E+07   2540074E-02  .6633E+02 -.1815E+02   .9999928  .0037897  .0001196
T 2293  1 .9962090E+07   2540172E-02 -.1187E+03  .1745E+02   .9998758 -.0156709 -.0017048
T 2294  1 .9969865E+07   2540155E-02  .3769E+02  .1443E+03   .9998846  .0013655  .0151284
T 2295  1 .9944061E+07   2540139E-02  .5691E+02 -.5482E+02   .9999815  .0008093 -.0060340
T 2296  1 .9947972E+07   2540032E-02 -.7893E+02 -.8911E+02   .9999222 -.0041990 -.0117483
T 2297  1 .9936869E+07   2540010E-02 -.9252E+02 -.8215E+02   .9998943 -.0101744 -.0103870
T 2298  1 .9969660E+07   2540217E-02 -.4818E+02 -.3893E+02   .9999691 -.0069893 -.0036007
T 2299  1 .9970055E+07   2540076E-02  .8515E+02  .1378E+02   .9999855  .0048954 -.0022351
T 2300  1 .9956281E+07   2540106E-02 -.4040E+02  .3124E+03   .9997086 -.0039905  .0238061
T 2301  1 .9954915E+07   2540223E-02  .2539E+01 -.2814E+02   .9999876  .0003809 -.0049677
T 2302  1 .9968578E+07   2540097E-02  .2349E+02 -.5289E+02   .9999975 -.0004219 -.0021986
T 2303  1 .9949709E+07   2540239E-02 -.6250E+02  .1587E+03   .9999670  .0009154  .0080768
T 2304  1 .9942641E+07   2540208E-02  .1552E+02  .8187E+01   .9999927  .0033719  .0017826
T 2305  1 .9957708E+07   2540200E-02 -.6299E+02  .2777E+02   .9999448 -.0100117  .0031895
T 2306  1 .9935824E+07   2540068E-02  .7598E+02  .2428E+02   .9999599  .0055980  .0069848
T 2307  1 .9953455E+07   2540031E-02  .6412E+02 -.8093E+02   .9999663  .0050222 -.0064909
T 2308  1 .9952523E+07   2540035E-02  .3149E+02  .7321E+02   .9999933  .0014201  .0033780
T 2309  1 .9944815E+07   2540048E-02  .6722E+02 -.3397E+02   .9999954  .0028551 -.0010515
T 2310  1 .9952837E+07   2540101E-02 -.1637E+03 -.1473E+03   .9999041 -.0104582 -.0090827
T 2311  1 .9971515E+07   2540242E-02 -.1136E+03  .6203E+02   .9999451 -.0082438  .0064755
T 2312  1 .9947632E+07   2540144E-02  .5956E+01  .7205E+02   .9995480 -.0227618  .0196367
T 2313  1 .9938164E+07   2540259E-02 -.5226E+02 -.8677E+02   .9999838 -.0025853 -.0050613
T 2314  1 .9963390E+07   2540169E-02  .9789E+00  .2350E+02   .9999969  .0021092  .0013046
T 2315  1 .9943498E+07   2540157E-02  .3317E+02  .1674E+03   .9999669  .0021386  .0078488
T 2316  1 .9951228E+07   2540057E-02 -.1759E+02  .4045E+02   .9999986  .0009187  .0014309
T 2317  1 .9950129E+07   2540199E-02  .2381E+02 -.7586E+02   .9999857 -.0036128 -.0039373
T 2318  1 .9950423E+07   2540131E-02 -.1494E+02  .9495E+02   .9999821  .0010445  .0058994
T 2319  1 .9932185E+07   2540202E-02  .1200E+01  .1196E+03   .9999512  .0030400  .0093946
T 2320  1 .9959549E+07   2540099E-02  .6952E+02  .1768E+02   .9999427  .0084415  .0065823
T 2321  1 .9933732E+07   2540248E-02  .5289E+02 -.9049E+02   .9993612  .0193011 -.0300774
T 2322  1 .9952596E+07   2540114E-02 -.7483E+02  .3755E+01   .9999757 -.0069316 -.0007501
T 2323  1 .9950919E+07   2540228E-02 -.8764E+02 -.1523E+02   .9999744 -.0070195 -.0013985
T 2324  1 .9944995E+07   2540204E-02  .3881E+02 -.2013E+02   .9999761  .0032451 -.0061097
T 2325  1 .9948079E+07   2540109E-02 -.5672E+02 -.4670E+02   .9999929 -.0037239 -.0005130
T 2326  1 .9974542E+07   2540216E-02 -.1512E+01 -.2719E+02   .9999875  .0012412 -.0048479
T 2327  1 .9939584E+07   2540146E-02  .7916E+02  .5976E+02   .9999657  .0081169 -.0016453
T 2328  1 .9958768E+07   2540240E-02  .5245E+02 -.1141E+02   .9999819  .0060182 -.0000588
T 2329  1 .9944809E+07   2540198E-02 -.3782E+02 -.1980E+02   .9999782 -.0033273 -.0057045
T 2330  1 .9939099E+07   2540250E-02  .7963E+02 -.1109E+03   .9999671  .0076135 -.0028134
T 2331  1 .9948950E+07   2540084E-02 -.7113E+01 -.6334E+01   .9999948  .0007399  .0031342
T 2332  1 .9949948E+07   2540219E-02 -.1256E+03  .1429E+03   .9999255 -.0095010  .0076627
T 2333  1 .9943926E+07   2540145E-02 -.7765E+02 -.4800E+02   .9999893 -.0042811 -.0017548
T 2334  1 .9960350E+07   2540005E-02  .6904E+02 -.6621E+02   .9999649  .0065005 -.0052781
T 2335  1 .9938481E+07   2540002E-02  .1209E+03 -.2215E+02   .9999714  .0074530 -.0013145
T 2336  1 .9950576E+07   2540187E-02  .1245E+02  .5515E+02   .9999919  .0003168  .0040118
T 2337  1 .9936269E+07   2540053E-02  .5297E+02  .9760E+02   .9999050 -.0007977  .0137573
T 2338  1 .9953520E+07   2540089E-02 -.5874E+02  .3187E+02   .9999946 -.0030938  .0011482
T 2339  1 .9956662E+07   2540008E-02  .4190E+02  .2562E+02   .9999993  .0009483  .0006473
T 2340  1 .9936965E+07   2540249E-02 -.7409E+02  .3389E+02   .9999592 -.0062712  .0064997
T 2341  1 .9960017E+07   2540263E-02 -.3721E+02  .2670E+02   .9999744 -.0058619  .0040990
T 2342  1 .9963095E+07   2540263E-02 -.1363E+01 -.1567E+02   .9999978  .0011043 -.0017611
T 2343  1 .9965403E+07   2540151E-02 -.1061E+02  .1856E+02   .9999877  .0015766  .0047074
T 2344  1 .9956458E+07   2540181E-02  .3105E+01 -.4694E+02   .9999832 -.0001922 -.0057952
T 2345  1 .9948655E+07   2540254E-02  .4358E+02 -.2038E+03   .9999604 -.0013110 -.0088029
T 2346  1 .9956252E+07   2540186E-02 -.4819E+02 -.3012E+02   .9999872 -.0050554  .0000847
T 2347  1 .9937197E+07   2540079E-02  .4978E+02 -.9770E+02   .9998961  .0053932 -.0133706
T 2348  1 .9968271E+07   2540023E-02  .2011E+02 -.9813E+02   .9999898  .0024142 -.0038136
T 2349  1 .9942839E+07   2540023E-02  .8136E+02  .1451E+03   .9997271  .0132687  .0192248
T 2350  1 .9957133E+07   2540227E-02  .1013E+03  .1889E+02   .9999635  .0085243 -.0006322
T 2351  1 .9960241E+07   2540009E-02 -.1793E+02 -.3296E+02   .9999854 -.0046317 -.0027724
T 2352  1 .9939782E+07   2540183E-02 -.2243E+02 -.3095E+02   .9999936 -.0020104 -.0029554
T 2353  1 .9933392E+07   2540023E-02 -.1830E+02 -.1161E+01   .9999979 -.0017669 -.0010081
T 2354  1 .9938616E+07   2540198E-02  .9268E+02 -.5729E+02   .9998365  .0173827 -.0049870
T 2355  1 .9945596E+07   2540022E-02  .1822E+02  .2818E+02   .9999888 -.0002642  .0047256
T 2356  1 .9965966E+07   2540011E-02 -.2363E+02 -.3701E+02   .9999877 -.0049344  .0005209
T 2357  1 .9933167E+07   2540122E-02  .3115E+01  .5466E+02   .9999843 -.0056057 -.0001803
T 2358  1 .9963499E+07   2540200E-02  .7706E+02  .3118E+03   .9998763 -.0000975  .0157305
T 2359  1 .9934465E+07   2540204E-02  .1484E+02  .1890E+02   .9999998  .0005808  .0000510
T 2360  1 .9964820E+07   2540001E-02  .4886E+02  .6712E+02   .9999985  .0016718  .0005037
T 2361  1 .9957171E+07   2540140E-02  .3724E+02 -.1600E+02   .9999749  .0053875 -.0046040
T 2362  1 .9946158E+07   2540138E-02  .1626E+02  .1255E+03   .9999545 -.0036196  .0088309
T 2363  1 .9961729E+07   2540212E-02  .2307E+02 -.3703E+02   .9999920  .0008623 -.0039180
T 2364  1 .9939860E+07   2540048E-02 -.1474E+02  .4182E+01   .9999853 -.0052849  .0012088
T 2365  1 .9963507E+07   2540248E-02 -.5527E+02  .3644E+02   .9999862 -.0000301  .0052453
T 2366  1 .9935251E+07   2540111E-02  .1100E+02  .4129E+02   .9999998  .0001692  .0005498
T 2367  1 .9948889E+07   2540224E-02  .9166E+02  .4296E+02   .9999854  .0034562  .0041438
T 2368  1 .9933374E+07   2540253E-02 -.5108E+01 -.4504E+02   .9999520  .0060880 -.0076802
T 2369  1 .9956346E+07   2540211E-02 -.1057E+02 -.4495E+02   .9999866 -.0003358 -.0051598
T 2370  1 .9946693E+07   2540264E-02  .5645E+02  .9926E+02   .9999820  .0024057  .0054997
T 2371  1 .9962970E+07   2540123E-02 -.1882E+02  .2354E+02   .9999975 -.0000496  .0022524
T 2372  1 .9942381E+07   2540237E-02 -.3118E+02 -.1248E+03   .9999264 -.0097721 -.0071904
T 2373  1 .9973354E+07   2540048E-02 -.6338E+02  .3973E+02   .9999940 -.0032830  .0010928
T 2374  1 .9967672E+07   2540201E-02  .1127E+02 -.3989E+01   .9999921  .0014029 -.0037248
T 2375  1 .9942920E+07   2540073E-02  .3584E+02  .1875E+02   .9999740  .0068123  .0023459
T 2376  1 .9946259E+07   2540095E-02  .6112E+02  .3485E+01   .9999913  .0022112  .0035317
T 2377  1 .9961582E+07   2540224E-02 -.2700E+02  .2258E+02   .9999976 -.0016566  .0014073
T 2378  1 .9941685E+07   2540095E-02 -.3164E+02 -.2718E+02   .9999921 -.0039487  .0003703
T 2379  1 .9957006E+07   2540255E-02 -.5128E+02  .7428E+02   .9999771 -.0041016  .0053915
T 2380  1 .9963377E+07   2540251E-02  .3266E+01 -.4050E+02   .9999850 -.0021495 -.0050307
T 2381  1 .9961059E+07   2540155E-02 -.1456E+03  .1620E+03   .9999239 -.0060302  .0107579
T 2382  1 .9957425E+07   2540206E-02 -.3291E+02  .1683E+02   .9999910 -.0016291 -.0039178
T 2383  1 .9949794E+07   2540216E-02 -.2978E+01 -.1269E+02   .9999865 -.0021101 -.0047446
T 2384  1 .9928442E+07   2540050E-02 -.2905E+02  .3867E+02   .9999953 -.0003879  .0030323
T 2385  1 .9970043E+07   2540150E-02 -.1136E+01  .1903E+02   .9999901 -.0042845  .0012292
T 2386  1 .9956398E+07   2540153E-02 -.2143E+02 -.1361E+02   .9999891  .0012248 -.0045152
T 2387  1 .9949335E+07   2540014E-02  .1622E+02  .4948E+02   .9999961 -.0010869 -.0025836
T 2388  1 .9965064E+07   2540040E-02 -.7079E+02  .5236E+02   .9999844 -.0052743  .0018391
T 2389  1 .9961626E+07   2540148E-02  .4850E+02  .8385E+01   .9999617  .0082400  .0029423
T 2390  1 .9935154E+07   2540193E-02 -.1033E+03  .1575E+03   .9999592 -.0010062  .0089824
T 2391  1 .9942250E+07   2540150E-02 -.4357E+02  .2632E+02   .9999320 -.0086842 -.0077780
T 2392  1 .9964633E+07   2540150E-02  .1737E+02 -.8441E+02   .9999390  .0071115 -.0084558
T 2393  1 .9951631E+07   2540095E-02 -.5487E+02 -.9170E+02   .9999232 -.0074380 -.0099106
T 2394  1 .9954242E+07   2540028E-02 -.6932E+02  .3126E+03   .9998215 -.0023381  .0187466
T 2395  1 .9945534E+07   2540252E-02 -.4095E+02  .1293E+03   .9999388 -.0012514  .0109935
T 2396  1 .9926600E+07   2540196E-02 -.7519E+02  .4086E+02   .9999634 -.0085392  .0004900
T 2397  1 .9957225E+07   2540117E-02  .5691E+02 -.2140E+03   .9993848  .0033387 -.0349125
T 2398  1 .9939915E+07   2540138E-02  .4248E+01 -.4911E+01   .9999938  .0006991 -.0034622
T 2399  1 .9929116E+07   2540011E-02  .1735E+03 -.9069E+02   .9998964  .0128007 -.0065841
T 2400  1 .9949117E+07   2540174E-02  .2666E+02  .6099E+02   .9999633  .0047579  .0071178
T 2401  1 .9945809E+07   2540252E-02 -.4682E+02 -.2566E+02   .9999918 -.0036637  .0017069
T 2402  1 .9962194E+07   2540256E-02 -.3207E+02  .1505E+03   .9992959 -.0119972  .0355482
T 2403  1 .9930556E+07   2540256E-02  .7693E+02  .3453E+02   .9999554  .0089272  .0030797
T 2404  1 .9946532E+07   2540152E-02 -.7428E+02  .1108E+03   .9998365 -.0040465  .0176223
T 2405  1 .9955917E+07   2540227E-02  .9695E+01  .5584E+02   .9999914  .0004846  .0041144
T 2406  1 .9934622E+07   2540212E-02 -.3514E+01  .5337E+02   .9999956 -.0024157  .0017031
T 2407  1 .9964440E+07   2540120E-02 -.5024E+02 -.4666E+02   .9999611 -.0040063 -.0078601
T 2408  1 .9937514E+07   2540087E-02 -.4631E+02 -.6210E+01   .9999367 -.0101136 -.0049259
T 2409  1 .9950075E+07   2540199E-02  .8764E+02 -.3477E+02   .9999810  .0056165 -.0025355
T 2410  1 .9942775E+07   2540190E-02  .3444E+02 -.3396E+02   .9999710  .0018402 -.0073874
T 2411  1 .9938933E+07   2540210E-02  .2644E+02  .4647E+01   .9999717  .0048326  .0057736
T 2412  1 .9959409E+07   2540212E-02  .1494E+03  .1865E+03   .9998558  .0071546  .0154028
T 2413  1 .9947799E+07   2540059E-02 -.1253E+02 -.3550E+00   .9999806 -.0049433 -.0037993
T 2414  1 .9936598E+07   2540188E-02 -.3668E+02  .6684E+02   .9999951  .0005948  .0030720
T 2415  1 .9949663E+07   2540231E-02  .4067E+01  .1932E+01   .9999881  .0021417  .0043892
T 2416  1 .9950516E+07   2540083E-02  .3904E+02  .1049E+03   .9999854  .0034236  .0041876
T 2417  1 .9948412E+07   2540049E-02  .3299E+03 -.5656E+03   .9995511  .0122955 -.0273204
T 2418  1 .9952627E+07   2540192E-02  .3286E+02 -.1117E+01   .9999972  .0021105 -.0010422
T 2419  1 .9954868E+07   2540200E-02 -.8364E+01  .2336E+02   .9999973 -.0014825  .0017761
T 2420  1 .9955584E+07   2540231E-02  .7233E+02  .8281E+02   .9999707  .0038687  .0066017
T 2421  1 .9946110E+07   2540248E-02 -.1001E+02 -.2525E+01   .9999951 -.0023314 -.0020861
T 2422  1 .9949886E+07   2540082E-02  .8843E+02  .2583E+01   .9999823  .0058520  .0010324
T 2423  1 .9959495E+07   2540117E-02  .3440E+02 -.1285E+03   .9999758  .0008243 -.0069098
T 2424  1 .9957450E+07   2540206E-02 -.3844E+02  .2853E+02   .9999860 -.0048098  .0022196
T 2425  1 .9949581E+07   2540247E-02 -.1937E+02  .7202E+02   .9999528  .0006014  .0096964
T 2426  1 .9952865E+07   2540025E-02  .4682E+02  .8177E+01   .9999869 -.0031683  .0040244
T 2427  1 .9949731E+07   2540049E-02 -.2982E+02 -.2103E+02   .9999844 -.0055097 -.0009615
T 2428  1 .9937032E+07   2540006E-02  .2820E+02  .5402E+00   .9999977  .0020401  .0006460
T 2429  1 .9949230E+07   2540210E-02 -.1124E+03  .1316E+03   .9999677 -.0057021  .0056725
T 2430  1 .9950298E+07   2540152E-02 -.2515E+02  .1108E+03   .9999974 -.0006712  .0021922
T 2431  1 .9949194E+07   2540194E-02 -.4447E+02  .1440E+02   .9999518 -.0087109  .0045341
T 2432  1 .9937109E+07   2540007E-02  .7524E+02  .7038E+01   .9999934 -.0001458 -.0036393
T 2433  1 .9933097E+07   2540141E-02 -.3997E+02 -.5766E+02   .9999819 -.0013063 -.0058678
T 2434  1 .9944560E+07   2540261E-02  .5155E+02 -.5838E+02   .9999603  .0027206 -.0084812
T 2435  1 .9949488E+07   2540123E-02  .1688E+03  .5559E+02   .9998052  .0193006 -.0041174
T 2436  1 .9953009E+07   2540145E-02  .7812E+01 -.2134E+02   .9999997 -.0001743 -.0007198
T 2437  1 .9929307E+07   2540060E-02  .8004E+01  .2078E+02   .9999750  .0065828  .0025721
T 2438  1 .9961414E+07   2540179E-02  .1117E+02 -.7092E+01   .9999972 -.0003772 -.0023307
T 2439  1 .9951019E+07   2540110E-02  .4588E+02 -.1366E+02   .9999919  .0040065 -.0002997
T 2440  1 .9971701E+07   2540243E-02  .1999E+02 -.8561E+01   .9999864  .0046036 -.0024416
T 2441  1 .9960412E+07   2540046E-02 -.7654E+01  .3137E+02   .9999999 -.0002838 -.0000746
T 2442  1 .9949737E+07   2540243E-02  .1482E+02 -.8714E+02   .9999897 -.0031288 -.0032837
T 2443  1 .9966561E+07   2540260E-02  .1985E+02 -.3085E+02   .9999877  .0018602 -.0046014
T 2444  1 .9933864E+07   2540262E-02 -.1107E+02  .1704E+02   .9999884  .0045753 -.0014963
T 2445  1 .9939304E+07   2540088E-02  .6409E+02 -.6582E+02   .9999401  .0091109 -.0060671
T 2446  1 .9965787E+07   2540093E-02  .7660E+02 -.7849E+02   .9999741  .0035576 -.0062514
T 2447  1 .9938047E+07   2540232E-02  .3140E+02  .3456E+02   .9999984 -.0009731  .0015099
T 2448  1 .9956468E+07   2540240E-02  .2691E+02  .1472E+03   .9998751  .0016562  .0157145
T 2449  1 .9958963E+07   2540138E-02  .1863E+02  .1625E+02   .9999852  .0014671  .0052334
T 2450  1 .9954005E+07   2540252E-02 -.1074E+02 -.1872E+03   .9999242 -.0049880 -.0112551
T 2451  1 .9946604E+07   2540036E-02 -.5243E+02  .9367E+02   .9999571 -.0036194 -.0085205
T 2452  1 .9927254E+07   2540244E-02  .1630E+03 -.3614E+02   .9998942  .0141018 -.0035582
T 2453  1 .9966137E+07   2540214E-02  .4716E+02 -.1069E+03   .9997188 -.0014246 -.0236694
T 2454  1 .9948586E+07   2540179E-02  .9278E+01 -.3850E+02   .9999844  .0000285 -.0055846
T 2455  1 .9952196E+07   2540251E-02  .9295E+02 -.3742E+02   .9999871  .0049511 -.0011650
T 2456  1 .9951127E+07   2540008E-02 -.8311E+02  .1983E+03   .9999281 -.0051844  .0108110
T 2457  1 .9963094E+07   2540093E-02 -.4671E+02  .1699E+01   .9999872 -.0040121  .0030673
T 2458  1 .9943987E+07   2540021E-02  .6316E+02  .3419E+02   .9999341  .0101854  .0052880
T 2459  1 .9949195E+07   2540157E-02  .4631E+01  .1621E+02   .9999830  .0018873  .0055130
T 2460  1 .9944538E+07   2540258E-02  .4447E+02 -.1262E+03   .9999572 -.0062198 -.0068491
T 2461  1 .9955308E+07   2540256E-02 -.4005E+02  .2951E+02   .9999730 -.0068803  .0025861
