============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(25 MeV) ==> Havar window( 2.53 um) =====================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T10712  1 .9966280E+07   2540057E-02 -.7280E+00  .2531E+02   .9999805 -.0020628  .0058964
T10713  1 .9958988E+07   2540015E-02  .2171E+02  .2970E+02   .9999898  .0024336  .0038054
T10714  1 .9961481E+07   2540052E-02 -.1420E+02  .6817E+02   .9999781  .0041424  .0051687
T10715  1 .9943569E+07   2540157E-02  .6441E+00 -.1045E+02   .9999987 -.0012833  .0009565
T10716  1 .9963029E+07   2540014E-02  .1358E+02 -.3745E+02   .9999987 -.0016167 -.0002589
T10717  1 .9957386E+07   2540228E-02  .1776E+03 -.1034E+03   .9999417  .0105526 -.0022804
T10718  1 .9937893E+07   2540230E-02  .2139E+02 -.1186E+01   .9999863  .0051282  .0010735
T10719  1 .9935005E+07   2540221E-02 -.1573E+02 -.2323E+02   .9999935 -.0004796 -.0035737
T10720  1 .9951605E+07   2540159E-02 -.4165E+02  .3650E+02   .9999951 -.0027418  .0014836
T10721  1 .9929204E+07   2540109E-02 -.2434E+02  .6641E+02   .9999580 -.0055121  .0073198
T10722  1 .9942280E+07   2540184E-02  .5280E+02 -.1283E+03   .9997932  .0047773 -.0197652
T10723  1 .9948165E+07   2540010E-02  .3207E+02 -.2871E+03   .9997762 -.0004285 -.0211511
T10724  1 .9963642E+07   2540157E-02  .3776E+02 -.9267E+02   .9998965  .0028523 -.0141017
T10725  1 .9938768E+07   2540164E-02  .1015E+03 -.2325E+02   .9999940  .0021569 -.0027277
T10726  1 .9955866E+07   2540125E-02 -.8592E+03 -.1503E+04   .9887059 -.0781849 -.1278587
T10727  1 .9944626E+07   2540165E-02 -.1205E+03 -.6155E+02   .9998917 -.0138819 -.0048905
T10728  1 .9945995E+07   2540003E-02 -.9222E+02 -.4086E+02   .9999941 -.0030519 -.0015857
T10729  1 .9944240E+07   2540211E-02 -.2746E+01  .8706E+01   .9999988  .0000902 -.0015364
T10730  1 .9952443E+07   2540195E-02 -.3138E+02  .4178E+01   .9999517  .0074503 -.0064133
T10731  1 .9957558E+07   2540224E-02  .2524E+02 -.1459E+02   .9999839  .0036287  .0043713
T10732  1 .9959864E+07   2540193E-02  .1857E+01  .1839E+02   .9999999  .0004124  .0002303
T10733  1 .9956989E+07   2540111E-02  .7509E+02 -.6270E+01   .9999916  .0029665  .0028395
T10734  1 .9958511E+07   2540094E-02 -.2261E+02  .1934E+01   .9999271 -.0111622 -.0046057
T10735  1 .9947571E+07   2540248E-02  .1060E+02 -.2297E+02   .9999961 -.0016397  .0022793
T10736  1 .9959071E+07   2540241E-02 -.8297E+02  .1616E+02   .9999593 -.0090215  .0000559
T10737  1 .9960753E+07   2540089E-02 -.9709E+01  .4342E+01   .9999944 -.0030026  .0014797
T10738  1 .9962486E+07   2540127E-02  .9041E+01  .8165E+01   .9999954  .0020115  .0022885
T10739  1 .9933656E+07   2540241E-02 -.8018E+02 -.9151E+02   .9999774 -.0050589 -.0044167
T10740  1 .9964675E+07   2540164E-02  .9153E+02  .4703E+01   .9999837  .0028606 -.0049426
T10741  1 .9972226E+07   2540219E-02 -.1468E+02 -.4562E+01   .9999850  .0007524  .0054208
T10742  1 .9962429E+07   2540209E-02 -.8225E+01  .4843E+02   .9999635  .0056332  .0064310
T10743  1 .9966661E+07   2540104E-02  .1355E+01 -.5472E+01   .9999926  .0005245 -.0038130
T10744  1 .9946626E+07   2540111E-02  .1422E+03  .3700E+02   .9999105  .0130735  .0028472
T10745  1 .9938157E+07   2540135E-02  .8414E+02  .6868E+02   .9999321  .0064818  .0096865
T10746  1 .9950671E+07   2540246E-02 -.5934E+02 -.1498E+02   .9999689 -.0078382  .0008537
T10747  1 .9954562E+07   2540060E-02 -.6904E+02  .1661E+02   .9999685 -.0067527  .0041773
T10748  1 .9936534E+07   2540239E-02 -.2775E+02  .1447E+02   .9999968 -.0021853  .0012516
T10749  1 .9974273E+07   2540126E-02 -.8640E+02  .3951E+02   .9999841 -.0044768  .0034326
T10750  1 .9974914E+07   2540222E-02  .8354E+01 -.1673E+02   .9999921  .0006434 -.0039347
T10751  1 .9976280E+07   2540031E-02  .1133E+03  .2740E+03   .9999158  .0032095  .0125710
T10752  1 .9940182E+07   2540169E-02 -.2674E+02 -.2695E+02   .9999945 -.0001188 -.0033051
T10753  1 .9943885E+07   2540137E-02 -.1761E+02 -.1024E+03   .9998876 -.0019676 -.0148666
T10754  1 .9948757E+07   2540024E-02  .1734E+02 -.5381E+02   .9999633  .0066423 -.0054020
T10755  1 .9962823E+07   2540253E-02 -.4500E+02 -.4583E+02   .9999930 -.0028717 -.0024080
T10756  1 .9965659E+07   2540257E-02 -.1138E+02 -.1390E+03   .9998917  .0001784 -.0147151
T10757  1 .9947081E+07   2540242E-02 -.4235E+01 -.2273E+02   .9999861  .0033593  .0040634
T10758  1 .9952305E+07   2540128E-02 -.8636E+02  .4132E+02   .9999658 -.0059076  .0057902
T10759  1 .9961773E+07   2540194E-02 -.2727E+01  .4679E+01   .9999987  .0006011 -.0015277
T10760  1 .9951521E+07   2540210E-02 -.2166E+02 -.1713E+01   .9999979 -.0011483  .0016988
T10761  1 .9962276E+07   2540216E-02  .3195E+02  .7919E+01   .9999836  .0017549  .0054429
T10762  1 .9942048E+07   2540016E-02 -.9173E+02 -.6507E+02   .9999731 -.0069847  .0022432
T10763  1 .9957463E+07   2540075E-02  .1703E+02  .1261E+03   .9999572  .0010933  .0091860
T10764  1 .9961285E+07   2540106E-02 -.5666E+02  .2242E+02   .9999690 -.0055377 -.0055891
T10765  1 .9957005E+07   2540063E-02  .9518E+02  .3167E+02   .9999663  .0065171  .0050016
T10766  1 .9960378E+07   2540177E-02 -.5572E+02  .1991E+02   .9999827 -.0045078  .0037844
T10767  1 .9956177E+07   2540069E-02 -.1336E+02  .1921E+02   .9999957 -.0013090  .0026288
T10768  1 .9933345E+07   2540258E-02 -.1825E+02  .2659E+02   .9999641  .0039593  .0074865
T10769  1 .9938463E+07   2540171E-02  .8193E+01  .3704E+01   .9999979 -.0001468 -.0020341
T10770  1 .9955055E+07   2540175E-02  .2606E+02 -.1673E+02   .9999961  .0008882 -.0026317
T10771  1 .9966834E+07   2540131E-02  .5113E+02  .4585E+02   .9999460  .0081654  .0064287
T10772  1 .9936043E+07   2540173E-02 -.3229E+02  .1008E+03   .9999278 -.0038414  .0113840
T10773  1 .9935698E+07   2540036E-02 -.2617E+02 -.9826E+02   .9999330 -.0038261 -.0109293
T10774  1 .9954832E+07   2540212E-02  .7306E+02  .1213E+03   .9999540  .0062513  .0072765
T10775  1 .9954939E+07   2540236E-02 -.1665E+02  .7105E+01   .9999964 -.0023262 -.0013673
T10776  1 .9937678E+07   2540239E-02  .8141E+01 -.2773E+01   .9999952  .0030602 -.0005049
T10777  1 .9957926E+07   2540256E-02  .4099E+02  .4899E+02   .9999893  .0011365  .0044918
T10778  1 .9963094E+07   2540041E-02 -.1889E+02 -.1437E+02   .9999999 -.0004283 -.0003082
T10779  1 .9942048E+07   2540214E-02 -.2589E+02 -.3144E+01   .9999748 -.0061350 -.0035662
T10780  1 .9964203E+07   2540237E-02  .1668E+02  .2041E+02   .9999842 -.0025249  .0050274
T10781  1 .9986542E+07   2540207E-02  .3166E+02 -.5233E+02   .9999612  .0085509 -.0021250
T10782  1 .9932633E+07   2540209E-02  .3694E+02 -.1504E+02   .9999958  .0015216  .0024471
T10783  1 .9947572E+07   2540098E-02  .2451E+02  .2365E+02   .9999916  .0006361  .0040474
T10784  1 .9937575E+07   2540232E-02  .1523E+02 -.1454E+02   .9999850 -.0033218 -.0043468
T10785  1 .9980293E+07   2540161E-02 -.2846E+02  .1998E+02   .9999895 -.0045836 -.0000614
T10786  1 .9943735E+07   2540142E-02 -.4917E+01 -.1306E+02   .9999974 -.0008421 -.0021400
T10787  1 .9962978E+07   2540163E-02 -.1653E+02  .1128E+02   .9999957 -.0023749 -.0016937
T10788  1 .9971023E+07   2540181E-02 -.1407E+03  .1403E+03   .9998231 -.0159024  .0100449
T10789  1 .9939771E+07   2540051E-02  .3688E+02  .2893E+02   .9999842  .0050365  .0024972
T10790  1 .9958660E+07   2540252E-02  .1087E+03 -.8640E+01   .9999881  .0043754  .0021720
T10791  1 .9941938E+07   2540232E-02 -.1471E+03  .1243E+02   .9998966 -.0143226 -.0012921
T10792  1 .9966777E+07   2540041E-02 -.1805E+02 -.2712E+02   .9999915 -.0030163 -.0027986
T10793  1 .9965449E+07   2540153E-02 -.1888E+02  .2125E+02   .9999918 -.0029892  .0027188
T10794  1 .9940304E+07   2540001E-02 -.4255E+02 -.9898E+01   .9999795 -.0063716  .0007080
T10795  1 .9946690E+07   2540137E-02  .1046E+03 -.8446E+02   .9999358  .0091897 -.0066337
T10796  1 .9942644E+07   2540004E-02 -.8055E+01 -.4491E+02   .9999897 -.0026414 -.0036875
T10797  1 .9950453E+07   2540237E-02  .6335E+02  .3879E+02   .9999782  .0060952  .0025255
T10798  1 .9923951E+07   2540016E-02  .1019E+03 -.3214E+02   .9999736 -.0002633 -.0072551
T10799  1 .9950198E+07   2540236E-02  .1516E+03  .8742E+02   .9999348  .0090428  .0069689
T10800  1 .9943973E+07   2540081E-02  .2827E+01 -.1181E+03   .9999634  .0006351 -.0085312
T10801  1 .9946776E+07   2540079E-02  .9988E+02 -.7866E+02   .9999365  .0080372 -.0079004
T10802  1 .9944261E+07   2540043E-02  .1704E+01  .8916E+01   .9999949  .0011387  .0029822
T10803  1 .9952671E+07   2540077E-02  .6774E+02 -.2104E+02   .9999749  .0048692 -.0051484
T10804  1 .9945485E+07   2540113E-02  .5276E+02 -.2738E+02   .9999867 -.0027542 -.0043526
T10805  1 .9948139E+07   2540247E-02 -.3393E+02  .1689E+02   .9999973 -.0018563  .0014086
T10806  1 .9949359E+07   2540229E-02 -.5828E+02  .1540E+02   .9999817 -.0059075 -.0012952
T10807  1 .9952480E+07   2540017E-02  .5142E+02  .1019E+03   .9999725  .0043233  .0060298
T10808  1 .9947936E+07   2540008E-02 -.5278E+02  .8155E+02   .9998970 -.0085144  .0115540
T10809  1 .9961392E+07   2540142E-02  .9855E+02 -.1042E+03   .9998710  .0090608 -.0132625
T10810  1 .9947973E+07   2540107E-02 -.1024E+03 -.9981E+02   .9998462 -.0139865 -.0105778
T10811  1 .9941735E+07   2540026E-02  .1779E+02 -.1243E+03   .9999598 -.0041344 -.0079592
T10812  1 .9957004E+07   2540060E-02  .2937E+02 -.2278E+02   .9999871  .0047478  .0018068
T10813  1 .9941840E+07   2540001E-02  .1121E+02 -.5733E+02   .9999820 -.0000056 -.0059965
T10814  1 .9953576E+07   2540246E-02 -.7807E+02 -.5122E+02   .9999743 -.0061918 -.0036218
T10815  1 .9944230E+07   2540074E-02 -.3553E+02 -.2276E+02   .9999957 -.0023408 -.0017422
T10816  1 .9935630E+07   2540154E-02  .5543E+02  .3600E+02   .9999898  .0016260  .0042139
T10817  1 .9950734E+07   2540072E-02  .2008E+02  .4923E+02   .9998576  .0060141  .0157655
T10818  1 .9954313E+07   2540102E-02  .7625E+02  .6724E+02   .9999332  .0112175  .0027816
T10819  1 .9946975E+07   2540110E-02 -.5520E+02 -.1563E+02   .9999984 -.0015968 -.0007918
T10820  1 .9938473E+07   2540138E-02  .3579E+02 -.5077E+02   .9999997  .0001378 -.0007577
T10821  1 .9957646E+07   2540185E-02 -.9928E+02  .7556E+00   .9999766 -.0064938 -.0021291
T10822  1 .9952577E+07   2540192E-02  .1355E+03  .2713E+02   .9999191  .0121732  .0036843
T10823  1 .9953387E+07   2540248E-02  .1935E+02  .4448E+02   .9999999  .0003659 -.0001580
T10824  1 .9948373E+07   2540044E-02  .1659E+02  .1232E+03   .9999517 -.0006094  .0098123
T10825  1 .9934687E+07   2540128E-02 -.2991E+02  .1160E+02   .9999624 -.0086130  .0010246
T10826  1 .9961952E+07   2540187E-02 -.1360E+02  .7819E+02   .9999792  .0015968  .0062431
T10827  1 .9964453E+07   2540088E-02  .2109E+02  .1197E+02   .9999647  .0052112  .0065862
T10828  1 .9950384E+07   2540045E-02  .1031E+02 -.4067E+02   .9999890 -.0007430 -.0046222
T10829  1 .9964940E+07   2540020E-02 -.4808E+02 -.1222E+03   .9999974 -.0007771 -.0021634
T10830  1 .9950377E+07   2540117E-02 -.1877E+03 -.1061E+03   .9999388 -.0101117 -.0044944
T10831  1 .9938310E+07   2540220E-02 -.3094E+02 -.5497E+02   .9999601 -.0088860  .0009234
T10832  1 .9960461E+07   2540076E-02 -.3848E+01 -.7074E+02   .9999863  .0012173 -.0050926
T10833  1 .9946438E+07   2540146E-02 -.2584E+01  .1262E+02   .9999657  .0048306  .0067315
T10834  1 .9959999E+07   2540214E-02 -.6760E+01  .2760E+02   .9999814 -.0049614  .0035424
T10835  1 .9942815E+07   2540017E-02 -.1291E+03  .7558E+02   .9999673 -.0080628  .0005828
T10836  1 .9943445E+07   2540204E-02  .5131E+01  .1079E+02   .9999507  .0055434  .0082327
T10837  1 .9972691E+07   2540061E-02  .3954E+02 -.8541E+02   .9999387  .0070817 -.0085070
T10838  1 .9940544E+07   2540077E-02  .4157E+02  .6509E+02   .9999833  .0027453  .0050905
T10839  1 .9951449E+07   2540222E-02 -.2079E+02 -.6790E+01   .9999952 -.0029366 -.0009519
T10840  1 .9945837E+07   2540257E-02  .4967E+02  .9750E+01   .9999854  .0035802  .0040509
T10841  1 .9979842E+07   2540039E-02  .1938E+02  .3238E+02   .9999914  .0029439  .0029047
T10842  1 .9931636E+07   2540108E-02  .1813E+02 -.5694E+02   .9999822 -.0049640 -.0032985
T10843  1 .9943250E+07   2540199E-02 -.5670E+02  .1726E+02   .9999710 -.0042235  .0063416
T10844  1 .9950207E+07   2540073E-02  .5641E+01  .5742E+02   .9999791  .0011544  .0063636
T10845  1 .9942049E+07   2540238E-02 -.2044E+03 -.1018E+03   .9999638 -.0069471 -.0049170
T10846  1 .9947983E+07   2540263E-02  .1442E+02 -.4169E+02   .9999855 -.0035094 -.0040867
T10847  1 .9944003E+07   2540151E-02 -.8581E+02  .2542E+01   .9999901 -.0020372  .0039512
T10848  1 .9951895E+07   2540043E-02 -.6674E+02  .1774E+02   .9999837 -.0049639  .0028208
T10849  1 .9942400E+07   2540001E-02 -.2493E+02  .4015E+02   .9999927 -.0031515  .0021455
T10850  1 .9951340E+07   2540072E-02  .3827E+02  .3673E+01   .9999555  .0088861  .0031749
T10851  1 .9961858E+07   2540197E-02 -.1341E+03 -.8019E+02   .9999839 -.0041600 -.0038695
T10852  1 .9947497E+07   2540254E-02  .8970E+02 -.1313E+02   .9999476  .0102216  .0005033
T10853  1 .9939117E+07   2540222E-02 -.6900E+02 -.4593E+02   .9999769 -.0039482 -.0055358
T10854  1 .9946673E+07   2540070E-02  .3595E+02 -.5992E+02   .9999889  .0041182 -.0022681
T10855  1 .9936279E+07   2540032E-02  .2763E+02  .1145E+02   .9999897  .0045237  .0004216
T10856  1 .9960654E+07   2540061E-02  .9388E+01  .3333E+01   .9999955  .0028182  .0010307
T10857  1 .9934814E+07   2540158E-02 -.3255E+02  .3341E+01   .9999967 -.0018821  .0017745
T10858  1 .9958830E+07   2540198E-02  .2145E+02 -.1698E+03   .9999471  .0027998 -.0099016
T10859  1 .9930925E+07   2540107E-02 -.1748E+01 -.8320E+02   .9999896 -.0013891 -.0043519
T10860  1 .9965241E+07   2540195E-02  .3200E+02 -.1922E+02   .9999944  .0018908 -.0027671
T10861  1 .9960537E+07   2540134E-02  .7965E+02  .1571E+02   .9999741  .0067630  .0024648
T10862  1 .9952014E+07   2540168E-02  .8490E+02 -.1531E+02   .9999676  .0077515  .0021771
T10863  1 .9961006E+07   2540243E-02 -.5627E+01 -.3456E+02   .9999692  .0072688 -.0029564
T10864  1 .9932763E+07   2540147E-02  .7934E+01 -.9883E+02   .9999677  .0011908 -.0079462
T10865  1 .9966412E+07   2540243E-02  .1315E+03  .3913E+02   .9998200  .0181432  .0055400
T10866  1 .9949580E+07   2540206E-02 -.4154E+02 -.5141E+02   .9999808 -.0010926 -.0060943
T10867  1 .9955770E+07   2540028E-02  .3523E+02  .2460E+02   .9999908  .0031247  .0029463
T10868  1 .9945015E+07   2540193E-02 -.2596E+02  .2193E+02   .9999994  .0000594  .0010832
T10869  1 .9955041E+07   2540140E-02 -.5235E+02  .8689E+02   .9985070 -.0337796  .0429268
T10870  1 .9938958E+07   2540165E-02  .9441E+01  .1220E+02   .9999794 -.0034407  .0054157
T10871  1 .9962316E+07   2540190E-02 -.2131E+02  .7225E+02   .9999599  .0025529  .0085795
T10872  1 .9944255E+07   2540192E-02 -.6777E+02 -.8048E+01   .9999747 -.0059991 -.0038295
T10873  1 .9960473E+07   2540031E-02  .3507E+02  .1286E+03   .9999524  .0011375  .0096880
T10874  1 .9962467E+07   2540207E-02 -.8823E+02  .1054E+03   .9999637 -.0038633  .0075960
T10875  1 .9946658E+07   2540154E-02  .8623E+01  .2449E+02   .9999910  .0027937 -.0031782
T10876  1 .9958420E+07   2540094E-02 -.8037E+02  .1245E+03   .9999600 -.0068462  .0057555
T10877  1 .9965723E+07   2540248E-02 -.6636E+02  .5358E+02   .9999944 -.0016974  .0028969
T10878  1 .9974059E+07   2540203E-02 -.1580E+03  .5162E+01   .9999655 -.0081152  .0017999
T10879  1 .9945541E+07   2540243E-02  .5327E+02  .7915E+02   .9999320  .0063277  .0097980
T10880  1 .9940426E+07   2540230E-02 -.3117E+02  .2989E+02   .9999766 -.0043250  .0052939
T10881  1 .9951569E+07   2540245E-02 -.3264E+02 -.4691E+01   .9999898  .0001711 -.0045081
T10882  1 .9953256E+07   2540028E-02 -.9876E+01 -.2375E+02   .9999997 -.0006687  .0003073
T10883  1 .9953609E+07   2540015E-02 -.9467E+01  .1776E+02   .9999709  .0020580 -.0073395
T10884  1 .9945750E+07   2540254E-02  .3103E+02  .5150E+02   .9999805  .0032685  .0053219
T10885  1 .9938664E+07   2540184E-02 -.1035E+02 -.1548E+02   .9999963 -.0002602 -.0027140
T10886  1 .9952762E+07   2540192E-02 -.4682E+01 -.2671E+02   .9999851  .0003790 -.0054481
T10887  1 .9948865E+07   2540125E-02  .1940E+03 -.6455E+02   .9999297  .0107320 -.0050439
T10888  1 .9942495E+07   2540114E-02 -.2187E+02  .1048E+01   .9999921 -.0003644  .0039564
T10889  1 .9947025E+07   2540260E-02 -.2957E+02 -.4695E+02   .9999964 -.0006699 -.0025974
T10890  1 .9955218E+07   2540007E-02  .7907E+01  .4928E+02   .9999974 -.0017203  .0014806
T10891  1 .9931708E+07   2540206E-02 -.4147E+02  .4206E+02   .9999916 -.0027866  .0030202
T10892  1 .9953189E+07   2540059E-02  .3770E+02  .2388E+02   .9999649  .0048247 -.0068457
T10893  1 .9932094E+07   2540195E-02  .4076E+01 -.1112E+02   .9999955  .0002027 -.0029859
T10894  1 .9943189E+07   2540155E-02 -.7214E+02  .7860E+02   .9997396 -.0154354  .0168099
T10895  1 .9976603E+07   2540059E-02  .1704E+03  .4484E+02   .9999343  .0114167  .0009797
T10896  1 .9951912E+07   2540220E-02 -.3424E+02  .1176E+02   .9999986  .0001219  .0016958
T10897  1 .9958078E+07   2540140E-02  .2473E+02 -.4980E+02   .9999789  .0033120 -.0055928
T10898  1 .9939952E+07   2540196E-02 -.1387E+02 -.4432E+02   .9999810 -.0024140 -.0056651
T10899  1 .9935121E+07   2540204E-02 -.4843E+02  .3263E+02   .9999488 -.0060874  .0080792
T10900  1 .9948062E+07   2540132E-02  .7629E+02  .9941E+01   .9999909  .0042606  .0002570
T10901  1 .9959047E+07   2540104E-02 -.1670E+01 -.7082E+02   .9999885  .0012966 -.0046153
T10902  1 .9960263E+07   2540075E-02  .5395E+02  .1486E+03   .9999655  .0013102  .0082010
T10903  1 .9948041E+07   2540111E-02  .4266E+02 -.1610E+02   .9999936  .0025268 -.0025157
T10904  1 .9936697E+07   2540194E-02 -.3097E-01  .4495E+02   .9999961 -.0013212  .0024697
T10905  1 .9951972E+07   2540205E-02 -.1258E+02 -.2831E+02   .9999917 -.0017774  .0036531
T10906  1 .9937223E+07   2540064E-02 -.3001E+02  .1392E+03   .9999577  .0002023  .0091987
T10907  1 .9941690E+07   2540007E-02 -.5862E+02  .5578E+02   .9999896 -.0041986  .0018003
T10908  1 .9938457E+07   2540156E-02  .1281E+02  .6502E+01   .9999880  .0046732 -.0014816
T10909  1 .9969036E+07   2540252E-02 -.6315E+02  .3095E+02   .9999856  .0051482 -.0014926
T10910  1 .9969137E+07   2540184E-02  .1364E+02 -.2874E+02   .9999891  .0027067 -.0038064
T10911  1 .9962755E+07   2540022E-02 -.3185E+02  .3703E+02   .9999956 -.0024961  .0016240
T10912  1 .9932652E+07   2540116E-02  .8715E+01 -.7440E+01   .9999914 -.0026536  .0031845
T10913  1 .9952703E+07   2540213E-02  .9912E+01  .1579E+02   .9999694 -.0027054  .0073437
T10914  1 .9962396E+07   2540090E-02  .9335E+01  .3508E+02   .9999828  .0021630  .0054534
T10915  1 .9949703E+07   2540199E-02  .1015E+02  .1176E+02   .9999984 -.0018037 -.0001813
T10916  1 .9947136E+07   2540252E-02  .2127E+02 -.1351E+02   .9999890  .0046729  .0002816
T10917  1 .9931418E+07   2540189E-02  .2765E+01 -.4737E+01   .9999996  .0008527 -.0000553
T10918  1 .9926009E+07   2540096E-02  .1060E+02  .1116E+03   .9999651 -.0011220  .0082736
T10919  1 .9939977E+07   2540207E-02 -.5657E+02  .5378E+02   .9999685 -.0072338  .0032782
T10920  1 .9960361E+07   2540223E-02  .9177E+02 -.3497E+02   .9999833  .0025915 -.0051666
T10921  1 .9960425E+07   2540241E-02  .3292E+02  .1767E+00   .9999795  .0025902  .0058606
T10922  1 .9949719E+07   2540095E-02 -.6087E+02  .1464E+01   .9999516 -.0098000  .0008291
T10923  1 .9944316E+07   2540043E-02  .1651E+01  .1378E+02   .9999976  .0001567  .0021666
T10924  1 .9952698E+07   2540167E-02 -.4373E+02  .3716E+02   .9999672 -.0071421  .0038242
T10925  1 .9966143E+07   2540023E-02  .2616E+02 -.2784E+02   .9999871  .0018491 -.0047236
T10926  1 .9962026E+07   2540090E-02 -.3276E+01 -.1375E+02   .9999961 -.0019806 -.0019484
T10927  1 .9958343E+07   2540002E-02  .5140E+02 -.2134E+02   .9999939  .0008638  .0033919
T10928  1 .9943739E+07   2540198E-02  .1328E+02  .1100E+02   .9999943  .0033869 -.0001098
T10929  1 .9948768E+07   2540252E-02 -.5794E+02 -.5308E+02   .9999953  .0014840 -.0027005
T10930  1 .9935195E+07   2540133E-02  .4418E+02  .6795E+01   .9999696  .0002186  .0077934
T10931  1 .9936206E+07   2540038E-02  .6546E+02 -.2284E+02   .9993730  .0219679 -.0277670
T10932  1 .9955889E+07   2540179E-02 -.3053E+00  .1584E+02   .9999956 -.0003128  .0029439
T10933  1 .9954097E+07   2540262E-02  .4174E+02 -.3704E+02   .9999744  .0067358 -.0024185
T10934  1 .9945920E+07   2540073E-02  .1337E+03  .1052E+03   .9999003  .0090566  .0108359
T10935  1 .9947250E+07   2540104E-02 -.1338E+02  .4351E+02   .9999919 -.0034170  .0021320
T10936  1 .9960096E+07   2540060E-02  .6177E+02  .1923E+03   .9999448  .0015791  .0103893
T10937  1 .9968451E+07   2540167E-02  .2900E+02  .2451E+03   .9998838  .0024936  .0150403
T10938  1 .9949401E+07   2540182E-02  .1536E+03  .4208E+02   .9999835  .0047033  .0033000
T10939  1 .9957018E+07   2540115E-02  .2022E+02  .2699E+02   .9999876  .0030710  .0039185
T10940  1 .9948990E+07   2540138E-02 -.5182E+02  .1383E+03   .9999349 -.0065142  .0093651
T10941  1 .9953590E+07   2540129E-02 -.3796E+02  .1440E+02   .9999915 -.0034049  .0023312
T10942  1 .9934464E+07   2540214E-02  .1623E+02  .3467E+02   .9999858  .0010324  .0052221
T10943  1 .9959528E+07   2540193E-02  .2805E+02  .6959E+02   .9999109  .0049841  .0123800
T10944  1 .9960881E+07   2540135E-02  .4564E+02 -.7237E+02   .9999850  .0024747 -.0048886
T10945  1 .9948528E+07   2540122E-02 -.4525E+02  .3533E+02   .9999881 -.0026107  .0041227
T10946  1 .9957515E+07   2540087E-02  .5724E+02  .7013E+02   .9998678  .0143479  .0076443
T10947  1 .9932214E+07   2540018E-02 -.2806E+02 -.3368E+02   .9999858 -.0052367 -.0010211
T10948  1 .9953997E+07   2540084E-02 -.2465E+02  .4890E+01   .9999982 -.0018936  .0001672
T10949  1 .9944940E+07   2540003E-02 -.2371E+02  .3603E+02   .9999954  .0006939  .0029627
T10950  1 .9959283E+07   2540223E-02  .2370E+03  .2096E+02   .9999170  .0128729  .0004620
T10951  1 .9971059E+07   2540178E-02 -.1486E+02 -.2447E+02   .9999889  .0000141 -.0047143
T10952  1 .9972161E+07   2540202E-02  .2735E+02 -.3526E+02   .9999699  .0065225 -.0042069
T10953  1 .9953455E+07   2540186E-02  .3431E+02  .3600E+02   .9999980  .0019635  .0002568
T10954  1 .9942054E+07   2540216E-02  .2936E+02  .2798E+02   .9999200  .0125912  .0012116
T10955  1 .9959511E+07   2540042E-02 -.1995E+02  .1580E+02   .9999987 -.0014093  .0008282
T10956  1 .9971461E+07   2540114E-02  .1534E+03  .5123E+02   .9999581  .0011070  .0090901
T10957  1 .9957677E+07   2540053E-02 -.1952E+02 -.4210E+02   .9999657 -.0037084 -.0074108
T10958  1 .9939190E+07   2540252E-02  .2823E+02  .2623E+02   .9999820  .0051668  .0030444
T10959  1 .9946487E+07   2540022E-02 -.1556E+02  .3860E+02   .9999919 -.0032869  .0023331
T10960  1 .9966466E+07   2540016E-02  .6526E+02  .4462E+02   .9999873  .0048113  .0015161
T10961  1 .9949976E+07   2540250E-02 -.8533E+02 -.2532E+02   .9999686 -.0076419 -.0020894
T10962  1 .9949715E+07   2540245E-02 -.2970E+01  .1657E+02   .9999999  .0005256 -.0000814
T10963  1 .9941615E+07   2540058E-02  .3422E+02 -.6911E+01   .9999738  .0035555 -.0062987
T10964  1 .9961270E+07   2540192E-02  .2239E+03  .1768E+03   .9998672  .0129701  .0098663
T10965  1 .9959781E+07   2540228E-02  .1959E+03  .3087E+03   .9995128  .0170118  .0261670
T10966  1 .9928185E+07   2540134E-02 -.8266E+01 -.2547E+02   .9999965 -.0022050  .0014658
T10967  1 .9948244E+07   2540241E-02 -.1474E+03 -.1710E+02   .9998593 -.0166554 -.0019881
T10968  1 .9952922E+07   2540064E-02 -.8253E+02 -.1838E+02   .9999977 -.0021233 -.0001565
T10969  1 .9965554E+07   2540246E-02 -.1985E+02  .3181E+02   .9999817 -.0053325  .0028652
T10970  1 .9960818E+07   2540150E-02 -.2574E+02 -.1262E+00   .9999988  .0004657  .0015034
T10971  1 .9944818E+07   2540247E-02  .1230E+03  .3213E+02   .9999348  .0097806  .0058979
T10972  1 .9949413E+07   2540227E-02 -.3912E+02  .3886E+02   .9999511 -.0017297  .0097356
T10973  1 .9950025E+07   2540232E-02  .5577E+01 -.5365E+02   .9999972 -.0020864 -.0011528
