============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(25 MeV) ==> Havar window( 2.53 um) =====================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 3316  1 .4918564E+07   2540068E-02  .4362E+01 -.3180E+02   .9999828  .0027024 -.0052047
T 3317  1 .4931860E+07   2540259E-02  .6362E+02  .1314E+02   .9999551  .0094379 -.0008317
T 3318  1 .4923124E+07   2540098E-02 -.3548E+02  .1924E+03   .9999290  .0046068  .0109874
T 3319  1 .4926449E+07   2540246E-02 -.6860E+02 -.2287E+02   .9999247 -.0110352  .0053662
T 3320  1 .4923907E+07   2540181E-02  .2440E+02 -.7449E+01   .9999801  .0060791 -.0016828
T 3321  1 .4905597E+07   2540025E-02  .2064E+02 -.2509E+03   .9991473  .0152731 -.0383592
T 3322  1 .4924775E+07   2540208E-02 -.5720E+02  .1028E+03   .9999693 -.0076128 -.0018601
T 3323  1 .4938255E+07   2540205E-02  .1890E+02  .1318E+01   .9999695  .0068163 -.0038186
T 3324  1 .4936420E+07   2540229E-02  .1763E+03  .1914E+03   .9999275  .0112369  .0043185
T 3325  1 .4920604E+07   2540221E-02  .4479E+02  .7250E+01   .9999198  .0123792  .0026851
T 3326  1 .4925427E+07   2540246E-02  .2709E+02 -.2773E+02   .9999610  .0051049 -.0072016
T 3327  1 .4942466E+07   2540122E-02 -.1243E+03  .1610E+02   .9999955 -.0025501  .0016038
T 3328  1 .4915198E+07   2540132E-02 -.2463E+02  .5266E+01   .9999677 -.0069878 -.0039726
T 3329  1 .4914751E+07   2540236E-02 -.1729E+02 -.1737E+02   .9999350  .0071134 -.0089156
T 3330  1 .4940301E+07   2540013E-02 -.3444E+02 -.7162E+02   .9999846 -.0021622 -.0051067
T 3331  1 .4898683E+07   2540200E-02 -.2034E+02  .5184E+02   .9999876  .0027083  .0041837
T 3332  1 .4941544E+07   2540139E-02 -.6758E+01  .1145E+03   .9998241 -.0054883  .0179369
T 3333  1 .4903855E+07   2540145E-02 -.9233E+02  .7022E+02   .9994864 -.0229667  .0223471
T 3334  1 .4940480E+07   2540070E-02 -.6907E+02  .6396E+01   .9999482 -.0087003  .0052906
T 3335  1 .4936074E+07   2540034E-02  .7766E+02 -.1210E+02   .9999177  .0115698 -.0055450
T 3336  1 .4919941E+07   2540147E-02 -.1234E+03  .7299E+02   .9998610 -.0070266  .0151230
T 3337  1 .4900348E+07   2540069E-02  .2891E+03 -.2216E+03   .9992920  .0275134 -.0256623
T 3338  1 .4905775E+07   2540249E-02  .4417E+02  .7246E+02   .9999813 -.0029771  .0053401
T 3339  1 .4909694E+07   2540151E-02  .1493E+02 -.1172E+03   .9999822  .0021233 -.0055760
T 3340  1 .4915934E+07   2540241E-02  .2592E+02  .5484E+02   .9999863 -.0018949  .0048715
T 3341  1 .4920632E+07   2540032E-02 -.3263E+03  .6464E+01   .9999099 -.0133353  .0015366
T 3342  1 .4913072E+07   2540237E-02  .8711E+02  .1290E+01   .9998735  .0157668 -.0021053
T 3343  1 .4906012E+07   2540168E-02 -.6649E+00  .3366E+02   .9999735  .0032811  .0065028
T 3344  1 .4922270E+07   2540002E-02  .1921E+02  .4224E+02   .9998813  .0041406  .0148425
T 3345  1 .4908112E+07   2540081E-02  .3063E+02  .1346E+03   .9999500  .0003210  .0099969
T 3346  1 .4923404E+07   2540200E-02  .1145E+03 -.1033E+03   .9999107  .0094617 -.0094331
T 3347  1 .4924345E+07   2540130E-02  .5640E+02 -.1929E+03   .9999109 -.0013517 -.0132786
T 3348  1 .4905224E+07   2540123E-02 -.8737E+00  .3946E+02   .9999900 -.0016059  .0041736
T 3349  1 .4931649E+07   2540041E-02  .3409E+01 -.7808E+02   .9999720  .0042298 -.0061763
T 3350  1 .4941384E+07   2540150E-02 -.4854E+01 -.8803E+02   .9999647  .0047673 -.0069206
T 3351  1 .4901729E+07   2540097E-02 -.1849E+03  .1447E+03   .9998103 -.0186775  .0055322
T 3352  1 .4918217E+07   2540003E-02  .3259E+03  .1168E+03   .9995639  .0230820  .0184208
T 3353  1 .4923695E+07   2540104E-02 -.1732E+03 -.6543E+02   .9999709 -.0074117 -.0018060
T 3354  1 .4905398E+07   2540198E-02  .5795E+02  .7001E+01   .9999803  .0056650 -.0027209
T 3355  1 .4895302E+07   2540215E-02  .6534E+02 -.4198E+02   .9999952  .0030895  .0001169
T 3356  1 .4920770E+07   2540170E-02 -.2428E+03  .6570E+02   .9997892 -.0192001  .0072747
T 3357  1 .4905533E+07   2540121E-02 -.3868E+03  .3065E+03   .9983517 -.0421224  .0389817
T 3358  1 .4945115E+07   2540178E-02  .2840E+03 -.2309E+03   .9995653  .0245426 -.0163341
T 3359  1 .4917430E+07   2540227E-02  .2931E+03 -.9597E+01   .9996072  .0252387 -.0121862
T 3360  1 .4911630E+07   2540097E-02  .6972E+02 -.9519E+02   .9998230  .0097062 -.0161192
T 3361  1 .4924704E+07   2540009E-02  .1106E+02 -.4126E+02   .9999699  .0055154  .0054513
T 3362  1 .4914965E+07   2540264E-02 -.4269E+02  .4305E+02   .9998763 -.0129761  .0088878
T 3363  1 .4921207E+07   2540131E-02  .9698E+02  .9032E+02   .9999369  .0082622  .0076165
T 3364  1 .4929091E+07   2540161E-02 -.9951E+02  .2694E+02   .9999842 -.0043047  .0036158
T 3365  1 .4933089E+07   2540196E-02 -.5694E+02 -.4662E+01   .9999910 -.0041233 -.0009604
T 3366  1 .4939160E+07   2540012E-02  .8001E+02  .4434E+02   .9999733  .0059639  .0042298
T 3367  1 .4918806E+07   2540208E-02 -.1156E+02 -.1095E+03   .9997100  .0027942 -.0239169
T 3368  1 .4912553E+07   2540009E-02  .8741E+02  .7074E+02   .9999876  .0047445  .0014915
T 3369  1 .4914219E+07   2540199E-02  .5188E+02  .1617E+03   .9998507  .0026955  .0170673
T 3370  1 .4943526E+07   2540105E-02  .2002E+03  .6943E+02   .9997283  .0004405  .0233034
T 3371  1 .4928888E+07   2540041E-02  .3886E+02 -.5385E+02   .9999472  .0083167 -.0060366
T 3372  1 .4948909E+07   2540174E-02 -.8276E+02 -.3697E+02   .9999457 -.0100646  .0026984
T 3373  1 .4905382E+07   2540236E-02  .7083E+02  .8500E+02   .9999613  .0043123  .0076629
T 3374  1 .4932916E+07   2540119E-02 -.3712E+02 -.3909E+02   .9999491 -.0058714 -.0082056
T 3375  1 .4926170E+07   2540261E-02 -.4426E+03  .9127E+02   .9990625 -.0420926  .0101202
T 3376  1 .4922428E+07   2540203E-02 -.8853E+02 -.1190E+02   .9998180 -.0190116 -.0016115
T 3377  1 .4930756E+07   2540075E-02  .5853E+02 -.2618E+03   .9997900  .0034507 -.0201993
T 3378  1 .4928901E+07   2540111E-02 -.2057E+02  .4538E+02   .9999715 -.0024058 -.0071608
T 3379  1 .4934684E+07   2540180E-02 -.9384E+02  .2017E+03   .9990931 -.0393942 -.0161566
T 3380  1 .4909178E+07   2540103E-02  .4707E+02  .3215E+01   .9999928  .0028170  .0025411
T 3381  1 .4928667E+07   2540219E-02 -.1233E+02 -.1348E+02   .9999891  .0043876 -.0015764
T 3382  1 .4903787E+07   2540125E-02 -.5079E+02 -.2041E+03   .9999321  .0116244 -.0008122
T 3383  1 .4927711E+07   2540110E-02  .3305E+02  .1653E+02   .9999841 -.0001393  .0056337
T 3384  1 .4944593E+07   2540168E-02  .1004E+02 -.2812E+02   .9999817  .0051083 -.0032531
T 3385  1 .4918195E+07   2540188E-02 -.5122E+02  .9084E+02   .9999645 -.0036507  .0075992
T 3386  1 .4939257E+07   2540002E-02  .8361E+02 -.3431E+02   .9999831  .0051333  .0027129
T 3387  1 .4917557E+07   2540088E-02 -.7507E+02  .1381E+03   .9986280 -.0428712  .0300690
T 3388  1 .4928865E+07   2540261E-02  .1255E+03 -.1802E+03   .9988466  .0288329 -.0383946
T 3389  1 .4919055E+07   2540003E-02  .1431E+02 -.1564E+02   .9999717  .0074056  .0013008
T 3390  1 .4916992E+07   2540248E-02  .1970E+03 -.2662E+03   .9997778  .0173888 -.0119181
T 3391  1 .4938308E+07   2540122E-02  .6862E+01 -.4976E+02   .9997419  .0225032 -.0031080
T 3392  1 .4939754E+07   2540131E-02 -.1291E+03  .1823E+03   .9999039 -.0035602  .0133979
T 3393  1 .4921799E+07   2540217E-02 -.6695E+02 -.1009E+02   .9999499 -.0093072 -.0036760
T 3394  1 .4918740E+07   2540095E-02  .1476E+03 -.1288E+03   .9996686  .0078597 -.0245127
T 3395  1 .4943083E+07   2540255E-02  .3780E+02 -.2088E+02   .9999687  .0071443 -.0033863
T 3396  1 .4916025E+07   2540045E-02 -.4932E+02  .9758E+02   .9999288 -.0082499  .0086234
T 3397  1 .4916885E+07   2540235E-02  .1348E+02 -.4955E+02   .9999327  .0039661 -.0109017
T 3398  1 .4940573E+07   2540248E-02  .3422E+02 -.3794E-02   .9998457  .0101656  .0143258
T 3399  1 .4932311E+07   2540107E-02 -.1705E+02  .5846E+02   .9998520 -.0068837  .0157658
T 3400  1 .4941119E+07   2540109E-02 -.3020E+02  .1415E+01   .9999575 -.0077527  .0049918
T 3401  1 .4936984E+07   2540118E-02  .6131E+02  .1366E+03   .9999750  .0051425  .0048593
T 3402  1 .4906538E+07   2540200E-02  .2181E+01 -.3082E+02   .9999973  .0013521 -.0019115
T 3403  1 .4926499E+07   2540254E-02  .2477E+02 -.1435E+03   .9999571  .0070295 -.0060264
T 3404  1 .4941608E+07   2540154E-02  .1545E+03  .2920E+03   .9995635  .0134623  .0262981
T 3405  1 .4897552E+07   2540022E-02 -.3821E+02  .2462E+03   .9997885 -.0019468  .0204718
T 3406  1 .4935568E+07   2540259E-02 -.1730E+03  .1122E+03   .9998537 -.0160042  .0060373
T 3407  1 .4932312E+07   2540163E-02 -.2671E+01  .5280E+02   .9999929 -.0019307  .0032240
T 3408  1 .4933992E+07   2540182E-02 -.8759E+02  .9824E+02   .9999226 -.0119829  .0033364
T 3409  1 .4929443E+07   2540174E-02 -.5138E+02 -.3241E+02   .9995311 -.0235201 -.0196051
T 3410  1 .4911691E+07   2540118E-02 -.7623E+02  .2845E+02   .9998025 -.0176720  .0090952
T 3411  1 .4920868E+07   2540263E-02 -.9973E+02 -.2340E+02   .9998826 -.0151973  .0019602
T 3412  1 .4931829E+07   2540196E-02 -.6272E+02 -.1192E+01   .9999873 -.0049645  .0009037
T 3413  1 .4910384E+07   2540132E-02  .6002E+01  .3265E+02   .9999390 -.0011770  .0109806
T 3414  1 .4914943E+07   2540195E-02  .3647E+02  .3812E+02   .9999709  .0054054  .0053830
T 3415  1 .4933743E+07   2540263E-02 -.9941E+02  .1642E+03   .9999027 -.0115824  .0077789
T 3416  1 .4914926E+07   2540152E-02 -.7180E+02  .1834E+02   .9998388 -.0167945  .0063521
T 3417  1 .4929802E+07   2540130E-02 -.4575E+01 -.3288E+02   .9999987  .0016004  .0001562
T 3418  1 .4923994E+07   2540192E-02  .6513E+02  .1194E+03   .9999312 -.0002760  .0117258
T 3419  1 .4923551E+07   2540152E-02  .3242E+02  .3508E+02   .9999823 -.0047152  .0036357
T 3420  1 .4922764E+07   2540212E-02 -.1161E+02  .3042E+02   .9999931 -.0037254  .0000769
T 3421  1 .4928712E+07   2540077E-02 -.7642E+02 -.1870E+03   .9997088 -.0068792 -.0231300
T 3422  1 .4919651E+07   2540222E-02 -.2030E+02 -.5876E+02   .9999930  .0011122 -.0035818
T 3423  1 .4932495E+07   2540035E-02 -.4033E+01  .3651E+02   .9998625  .0061869  .0153857
T 3424  1 .4918460E+07   2540159E-02  .8374E+01 -.3299E+02   .9999906 -.0011763 -.0041833
T 3425  1 .4936874E+07   2540246E-02  .2379E+02  .3320E+02   .9999756  .0068101 -.0015628
T 3426  1 .4933713E+07   2540072E-02 -.5572E+02 -.2482E+03   .9996253 -.0077669 -.0262486
T 3427  1 .4906542E+07   2540045E-02  .4609E+02  .1043E+03   .9996640 -.0034343  .0256925
T 3428  1 .4925993E+07   2540261E-02 -.8538E+02  .9037E+02   .9999963 -.0024477  .0011753
T 3429  1 .4928930E+07   2540119E-02 -.4167E+02  .2551E+02   .9999061 -.0082984  .0109052
T 3430  1 .4937691E+07   2540169E-02 -.2970E+03  .3756E+03   .9990403 -.0263461  .0349915
T 3431  1 .4898021E+07   2540113E-02  .1865E+02 -.9297E+01   .9999933 -.0031445  .0018523
T 3432  1 .4930074E+07   2540238E-02  .4222E+02  .5316E+02   .9996828  .0157345  .0196659
T 3433  1 .4932248E+07   2540108E-02 -.1633E+03  .4774E+03   .9983851 -.0362542  .0437355
T 3434  1 .4931729E+07   2540099E-02  .7707E+02  .2278E+01   .9999360  .0104901  .0042372
T 3435  1 .4942551E+07   2540255E-02 -.1704E+03 -.6443E+03   .9995959 -.0056817 -.0278528
T 3436  1 .4923751E+07   2540248E-02  .2125E+02 -.2288E+02   .9998345 -.0181768 -.0008068
T 3437  1 .4925816E+07   2540115E-02 -.1412E+03  .1210E+03   .9998303 -.0138660  .0121272
T 3438  1 .4934243E+07   2540118E-02  .7263E+02 -.1825E+03   .9993849  .0121985 -.0328777
T 3439  1 .4916415E+07   2540127E-02  .4439E+02 -.1970E+02   .9999684  .0079206 -.0007080
T 3440  1 .4926828E+07   2540085E-02 -.8918E+02  .1185E+02   .9998291 -.0068581  .0171687
T 3441  1 .4904981E+07   2540228E-02  .4759E+02  .7715E+02   .9999982  .0019189 -.0001146
T 3442  1 .4943854E+07   2540226E-02 -.5796E+02  .9253E+02   .9998821  .0008894  .0153281
T 3443  1 .4922157E+07   2540028E-02  .1859E+03  .6208E+02   .9995588  .0279967  .0099203
T 3444  1 .4939094E+07   2540133E-02  .5930E+02  .9879E+02   .9996926  .0114232  .0220036
T 3445  1 .4912445E+07   2540022E-02  .1754E+02 -.3040E+02   .9999658  .0080307  .0019657
T 3446  1 .4922487E+07   2540101E-02  .4464E+02 -.6919E+02   .9999352  .0039000 -.0106964
T 3447  1 .4942714E+07   2540206E-02 -.1120E+02  .6147E+02   .9996909 -.0024914  .0247383
T 3448  1 .4909417E+07   2540176E-02  .1138E+03  .1655E+02   .9999705  .0016155  .0075048
T 3449  1 .4906257E+07   2540169E-02  .5049E+01  .8722E+01   .9999453  .0058740  .0086562
T 3450  1 .4927145E+07   2540026E-02  .4534E+02  .1263E+03   .9999799 -.0022681  .0059232
T 3451  1 .4931879E+07   2540167E-02  .1099E+03 -.1463E+03   .9998630  .0126254 -.0107000
T 3452  1 .4921097E+07   2540154E-02 -.2986E+03 -.4873E+02   .9994496 -.0321920  .0080145
T 3453  1 .4923133E+07   2540165E-02  .5134E+02 -.8999E+01   .9999770  .0001313 -.0067877
T 3454  1 .4897953E+07   2540127E-02 -.3412E+02 -.2077E+02   .9999847 -.0040994 -.0037038
T 3455  1 .4901355E+07   2540088E-02 -.3581E+02  .3131E+02   .9999819 -.0060112  .0003469
T 3456  1 .4921083E+07   2540203E-02  .3667E+03 -.5153E+03   .9973734  .0384038 -.0614115
T 3457  1 .4910703E+07   2540188E-02  .1720E+02  .1739E+02   .9998369  .0110801  .0142632
T 3458  1 .4921560E+07   2540103E-02 -.1403E+03  .2933E+02   .9999660 -.0075419  .0033285
T 3459  1 .4919063E+07   2540114E-02 -.1877E+03 -.1739E+02   .9999405 -.0091566 -.0059362
T 3460  1 .4921437E+07   2540114E-02 -.1168E+03 -.2288E+03   .9997988 -.0081959 -.0183059
T 3461  1 .4918538E+07   2540109E-02 -.1852E+03  .2417E+03   .9997172 -.0114491  .0208446
T 3462  1 .4923307E+07   2540123E-02  .3061E+02 -.6123E+02   .9999664 -.0038942 -.0072101
T 3463  1 .4904438E+07   2540231E-02  .5810E+02 -.4085E+02   .9998824  .0050694 -.0144739
T 3464  1 .4913536E+07   2540146E-02 -.3535E+03 -.1460E+03   .9998570 -.0166329 -.0030553
T 3465  1 .4911249E+07   2540130E-02 -.7450E+02  .1025E+03   .9999481 -.0078953  .0064441
T 3466  1 .4948007E+07   2540174E-02  .1044E+03  .5136E+02   .9998373  .0040043  .0175868
T 3467  1 .4906224E+07   2540007E-02 -.1535E+03 -.7182E+02   .9997882 -.0177876 -.0103557
T 3468  1 .4938935E+07   2540173E-02  .1292E+02 -.4833E+02   .9999102  .0059917 -.0119875
T 3469  1 .4903928E+07   2540209E-02  .8905E+02 -.1876E+03   .9998656  .0103813 -.0126907
T 3470  1 .4931095E+07   2540089E-02  .1079E+02 -.4362E+02   .9999593 -.0065419 -.0062179
T 3471  1 .4911429E+07   2540232E-02 -.3811E+02  .2058E+02   .9999647 -.0069466  .0047278
T 3472  1 .4916308E+07   2540170E-02 -.2615E+01 -.1742E+03   .9999272 -.0019519 -.0119060
T 3473  1 .4930785E+07   2540130E-02 -.1803E+02  .1598E+02   .9999922 -.0033453  .0021015
T 3474  1 .4922629E+07   2540090E-02 -.1068E+03 -.1297E+03   .9998541 -.0145900 -.0088854
T 3475  1 .4923338E+07   2540184E-02 -.6213E+02 -.4203E+02   .9999461 -.0075837 -.0070917
T 3476  1 .4926044E+07   2540231E-02 -.3032E+02  .8898E+02   .9999432 -.0021933  .0104305
T 3477  1 .4923606E+07   2540049E-02  .3371E+02 -.1750E+03   .9997859  .0052498 -.0200164
T 3478  1 .4909874E+07   2540191E-02  .4480E+02 -.3269E+02   .9999573  .0092356  .0003068
T 3479  1 .4925587E+07   2540043E-02  .2001E+02 -.1448E+03   .9998804  .0005048 -.0154599
T 3480  1 .4908231E+07   2540045E-02  .9589E+02 -.4698E+03   .9977263  .0156348 -.0655580
T 3481  1 .4913251E+07   2540109E-02 -.2707E+02  .1028E+03   .9998371  .0015150  .0179866
T 3482  1 .4935567E+07   2540257E-02 -.8074E+02 -.8787E+02   .9998890 -.0106898 -.0103759
T 3483  1 .4915681E+07   2540119E-02  .8472E+02 -.3244E+02   .9999584  .0074566 -.0052534
T 3484  1 .4932961E+07   2540134E-02 -.5419E+03  .4159E+03   .9983721 -.0445492  .0356165
T 3485  1 .4938365E+07   2540089E-02  .3932E+02 -.3056E+02   .9999268  .0082746 -.0088290
T 3486  1 .4905052E+07   2540119E-02 -.1650E+03  .3750E+02   .9999179 -.0125398 -.0026495
T 3487  1 .4930353E+07   2540109E-02  .1622E+03 -.4916E+02   .9997364  .0229314 -.0011260
T 3488  1 .4917803E+07   2540082E-02 -.1641E+02  .6447E+01   .9999791 -.0063817  .0010138
T 3489  1 .4916566E+07   2540205E-02 -.1160E+03  .9706E+02   .9998033 -.0171438  .0099763
T 3490  1 .4928133E+07   2540233E-02 -.7403E+02  .3693E+01   .9998620 -.0153016  .0064712
T 3491  1 .4928329E+07   2540080E-02  .7581E+02 -.3521E+03   .9997996 -.0019614 -.0199220
T 3492  1 .4919940E+07   2540112E-02  .3141E+02 -.1022E+02   .9999827  .0046736 -.0035745
T 3493  1 .4927952E+07   2540049E-02 -.7553E+02  .6183E+01   .9999857 -.0042231  .0032887
T 3494  1 .4918582E+07   2540136E-02 -.1340E+03 -.4685E+03   .9992509 -.0099944 -.0373864
T 3495  1 .4924308E+07   2540004E-02  .2887E+01  .3819E+02   .9999695 -.0021057  .0075247
T 3496  1 .4931183E+07   2540103E-02  .4181E+02 -.3935E+02   .9999988  .0002606 -.0015334
T 3497  1 .4900553E+07   2540191E-02  .7468E+02 -.1282E+01   .9999693  .0078293 -.0001104
T 3498  1 .4929690E+07   2540170E-02 -.3729E+03  .5318E+02   .9995932 -.0281911 -.0043172
T 3499  1 .4898090E+07   2540200E-02  .3283E+02 -.7785E+00   .9999889  .0046150  .0008987
T 3500  1 .4925849E+07   2540121E-02  .1458E+01  .3070E+02   .9998013  .0199343  .0000124
T 3501  1 .4921109E+07   2540264E-02  .9707E+02 -.2938E+02   .9996707  .0244972 -.0076456
T 3502  1 .4926282E+07   2540220E-02  .9184E+02  .2026E+03   .9998869  .0075679  .0129979
T 3503  1 .4916484E+07   2540140E-02 -.2593E+02 -.5333E+02   .9999837 -.0001861 -.0057018
T 3504  1 .4911720E+07   2540151E-02 -.4429E+02 -.5591E+02   .9999988  .0001881 -.0015396
T 3505  1 .4938715E+07   2540148E-02  .1707E+03  .3223E+03   .9994682  .0215431  .0244780
T 3506  1 .4941216E+07   2540197E-02 -.4101E+02  .1834E+02   .9999978 -.0017197 -.0011756
T 3507  1 .4929602E+07   2540124E-02  .1226E+03  .1779E+03   .9993422 -.0082562  .0353142
T 3508  1 .4920897E+07   2540083E-02 -.2938E+02 -.1463E+03   .9997125  .0013514 -.0239409
T 3509  1 .4946534E+07   2540226E-02 -.4867E+02  .1014E+02   .9999261 -.0089093 -.0082763
T 3510  1 .4908544E+07   2540053E-02  .9891E+02 -.5071E+02   .9999629 -.0004177 -.0086008
T 3511  1 .4927811E+07   2540223E-02 -.2726E+02  .4468E+02   .9999048 -.0039351  .0132217
T 3512  1 .4910090E+07   2540083E-02 -.1032E+03  .5417E+02   .9999638 -.0080851 -.0026459
T 3513  1 .4909000E+07   2540194E-02 -.2171E+03  .1708E+03   .9998003 -.0164288  .0113741
T 3514  1 .4935672E+07   2540118E-02 -.6677E+02 -.9505E+01   .9999067 -.0132216 -.0034264
T 3515  1 .4914002E+07   2540036E-02  .1527E+01  .1144E+03   .9999597  .0059916  .0066856
T 3516  1 .4912537E+07   2540111E-02  .1480E+02  .9703E+02   .9999595  .0024488  .0086594
T 3517  1 .4909393E+07   2540252E-02  .5848E+02  .2222E+03   .9999051 -.0029820  .0134467
T 3518  1 .4924227E+07   2540028E-02  .1072E+03  .6158E+02   .9999340  .0096099  .0063034
T 3519  1 .4933392E+07   2540241E-02 -.6090E+02 -.1140E+03   .9999979 -.0017235  .0011505
T 3520  1 .4928654E+07   2540168E-02 -.7389E+02  .1022E+03   .9997287 -.0177501  .0150848
T 3521  1 .4912874E+07   2540240E-02 -.9429E+02 -.4761E+02   .9995300 -.0263241 -.0157128
T 3522  1 .4933239E+07   2540125E-02 -.3261E+02 -.1553E+03   .9998599  .0034786 -.0163761
T 3523  1 .4914645E+07   2540197E-02 -.3341E+02  .2619E+02   .9999689 -.0078245  .0009799
T 3524  1 .4923491E+07   2540013E-02  .1361E+03  .3941E+02   .9999773  .0049794  .0045292
T 3525  1 .4925654E+07   2540232E-02  .5999E+02  .1503E+03   .9999623  .0083424  .0024284
T 3526  1 .4941136E+07   2540035E-02  .3084E+02 -.4348E+02   .9997511 -.0075964 -.0209759
T 3527  1 .4906447E+07   2540218E-02 -.1741E+03  .9404E+02   .9996448 -.0086371  .0252142
T 3528  1 .4938406E+07   2540137E-02  .5344E+02  .1870E+02   .9999440  .0105653  .0006453
T 3529  1 .4908988E+07   2540199E-02  .8304E+01 -.1718E+03   .9997924  .0036786 -.0200387
T 3530  1 .4921257E+07   2540030E-02 -.6541E+01 -.3285E+02   .9999876 -.0048769  .0009769
T 3531  1 .4913820E+07   2540236E-02  .9877E+01  .1982E+01   .9999908  .0030771 -.0029979
T 3532  1 .4902103E+07   2540045E-02  .7877E+02 -.2271E+03   .9996745 -.0126272 -.0221688
T 3533  1 .4935974E+07   2540072E-02 -.2653E+02 -.9260E+01   .9999218  .0010558  .0124622
T 3534  1 .4928634E+07   2540210E-02 -.2159E+02  .5544E+00   .9999934 -.0035016  .0009410
T 3535  1 .4929678E+07   2540105E-02 -.6599E+02 -.6404E+02   .9999838 -.0018771 -.0053769
T 3536  1 .4937598E+07   2540174E-02 -.1657E+03  .6480E+02   .9996094 -.0153403  .0233587
T 3537  1 .4915181E+07   2540104E-02 -.6677E+01  .1989E+03   .9997841 -.0056085  .0200093
T 3538  1 .4933348E+07   2540134E-02  .1707E+03  .1665E+03   .9997104  .0105175  .0216466
T 3539  1 .4926478E+07   2540037E-02  .1031E+02  .2800E+02   .9998507  .0095529  .0143960
T 3540  1 .4920136E+07   2540232E-02 -.1629E+02  .5324E+01   .9999637 -.0084469  .0011511
T 3541  1 .4934920E+07   2540097E-02 -.9559E+01  .2116E+02   .9999457  .0068952  .0078152
T 3542  1 .4906437E+07   2540234E-02  .2339E+01  .4675E+02   .9999820 -.0010466  .0059078
T 3543  1 .4921547E+07   2540111E-02 -.6033E+02 -.8730E+01   .9999758 -.0061722 -.0032092
T 3544  1 .4931131E+07   2540099E-02  .2926E+02 -.4988E+02   .9999872 -.0042941  .0026843
T 3545  1 .4938018E+07   2540224E-02 -.1595E+02 -.1739E+02   .9985703 -.0478227 -.0238822
T 3546  1 .4938196E+07   2540083E-02  .1775E+02  .8107E+02   .9999306 -.0048210  .0107522
T 3547  1 .4921885E+07   2540259E-02  .1690E+02 -.9424E+02   .9998675  .0096545 -.0131095
T 3548  1 .4919344E+07   2540176E-02  .7034E+02 -.1575E+02   .9999417  .0080555 -.0071838
T 3549  1 .4931182E+07   2540033E-02 -.3057E+01  .3012E+02   .9999922  .0011958  .0037629
T 3550  1 .4900173E+07   2540097E-02 -.2254E+03  .3534E+02   .9985884 -.0525916  .0074444
T 3551  1 .4938655E+07   2540074E-02  .2776E+02 -.2715E+02   .9999886 -.0009563 -.0046849
T 3552  1 .4924925E+07   2540075E-02  .5599E+02 -.1426E+02   .9999841  .0055004 -.0012586
T 3553  1 .4937121E+07   2540221E-02  .1598E+03 -.3987E+02   .9998691  .0159515 -.0027152
T 3554  1 .4918926E+07   2540124E-02 -.1157E+03 -.1021E+02   .9999393 -.0105083 -.0033246
T 3555  1 .4929819E+07   2540154E-02  .3155E+03 -.5511E+01   .9996190  .0274904  .0024589
T 3556  1 .4910016E+07   2540224E-02  .3555E+02  .3812E+02   .9999502  .0088133  .0046772
T 3557  1 .4924660E+07   2540241E-02  .4898E+02  .3294E+02   .9998777  .0131487  .0084642
T 3558  1 .4938607E+07   2540012E-02  .1071E+03 -.4149E+02   .9999232  .0123925  .0002033
T 3559  1 .4908734E+07   2540170E-02 -.3099E+03 -.1540E+03   .9999266 -.0120715  .0009931
T 3560  1 .4919804E+07   2540002E-02 -.2388E+02 -.6381E+01   .9999579 -.0081093 -.0043024
T 3561  1 .4923278E+07   2540254E-02 -.2586E+02 -.1171E+00   .9999717 -.0053805  .0052657
T 3562  1 .4935375E+07   2540129E-02 -.1730E+02  .2497E+01   .9999771 -.0057668 -.0035425
T 3563  1 .4925821E+07   2540130E-02 -.6602E+02  .1161E+03   .9998040 -.0105184  .0167700
T 3564  1 .4927822E+07   2540217E-02 -.5176E+02 -.2629E+02   .9999306 -.0023503 -.0115466
T 3565  1 .4921604E+07   2540189E-02 -.3213E+02  .2567E+01   .9999849 -.0052725 -.0015776
T 3566  1 .4921385E+07   2540119E-02 -.1198E+02  .4740E+02   .9999820 -.0016600  .0057680
T 3567  1 .4926479E+07   2540215E-02 -.2011E+03 -.6820E+02   .9998893 -.0107546 -.0102862
T 3568  1 .4906468E+07   2540183E-02  .8259E+01  .7430E+02   .9998496 -.0068721  .0159238
T 3569  1 .4917797E+07   2540046E-02  .1907E+02  .8824E+02   .9999337 -.0053931  .0101761
T 3570  1 .4923669E+07   2540126E-02 -.1223E+03  .7280E+02   .9998235 -.0156860  .0103380
T 3571  1 .4938914E+07   2540096E-02  .3145E+01  .4772E+02   .9999773 -.0006845  .0067021
