============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(25 MeV) ==> Havar window( 2.53 um) =====================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 8241  2 .2478485E+08   2540138E-02 -.8270E+01  .2577E+01   .9999735  .0029141  .0066725
T 8242  2 .2477725E+08   2540183E-02 -.1880E+02 -.2323E+02   .9999845 -.0047310 -.0029238
T 8243  2 .2476944E+08   2540190E-02  .2390E+02 -.1674E+01   .9999981  .0019224 -.0001805
T 8244  2 .2480738E+08   2540076E-02 -.6207E+01 -.1378E+03   .9999157  .0046407 -.0121236
T 8245  2 .2481414E+08   2540255E-02  .3439E+02 -.3076E+02   .9999843  .0055302 -.0009102
T 8246  2 .2479285E+08   2540212E-02 -.3301E+01 -.2078E+02   .9999953  .0013211 -.0027588
T 8247  2 .2479194E+08   2540187E-02 -.4909E+02  .2053E+02   .9999815 -.0055663  .0024676
T 8248  2 .2477696E+08   2540003E-02  .7895E+01  .1630E+02   .9999801  .0049895  .0038561
T 8249  2 .2478684E+08   2540147E-02  .2435E+01  .4040E+01   .9999972  .0001560  .0023660
T 8250  2 .2478483E+08   2540168E-02 -.8880E+02  .3351E+02   .9999638 -.0066775  .0052688
T 8251  2 .2478594E+08   2540088E-02  .2557E+02 -.2991E+02   .9999939  .0011448 -.0033071
T 8252  2 .2477172E+08   2540008E-02 -.2722E+01  .2707E+02   .9999998 -.0003499 -.0005133
T 8253  2 .2481184E+08   2540105E-02 -.1222E+02  .1171E+01   .9999988 -.0005721 -.0014511
T 8254  2 .2477899E+08   2540212E-02 -.1623E+01 -.2930E+02   .9999967 -.0011283 -.0022985
T 8255  2 .2477736E+08   2540223E-02  .1005E+01  .3277E+02   .9999867  .0011094  .0050366
T 8256  2 .2481670E+08   2540218E-02  .4727E+02 -.9165E+02   .9998163  .0063621 -.0180804
T 8257  2 .2477906E+08   2540255E-02  .1396E+02 -.4571E+02   .9999981  .0012971 -.0014652
T 8258  2 .2478963E+08   2540062E-02  .3778E+02  .1540E+02   .9999511  .0076020  .0063185
T 8259  2 .2476623E+08   2540086E-02  .2860E+02 -.1075E+02   .9999990  .0005386  .0013049
T 8260  2 .2476372E+08   2540187E-02  .4596E+02  .4068E+02   .9999978  .0007292  .0019826
T 8261  2 .2474945E+08   2540100E-02 -.5591E+02  .6686E+02   .9999743 -.0013754  .0070334
T 8262  2 .2478117E+08   2540095E-02  .1882E+02 -.2659E+02   .9999942  .0033661 -.0005352
T 8263  2 .2480004E+08   2540207E-02 -.2424E+02  .5423E+02   .9999935  .0008078  .0035268
T 8264  2 .2474894E+08   2540195E-02 -.5405E+01 -.1666E+02   .9999905 -.0026982 -.0034194
T 8265  2 .2476017E+08   2540057E-02 -.9141E+01  .1325E+02   .9997181  .0226003  .0072784
T 8266  2 .2476298E+08   2540005E-02 -.1306E+01  .6561E+01   .9999962 -.0012175  .0024844
T 8267  2 .2478266E+08   2540088E-02 -.1727E+03 -.2978E+02   .9999204 -.0117253 -.0046495
T 8268  2 .2478364E+08   2540135E-02  .6112E+01 -.1666E+02   .9999584  .0078612  .0046330
T 8269  2 .2477685E+08   2540003E-02 -.8291E+01  .4920E+01   .9999658  .0070141  .0043885
T 8270  2 .2482987E+08   2540158E-02  .1609E+03  .7162E+02   .9998036  .0191387  .0051476
T 8271  2 .2477126E+08   2540064E-02 -.3871E+02 -.2101E+02   .9999952 -.0028445 -.0012656
T 8272  2 .2475794E+08   2540100E-02 -.3343E+02  .3373E+02   .9999858 -.0022542  .0048352
T 8273  2 .2478406E+08   2540080E-02 -.3159E+02 -.9198E+01   .9999979 -.0015702  .0012960
T 8274  2 .2480679E+08   2540192E-02 -.1629E+02  .4428E+02   .9999478 -.0002881  .0102103
T 8275  2 .2478364E+08   2540261E-02 -.3187E+02  .1114E+03   .9999500 -.0031821  .0094805
T 8276  2 .2475755E+08   2540251E-02  .1933E+02  .1630E+02   .9999987  .0003908  .0015586
T 8277  2 .2478265E+08   2540256E-02  .1044E+02 -.5501E+01   .9999996  .0008095 -.0003351
T 8278  2 .2481610E+08   2540212E-02  .2024E+02  .5632E+01   .9999978  .0015828 -.0013418
T 8279  2 .2478144E+08   2540249E-02 -.1997E+02 -.4982E+02   .9999996 -.0000052  .0008686
T 8280  2 .2477415E+08   2540125E-02 -.7022E+02 -.5694E+02   .9999891 -.0046045 -.0008349
T 8281  2 .2479967E+08   2540202E-02  .1106E+02  .6464E+02   .9999674 -.0009537  .0080132
T 8282  2 .2479403E+08   2540248E-02 -.5833E+02  .1387E+02   .9999963 -.0027031 -.0002403
T 8283  2 .2476297E+08   2540077E-02 -.1581E+03 -.4877E+02   .9999571 -.0084592 -.0037627
T 8284  2 .2476001E+08   2540045E-02 -.7544E+02 -.5439E+02   .9999881 -.0043805 -.0021420
T 8285  2 .2479574E+08   2540043E-02 -.2007E+02 -.4853E+02   .9999856 -.0006174 -.0053327
T 8286  2 .2477000E+08   2540185E-02 -.8557E+02  .4195E+02   .9999747 -.0066990  .0024037
T 8287  2 .2476965E+08   2540132E-02  .2895E+02  .4372E+03   .9997275 -.0056190  .0226578
T 8288  2 .2475648E+08   2540146E-02 -.4674E+02  .2145E+02   .9999938 -.0027570  .0021850
T 8289  2 .2479868E+08   2540028E-02 -.2333E+01 -.2232E+02   .9999950 -.0025657 -.0018702
T 8290  2 .2478065E+08   2540210E-02 -.3990E+02 -.1193E+02   .9999976 -.0021455 -.0004451
T 8291  2 .2477085E+08   2540056E-02  .6253E+02  .4981E+02   .9999672  .0056205  .0058248
T 8292  2 .2476489E+08   2540186E-02 -.1506E+02 -.1786E+02   .9999939  .0006716 -.0034349
T 8293  2 .2476081E+08   2540258E-02 -.4596E+02 -.4878E+00   .9999971 -.0022296  .0008956
T 8294  2 .2476013E+08   2540211E-02 -.3649E+02  .1675E+02   .9999943 -.0033512  .0003732
T 8295  2 .2476977E+08   2540008E-02 -.4608E+03 -.2718E+03   .9997091 -.0214654 -.0109950
T 8296  2 .2479606E+08   2540185E-02 -.3366E+02 -.2243E+03   .9999251 -.0038319 -.0116261
T 8297  2 .2479710E+08   2540096E-02 -.2220E+02  .2373E+02   .9999947 -.0032367 -.0001885
T 8298  2 .2476993E+08   2540251E-02  .1678E+02 -.1941E+02   .9999997 -.0003049  .0007665
T 8299  2 .2476210E+08   2540252E-02 -.8076E+02  .2698E+03   .9997269 -.0067190  .0223840
T 8300  2 .2481679E+08   2540025E-02  .5144E+00  .3160E+02   .9999824  .0026611  .0053094
T 8301  2 .2476760E+08   2540155E-02 -.9230E+03  .2123E+03   .9979246 -.0627730  .0143525
T 8302  2 .2477261E+08   2540168E-02 -.7845E+02  .1362E+01   .9999799 -.0060963 -.0017659
T 8303  2 .2475180E+08   2540262E-02  .5231E+02  .1684E+03   .9998915  .0063022  .0133117
T 8304  2 .2475912E+08   2540004E-02 -.1333E+02  .5149E+02   .9998312  .0027654  .0181615
T 8305  2 .2476712E+08   2540004E-02  .2370E+02 -.4635E+02   .9999962 -.0018775 -.0020315
T 8306  2 .2478265E+08   2540248E-02  .3988E+02 -.2085E+02   .9999827  .0044275 -.0038741
T 8307  2 .2477737E+08   2540250E-02  .4460E+02 -.1233E+02   .9999860  .0052863  .0002977
T 8308  2 .2476155E+08   2540082E-02  .3004E+02  .7417E+01   .9999878  .0048734  .0007859
T 8309  2 .2477985E+08   2540162E-02 -.2224E+02 -.6997E+02   .9999856 -.0000303 -.0053609
T 8310  2 .2474267E+08   2540208E-02  .3363E+02  .2389E+01   .9999980 -.0006181  .0019105
T 8311  2 .2477825E+08   2540192E-02  .5488E+02 -.5077E+02   .9999802  .0041012 -.0047725
T 8312  2 .2477259E+08   2540087E-02 -.1494E+02  .3702E+02   .9999987 -.0000862  .0015982
T 8313  2 .2476371E+08   2540212E-02  .3972E+02 -.1363E+03   .9999353  .0056026 -.0099045
T 8314  2 .2480857E+08   2540155E-02 -.4978E+02 -.7885E+02   .9999813 -.0039993 -.0046230
T 8315  2 .2476841E+08   2540211E-02  .4410E+02  .1468E+03   .9999105  .0021069  .0132090
T 8316  2 .2474172E+08   2540036E-02 -.1282E+03  .2239E+02   .9999629 -.0084251  .0018177
T 8317  2 .2480070E+08   2540128E-02 -.2792E+01  .3698E+02   .9999934  .0027167 -.0023967
T 8318  2 .2478901E+08   2540158E-02 -.3685E+02 -.1821E+01   .9999931 -.0036934 -.0004537
T 8319  2 .2480647E+08   2540069E-02  .3413E+02 -.5735E+02   .9999943  .0023406 -.0024476
T 8320  2 .2475656E+08   2540199E-02  .4655E+02 -.4230E+02   .9999809  .0002171 -.0061713
T 8321  2 .2481911E+08   2540047E-02  .6328E+02 -.1296E+02   .9999942  .0008627 -.0032802
T 8322  2 .2476461E+08   2540218E-02  .3971E+01  .7599E+02   .9999780  .0013354  .0064916
T 8323  2 .2478294E+08   2540123E-02  .1366E+01  .2256E+01   .9999974  .0015522  .0016853
T 8324  2 .2478750E+08   2540138E-02 -.1490E+02 -.7870E+01   .9999939 -.0030082 -.0017836
T 8325  2 .2479291E+08   2540021E-02 -.2565E+02  .3505E+02   .9999877 -.0032675  .0037280
T 8326  2 .2473211E+08   2540063E-02  .8185E+01 -.3001E+02   .9999926  .0016126 -.0034833
T 8327  2 .2478483E+08   2540202E-02  .1520E+02  .1445E+02   .9999967  .0023051  .0011593
T 8328  2 .2480542E+08   2540004E-02 -.6085E+02 -.3336E+02   .9999493 -.0099033 -.0017963
T 8329  2 .2476658E+08   2540120E-02  .1188E+03  .2396E+03   .9998793  .0071045  .0138162
T 8330  2 .2477702E+08   2540154E-02 -.1084E+03 -.4726E+01   .9999654 -.0066086 -.0050490
T 8331  2 .2477994E+08   2540228E-02 -.4195E+02 -.2386E+01   .9999964 -.0026592 -.0002839
T 8332  2 .2479442E+08   2540061E-02  .1950E+02  .5941E+01   .9999956  .0004103  .0029336
T 8333  2 .2480044E+08   2540240E-02 -.2196E+02 -.1619E+02   .9999673 -.0011904 -.0079945
T 8334  2 .2479148E+08   2540248E-02  .6963E+02 -.3575E+02   .9999960  .0026908  .0008655
T 8335  2 .2480274E+08   2540045E-02 -.6025E+02 -.7303E+02   .9999792 -.0044249 -.0046991
T 8336  2 .2477760E+08   2540180E-02  .3208E+02  .6399E+02   .9999910  .0014684  .0039705
T 8337  2 .2476740E+08   2540098E-02 -.2295E+03  .1977E+02   .9997632 -.0215288  .0031745
T 8338  2 .2477666E+08   2540152E-02 -.4550E+02  .1774E+02   .9999952 -.0027406 -.0014665
T 8339  2 .2477431E+08   2540231E-02 -.5802E+02  .2957E+02   .9999884 -.0047949  .0005281
T 8340  2 .2472660E+08   2540143E-02  .5200E+02 -.8620E+01   .9999983 -.0007897  .0016831
T 8341  2 .2480665E+08   2540114E-02 -.3755E+02  .4479E+02   .9999921 -.0033161  .0022140
T 8342  2 .2475383E+08   2540064E-02 -.2897E+01 -.2827E+01   .9999922  .0017922  .0035061
T 8343  2 .2478689E+08   2540027E-02  .2590E+02 -.1347E+01   .9999891  .0041005 -.0022122
T 8344  2 .2478453E+08   2540014E-02 -.1383E+02 -.2670E+01   .9999850 -.0053357  .0011994
T 8345  2 .2474809E+08   2540191E-02  .2120E+02  .3468E+01   .9999982 -.0012467  .0014485
T 8346  2 .2473466E+08   2540209E-02 -.3191E+02 -.2728E+01   .9999590 -.0083354  .0035396
T 8347  2 .2477782E+08   2540101E-02  .1403E+02  .1154E+02   .9999389 -.0010087  .0110062
T 8348  2 .2478196E+08   2540116E-02 -.3979E+02 -.3189E+02   .9999930 -.0027151 -.0025744
T 8349  2 .2474960E+08   2540209E-02 -.4006E+02 -.2328E+02   .9999010  .0140670  .0001192
T 8350  2 .2473952E+08   2540097E-02  .5920E+02  .4024E+02   .9999752  .0027150  .0065038
T 8351  2 .2477774E+08   2540198E-02  .1657E+03 -.3575E+02   .9998466  .0169707 -.0043288
T 8352  2 .2480290E+08   2540092E-02 -.4593E+02  .1312E+02   .9999955 -.0028492  .0009503
T 8353  2 .2477163E+08   2540166E-02  .2724E+02 -.3464E+02   .9999801  .0045596 -.0043711
T 8354  2 .2482230E+08   2540217E-02  .3628E+02 -.7724E+02   .9999366  .0059814 -.0095390
T 8355  2 .2477437E+08   2540186E-02 -.4415E+02  .5203E+02   .9999797 -.0041423  .0048446
T 8356  2 .2479717E+08   2540176E-02 -.8980E+02  .6197E+02   .9998789 -.0130115  .0085385
T 8357  2 .2476544E+08   2540081E-02 -.5716E+02 -.2778E+02   .9999914 -.0015115 -.0038502
T 8358  2 .2477807E+08   2540242E-02 -.1022E+02 -.8463E+02   .9999817  .0009831 -.0059719
T 8359  2 .2474541E+08   2540164E-02 -.1628E+02  .3545E+02   .9999866 -.0012076  .0050436
T 8360  2 .2480137E+08   2540237E-02  .2189E+02 -.2327E+01   .9999958  .0028810  .0001169
T 8361  2 .2479865E+08   2540110E-02 -.3202E+02  .1286E+02   .9999955 -.0021553  .0020663
T 8362  2 .2476588E+08   2540065E-02  .6590E+02  .2040E+03   .9999398  .0041199  .0101686
T 8363  2 .2477707E+08   2540139E-02 -.1939E+02 -.1293E+02   .9999878 -.0044503 -.0021347
T 8364  2 .2476539E+08   2540206E-02 -.3907E+01 -.1118E+02   .9999896  .0000877 -.0045641
T 8365  2 .2477658E+08   2540108E-02  .1268E+02 -.7165E+01   .9999918  .0028896  .0028482
T 8366  2 .2479751E+08   2540154E-02  .3237E+03  .7281E+02   .9998057  .0197079  .0004167
T 8367  2 .2477560E+08   2540113E-02 -.1974E+02  .1659E+02   .9999682 -.0073294  .0031547
T 8368  2 .2477726E+08   2540005E-02  .8721E+01  .3114E+02   .9999936  .0014624  .0032578
T 8369  2 .2475755E+08   2540058E-02  .8687E+02 -.5621E+02   .9999772  .0064639  .0019649
T 8370  2 .2477115E+08   2540144E-02  .1342E+03  .7940E+02   .9999583  .0049174  .0076962
T 8371  2 .2478752E+08   2540159E-02 -.1141E+02 -.2694E+01   .9999906 -.0042782  .0007220
T 8372  2 .2480942E+08   2540144E-02  .2474E+02 -.2873E+03   .9997767  .0029187 -.0209290
T 8373  2 .2476896E+08   2540231E-02  .8155E+01 -.1428E+02   .9999952  .0006955 -.0030119
T 8374  2 .2469191E+08   2540180E-02  .1203E+04  .1801E+04   .9741367  .1241263  .1888128
T 8375  2 .2475036E+08   2540069E-02  .2028E+01  .2819E+02   .9999986  .0011927 -.0011973
T 8376  2 .2475138E+08   2540126E-02 -.3393E+02  .1175E+01   .9999991 -.0012197 -.0005125
T 8377  2 .2474907E+08   2540056E-02 -.1056E+03 -.3572E+02   .9998987 -.0130079 -.0057829
T 8378  2 .2474372E+08   2540064E-02  .1778E+02  .6068E+02   .9999878 -.0012412  .0047885
T 8379  2 .2479974E+08   2540056E-02  .8838E+02 -.1711E+01   .9999879 -.0024410  .0042765
T 8380  2 .2477440E+08   2540223E-02  .9536E+01  .2349E+02   .9999980  .0010022 -.0017476
T 8381  2 .2477032E+08   2540141E-02 -.1881E+03 -.9604E+01   .9999211 -.0124020  .0019860
T 8382  2 .2476362E+08   2540193E-02 -.1667E+02  .1095E+03   .9999918  .0031033  .0025948
T 8383  2 .2479631E+08   2540193E-02  .4447E+02  .4177E+02   .9999817  .0043549  .0041980
T 8384  2 .2479608E+08   2540091E-02 -.2017E+02  .3577E+01   .9999963 -.0020165  .0018323
T 8385  2 .2479889E+08   2540213E-02 -.5810E+02  .1811E+02   .9999971 -.0004452  .0023816
T 8386  2 .2476662E+08   2540153E-02  .3171E+02  .5258E+02   .9999499  .0054705  .0083779
T 8387  2 .2475038E+08   2540152E-02  .6073E+02  .1266E+03   .9999437  .0022952  .0103636
T 8388  2 .2476255E+08   2540033E-02  .2853E+02 -.3963E+02   .9999978  .0010869 -.0017765
T 8389  2 .2475301E+08   2540129E-02  .5106E+02  .2264E+01   .9999944  .0032357  .0008106
T 8390  2 .2475911E+08   2540084E-02  .2899E+02  .9433E+01   .9992140 -.0394030 -.0043425
T 8391  2 .2475191E+08   2540066E-02 -.4670E+02  .1957E+02   .9999853 -.0050128  .0020790
T 8392  2 .2478559E+08   2540242E-02  .2127E+02 -.5894E+01   .9999960  .0015103 -.0023800
T 8393  2 .2479465E+08   2540174E-02  .6093E+01 -.3919E+02   .9999954  .0016398 -.0025576
T 8394  2 .2476701E+08   2540057E-02 -.3453E+01  .6785E+02   .9999702  .0051008  .0057940
T 8395  2 .2481730E+08   2540036E-02  .1816E+02 -.1816E+02   .9999995 -.0006067 -.0007853
T 8396  2 .2475529E+08   2540158E-02  .4374E+02  .3766E+02   .9999891  .0034353 -.0031567
T 8397  2 .2473469E+08   2540245E-02 -.5969E+03 -.4553E+02   .9996635 -.0250648 -.0066848
T 8398  2 .2477443E+08   2540072E-02 -.4416E+02  .2148E+02   .9999880 -.0045586  .0018016
T 8399  2 .2476601E+08   2540014E-02 -.1047E+02 -.4904E+01   .9999988 -.0014082  .0006821
T 8400  2 .2477089E+08   2540206E-02 -.2221E+02  .6861E+02   .9999907 -.0027642  .0033238
T 8401  2 .2477439E+08   2540127E-02 -.6925E+02 -.2837E+02   .9999421 -.0107440  .0005271
T 8402  2 .2478479E+08   2540121E-02  .2912E+02 -.9096E+02   .9997221  .0235625 -.0007702
T 8403  2 .2476916E+08   2540184E-02 -.1453E+02  .2842E+02   .9999998  .0006774 -.0001097
T 8404  2 .2473196E+08   2540193E-02  .9654E+01  .1582E+02   .9999951  .0015221  .0027180
T 8405  2 .2476184E+08   2540122E-02 -.3104E+02 -.1050E+03   .9999132 -.0045325 -.0123691
T 8406  2 .2474322E+08   2540163E-02  .2334E+02  .1588E+02   .9999885 -.0035099 -.0032778
T 8407  2 .2479933E+08   2540101E-02 -.7256E+02 -.7230E+02   .9999682 -.0031992 -.0073007
T 8408  2 .2478610E+08   2540054E-02  .6780E+02 -.4706E+02   .9999569  .0062952 -.0068263
T 8409  2 .2476654E+08   2540148E-02  .5722E+02  .1022E+03   .9999760  .0020001  .0066403
T 8410  2 .2475095E+08   2540073E-02  .3705E+02  .1501E+02   .9999890  .0041143 -.0022587
T 8411  2 .2476788E+08   2540235E-02 -.9405E+01  .3501E+02   .9999728 -.0018424  .0071404
T 8412  2 .2476623E+08   2540044E-02 -.2801E+00  .2074E+02   .9999939 -.0006991  .0034359
T 8413  2 .2482049E+08   2540035E-02 -.5715E+02  .3383E+02   .9999803 -.0056575  .0027091
T 8414  2 .2479345E+08   2540181E-02  .1681E+02  .9426E+02   .9998446  .0001542  .0176266
T 8415  2 .2473281E+08   2540053E-02  .4031E+02  .4977E+02   .9999853  .0030401  .0044826
T 8416  2 .2475386E+08   2540158E-02  .2093E+02  .4444E+02   .9999986  .0004830  .0015758
T 8417  2 .2479720E+08   2540082E-02 -.1820E+03 -.1252E+03   .9997209 -.0204993 -.0117455
T 8418  2 .2478279E+08   2540218E-02  .1006E+02 -.6052E+01   .9999991 -.0004019  .0012575
T 8419  2 .2476785E+08   2540224E-02  .2706E+02  .3610E+02   .9999959 -.0024553  .0014424
T 8420  2 .2479256E+08   2540068E-02  .3185E+01  .1562E+02   .9999994  .0003815  .0010316
T 8421  2 .2479316E+08   2540207E-02 -.2972E+03 -.2167E+03   .9981093 -.0497319 -.0361181
T 8422  2 .2480751E+08   2540046E-02  .6962E+02  .2406E+01   .9999881  .0043978 -.0020918
T 8423  2 .2483973E+08   2540213E-02 -.8837E+02 -.2039E+02   .9999609 -.0088002  .0008358
T 8424  2 .2477882E+08   2540222E-02 -.1152E+02 -.6471E+02   .9999584 -.0039450 -.0082186
T 8425  2 .2473246E+08   2540151E-02  .3979E+01 -.1126E+02   .9999826 -.0057734 -.0011770
T 8426  2 .2478453E+08   2540181E-02 -.8799E+02 -.4259E+02   .9999716 -.0063445 -.0040556
T 8427  2 .2479263E+08   2540192E-02 -.4548E+02 -.3732E+02   .9999874 -.0038691 -.0032088
T 8428  2 .2477112E+08   2540133E-02 -.7383E+01 -.7610E+01   .9999994 -.0009005 -.0006003
T 8429  2 .2481181E+08   2540175E-02  .2237E+01  .2331E+02   .9999815 -.0016350  .0058523
T 8430  2 .2478735E+08   2540259E-02 -.5810E+02 -.1853E+02   .9999898 -.0044796 -.0004870
T 8431  2 .2473686E+08   2540053E-02 -.6507E+02 -.2389E+02   .9999892 -.0046388 -.0003253
T 8432  2 .2477852E+08   2540158E-02  .4065E+02 -.5691E+02   .9999961  .0026942 -.0007883
T 8433  2 .2474966E+08   2540042E-02 -.4650E+02 -.4931E+01   .9999221 -.0024433 -.0122422
T 8434  2 .2479827E+08   2540012E-02 -.2829E+02 -.1464E+02   .9999971 -.0014865 -.0018789
T 8435  2 .2479632E+08   2540039E-02  .1047E+02  .2740E+02   .9999987 -.0013078  .0009812
T 8436  2 .2475732E+08   2540098E-02 -.6054E+01  .2988E+02   .9999982  .0017919  .0006272
T 8437  2 .2479175E+08   2540115E-02 -.2839E+02 -.2810E+02   .9999912 -.0022490 -.0035280
T 8438  2 .2478584E+08   2540254E-02 -.1859E+02 -.1461E+01   .9999982  .0016651  .0008646
T 8439  2 .2479751E+08   2540110E-02  .3217E+02  .3861E+02   .9999894 -.0003603  .0045978
T 8440  2 .2476498E+08   2540128E-02  .1826E+02  .6876E+02   .9999838 -.0021225  .0052869
T 8441  2 .2477192E+08   2540260E-02  .4336E+02 -.8238E+02   .9999698  .0044085 -.0064041
T 8442  2 .2475626E+08   2540166E-02 -.2437E+02  .1748E+01   .9999953  .0013502  .0027685
T 8443  2 .2476865E+08   2540241E-02  .8519E+01  .1663E+02   .9999985  .0015469  .0007435
T 8444  2 .2474712E+08   2540117E-02  .6558E+02  .2015E+02   .9999869  .0050988  .0004631
T 8445  2 .2479698E+08   2540251E-02  .1243E+03  .4084E+02   .9999402  .0090299  .0061755
T 8446  2 .2473355E+08   2540067E-02 -.4699E+02 -.9930E+01   .9999667 -.0081386  .0006026
T 8447  2 .2477344E+08   2540008E-02  .7839E+01 -.3361E+02   .9999978  .0015457 -.0014426
T 8448  2 .2478497E+08   2540224E-02 -.3537E+02 -.4094E+02   .9999727 -.0070937 -.0020489
T 8449  2 .2475735E+08   2540170E-02  .2343E+02  .8300E+02   .9999776  .0002737  .0066840
T 8450  2 .2479227E+08   2540146E-02  .8106E+02  .2337E+02   .9999813  .0057394  .0021149
T 8451  2 .2475413E+08   2540024E-02  .1139E+01  .5425E+02   .9999985 -.0000074  .0017369
T 8452  2 .2475836E+08   2540099E-02  .3124E+02  .1062E+02   .9999985  .0016118 -.0005803
T 8453  2 .2476919E+08   2540201E-02  .3357E+03 -.1502E+03   .9998384  .0136437 -.0117032
T 8454  2 .2478873E+08   2540209E-02 -.4193E+01  .1625E+02   .9999954  .0007894  .0029232
T 8455  2 .2479660E+08   2540002E-02 -.2843E+02 -.8628E+01   .9999913  .0029042  .0029917
T 8456  2 .2473773E+08   2540234E-02  .1502E+02 -.2766E+01   .9999946  .0032904 -.0001598
T 8457  2 .2480261E+08   2540196E-02 -.4953E+02  .7821E+02   .9999888 -.0036774  .0029756
T 8458  2 .2480866E+08   2540193E-02  .4909E+01  .1463E+02   .9999965  .0017846 -.0019736
T 8459  2 .2478749E+08   2540207E-02 -.6829E+02  .3605E+02   .9999318 -.0080805  .0084313
T 8460  2 .2476307E+08   2540069E-02  .8283E+02 -.1340E+03   .9999513  .0068710 -.0070899
T 8461  2 .2477306E+08   2540107E-02 -.1164E+02 -.4418E+02   .9999905  .0004174 -.0043328
T 8462  2 .2474790E+08   2540057E-02  .8302E+01 -.2236E+02   .9999829  .0036643 -.0045472
T 8463  2 .2478583E+08   2540258E-02  .1606E+02 -.3754E+02   .9999843  .0004556 -.0055907
T 8464  2 .2476540E+08   2540198E-02 -.4928E+02  .4042E+02   .9999888 -.0044921  .0014919
T 8465  2 .2481364E+08   2540018E-02  .7353E+02  .4278E+02   .9999612  .0085197  .0022239
T 8466  2 .2474922E+08   2540182E-02 -.6951E+02  .5313E+01   .9999898 -.0039957  .0020911
T 8467  2 .2479555E+08   2540235E-02  .4506E+02 -.3615E+02   .9999773  .0057235 -.0035639
T 8468  2 .2477335E+08   2540097E-02 -.1268E+02  .4451E+02   .9999787  .0063714  .0013980
T 8469  2 .2479609E+08   2540130E-02 -.3673E+02 -.1409E+02   .9999968 -.0024498 -.0006990
T 8470  2 .2475907E+08   2540094E-02  .4129E+02  .2201E+02   .9999691  .0022808  .0075281
T 8471  2 .2482935E+08   2540081E-02  .4480E+02 -.1412E+02   .9999891 -.0017936 -.0043058
T 8472  2 .2481090E+08   2540227E-02 -.1945E+01  .4127E+01   .9999990  .0012128 -.0007330
T 8473  2 .2476769E+08   2540197E-02  .1366E+02  .2500E+02   .9999972  .0001980  .0023549
T 8474  2 .2478440E+08   2540258E-02  .6812E+02  .2757E+02   .9999916  .0027753  .0030296
T 8475  2 .2476610E+08   2540060E-02 -.7469E+01  .5342E+02   .9999999 -.0000953  .0001801
T 8476  2 .2477829E+08   2540050E-02  .7956E+02 -.6081E+01   .9999650  .0074341 -.0038262
T 8477  2 .2479887E+08   2540182E-02 -.3485E+02  .4428E+02   .9999724 -.0065611  .0034995
T 8478  2 .2476156E+08   2540166E-02  .1687E+03 -.8010E+02   .9999497  .0097085 -.0025346
T 8479  2 .2482986E+08   2540144E-02  .3410E+02  .1497E+02   .9999998  .0006847 -.0001010
T 8480  2 .2474704E+08   2540185E-02  .7740E+02  .2192E+02   .9999091  .0134761  .0003267
T 8481  2 .2475086E+08   2540226E-02  .1018E+02 -.5126E+02   .9999950  .0008101 -.0030541
T 8482  2 .2479214E+08   2540012E-02 -.5046E+02  .6888E+02   .9999267 -.0075614  .0094554
T 8483  2 .2478719E+08   2540247E-02  .4120E+02  .2290E+02   .9999977 -.0005466  .0020865
T 8484  2 .2477760E+08   2540235E-02  .4140E+02 -.2481E+02   .9999865  .0050997  .0009939
T 8485  2 .2474837E+08   2540242E-02  .1027E+02 -.2622E+02   .9999996 -.0004847  .0007358
T 8486  2 .2479627E+08   2540003E-02  .3053E+00  .3753E+01   .9999907 -.0015784 -.0040200
T 8487  2 .2474588E+08   2540204E-02 -.4800E+02 -.8378E+02   .9997811 -.0114801 -.0174916
T 8488  2 .2476042E+08   2540001E-02 -.2666E+03 -.1049E+03   .9998224 -.0185201 -.0035018
T 8489  2 .2481004E+08   2540243E-02  .6079E+02 -.6264E+02   .9999813  .0060051 -.0011156
T 8490  2 .2478315E+08   2540092E-02  .4558E+01  .7733E+01   .9999996 -.0008148 -.0002424
T 8491  2 .2477075E+08   2540118E-02  .8337E+02  .1990E+02   .9999617  .0077636  .0040331
T 8492  2 .2477367E+08   2540156E-02 -.1488E+02  .4390E+02   .9999833 -.0013875  .0056184
T 8493  2 .2475749E+08   2540003E-02  .4874E+00 -.3267E+02   .9999926  .0008672 -.0037395
T 8494  2 .2480456E+08   2540227E-02  .2806E+02 -.1478E+02   .9999851  .0020328  .0050613
T 8495  2 .2476523E+08   2540144E-02  .2521E+02 -.1880E+01   .9999937  .0023223 -.0026741
T 8496  2 .2475675E+08   2540027E-02 -.1130E+04  .1161E+02   .9982657 -.0588334 -.0020482
T 8497  2 .2481302E+08   2540085E-02 -.9870E+01  .4900E+02   .9999950 -.0013109  .0028771
