============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(25 MeV) ==> Havar window( 2.53 um) =====================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 5938  2 .2480109E+08   2540181E-02 -.7753E+01  .3847E+02   .9999844 -.0054794  .0010772
T 5939  2 .2478999E+08   2540121E-02  .2046E+02  .5491E+00   .9999527  .0075426  .0061439
T 5940  2 .2482569E+08   2540179E-02 -.6769E+02 -.4392E+02   .9999539 -.0084876 -.0044871
T 5941  2 .2477737E+08   2540225E-02  .1378E+01 -.8115E+02   .9999700 -.0001331 -.0077497
T 5942  2 .2475911E+08   2540175E-02 -.8433E+02  .7654E+01   .9999762 -.0066586  .0018169
T 5943  2 .2474884E+08   2540136E-02  .5773E+02 -.8377E+01   .9999914  .0031160 -.0027371
T 5944  2 .2481279E+08   2540035E-02  .6443E+02 -.2916E+02   .9999954  .0029927  .0004994
T 5945  2 .2475846E+08   2540048E-02  .2828E+02  .2537E+02   .9999904  .0036246  .0024646
T 5946  2 .2477143E+08   2540025E-02  .1940E+02 -.8436E+02   .9999809  .0037052 -.0049401
T 5947  2 .2480393E+08   2540130E-02  .4549E+02  .5481E+02   .9999613  .0080605  .0035284
T 5948  2 .2480351E+08   2540255E-02  .2628E+02 -.7894E+01   .9999971  .0024242  .0000014
T 5949  2 .2478213E+08   2540219E-02  .2690E+02 -.1690E+02   .9999566 -.0008305 -.0092840
T 5950  2 .2477117E+08   2540160E-02 -.1713E+01  .1476E+03   .9999776 -.0030227  .0059642
T 5951  2 .2479626E+08   2540070E-02 -.1746E+02  .5156E+02   .9999786 -.0009690  .0064686
T 5952  2 .2480610E+08   2540238E-02  .1313E+02  .1468E+02   .9999959  .0027817  .0006801
T 5953  2 .2476922E+08   2540188E-02 -.5640E+02  .6044E+02   .9999712 -.0054633  .0052608
T 5954  2 .2479169E+08   2540108E-02 -.2800E+02  .9379E+02   .9999457 -.0015267  .0103127
T 5955  2 .2479698E+08   2540100E-02  .4014E+02 -.3927E+02   .9999992  .0009006  .0008639
T 5956  2 .2477751E+08   2540259E-02  .1413E+02  .1281E+02   .9999940  .0034478  .0004236
T 5957  2 .2478583E+08   2540044E-02 -.3389E+02 -.2980E+02   .9999928 -.0035259 -.0013957
T 5958  2 .2476124E+08   2540118E-02 -.6578E+02 -.8514E+01   .9999824 -.0059282  .0000100
T 5959  2 .2477046E+08   2540189E-02  .1062E+03 -.2505E+02   .9999456  .0104271 -.0002776
T 5960  2 .2477472E+08   2540002E-02 -.2294E+03  .7059E+00   .9998501 -.0172145 -.0018327
T 5961  2 .2477004E+08   2540019E-02  .1822E+03 -.2176E+03   .9998969  .0051459 -.0134069
T 5962  2 .2478669E+08   2540065E-02  .3937E+03 -.8099E+01   .9994238  .0330082  .0079035
T 5963  2 .2479453E+08   2540232E-02 -.4051E+02  .3710E+02   .9999992 -.0001334  .0012316
T 5964  2 .2480845E+08   2540032E-02  .1769E+02 -.8166E+01   .9999954 -.0013358  .0027130
T 5965  2 .2482665E+08   2540172E-02 -.5583E+02  .1188E+03   .9999635 -.0022592  .0082445
T 5966  2 .2475720E+08   2540225E-02  .5833E+02  .7690E+02   .9999835  .0050052  .0028257
T 5967  2 .2476668E+08   2540102E-02 -.5516E+01  .7013E+01   .9999992  .0012730 -.0000070
T 5968  2 .2476474E+08   2540064E-02  .2834E+02  .4440E+02   .9999757  .0050236  .0048353
T 5969  2 .2480574E+08   2540168E-02  .2045E+02  .3978E+02   .9999891 -.0004226  .0046482
T 5970  2 .2479662E+08   2540099E-02 -.1965E+02  .4177E+02   .9999835 -.0039974  .0041349
T 5971  2 .2475884E+08   2540042E-02  .3602E+02  .1284E+03   .9999655  .0016851  .0081356
T 5972  2 .2480376E+08   2540184E-02 -.1090E+02  .1655E+02   .9999713  .0037651  .0065709
T 5973  2 .2480605E+08   2540221E-02  .1304E+02 -.1660E+01   .9999957  .0006769  .0028686
T 5974  2 .2476321E+08   2540249E-02  .1522E+02 -.1383E+02   .9999813  .0047477 -.0038500
T 5975  2 .2480098E+08   2540225E-02  .1894E+01 -.3011E+02   .9999928 -.0027671 -.0026000
T 5976  2 .2480488E+08   2540104E-02  .5598E+00  .1627E+02   .9999974 -.0022477  .0002433
T 5977  2 .2480637E+08   2540210E-02 -.8397E+01 -.2100E+02   .9999995  .0009865 -.0002468
T 5978  2 .2475632E+08   2540248E-02  .1460E+02  .9047E+02   .9999281  .0022764  .0117719
T 5979  2 .2476497E+08   2540103E-02 -.2535E+02  .2563E+02   .9999806  .0017238  .0059799
T 5980  2 .2479971E+08   2540161E-02 -.1899E+02 -.2071E+02   .9999892 -.0008289 -.0045704
T 5981  2 .2476900E+08   2540078E-02 -.3884E+02 -.9315E+02   .9999049 -.0060513 -.0123945
T 5982  2 .2480760E+08   2540110E-02 -.1855E+02 -.7844E+01   .9999966 -.0025911  .0003647
T 5983  2 .2476767E+08   2540190E-02 -.2481E+02 -.1468E+03   .9999761  .0033158 -.0060651
T 5984  2 .2476913E+08   2540111E-02  .2054E+03 -.3966E+03   .9997303  .0036883 -.0229299
T 5985  2 .2480851E+08   2540204E-02  .3272E+02 -.5380E+01   .9999545  .0085412 -.0042553
T 5986  2 .2474396E+08   2540042E-02 -.2459E+02  .7251E-01   .9999954 -.0022706 -.0020213
T 5987  2 .2480261E+08   2540015E-02  .3641E+02 -.5989E+01   .9999990  .0014378 -.0000729
T 5988  2 .2476766E+08   2540253E-02  .2046E+03  .1510E+03   .9999753 -.0058053 -.0039663
T 5989  2 .2480526E+08   2540132E-02  .1801E+03  .1576E+01   .9999250  .0121952  .0010905
T 5990  2 .2480814E+08   2540064E-02  .4676E+02  .2368E+02   .9999895  .0045627 -.0004780
T 5991  2 .2478125E+08   2540213E-02 -.4162E+01 -.2838E+03   .9997799  .0051707 -.0203347
T 5992  2 .2480760E+08   2540081E-02  .5503E+02  .6681E+02   .9999897  .0036949  .0026418
T 5993  2 .2479351E+08   2540125E-02 -.3888E+02 -.1641E+02   .9999891 -.0046300 -.0006223
T 5994  2 .2483977E+08   2540060E-02 -.1081E+01 -.2284E+02   .9999858  .0024475 -.0047296
T 5995  2 .2477858E+08   2540202E-02 -.3473E+03  .1656E+03   .9997084 -.0227226  .0081692
T 5996  2 .2475824E+08   2540209E-02 -.1322E+02  .6030E+02   .9999674 -.0042083  .0068969
T 5997  2 .2478991E+08   2540228E-02 -.2653E+03 -.8250E+02   .9999510 -.0076172 -.0063172
T 5998  2 .2477650E+08   2540015E-02  .4725E+02 -.3235E+02   .9999861  .0024047 -.0046937
T 5999  2 .2479223E+08   2540170E-02  .2095E+02  .1990E+02   .9999797  .0050323  .0038972
T 6000  2 .2480029E+08   2540071E-02  .5833E+02 -.1058E+03   .9999629  .0059479 -.0062312
T 6001  2 .2476785E+08   2540254E-02 -.6206E+02  .5884E+02   .9999667 -.0073810  .0034846
T 6002  2 .2478257E+08   2540100E-02  .7501E+02 -.2474E+02   .9999816  .0055205  .0025224
T 6003  2 .2476635E+08   2540261E-02  .2418E+02  .3701E+02   .9999895  .0045666  .0002462
T 6004  2 .2480971E+08   2540165E-02 -.5206E+02  .1101E+03   .9999954 -.0017817  .0024666
T 6005  2 .2478111E+08   2540042E-02 -.6185E+02  .4455E+02   .9999698 -.0047163  .0061724
T 6006  2 .2478128E+08   2540133E-02  .3232E+02 -.2487E+02   .9999950  .0021428 -.0023053
T 6007  2 .2475325E+08   2540103E-02 -.9293E+01  .9359E+01   .9999933 -.0020160 -.0030664
T 6008  2 .2481469E+08   2540174E-02 -.1680E+02 -.9162E+01   .9999847 -.0021755  .0050952
T 6009  2 .2480483E+08   2540133E-02 -.3324E+02 -.5122E+01   .9999887  .0040757  .0024276
T 6010  2 .2475724E+08   2540251E-02  .6132E+02  .2251E+02   .9999964 -.0015724  .0021771
T 6011  2 .2474070E+08   2540175E-02 -.6787E+01  .2711E+02   .9999994 -.0010960  .0002701
T 6012  2 .2482290E+08   2540112E-02  .2911E+02  .1720E+02   .9999916  .0039282  .0012046
T 6013  2 .2477925E+08   2540192E-02  .6333E+02  .6507E+02   .9999725  .0073266  .0011894
T 6014  2 .2474280E+08   2540114E-02  .3665E+02 -.4816E+02   .9999833  .0045041 -.0036092
T 6015  2 .2479312E+08   2540226E-02 -.1113E+03  .1311E+02   .9999766 -.0068335  .0003930
T 6016  2 .2475307E+08   2540077E-02 -.7954E+02 -.7353E+02   .9999647 -.0083787 -.0006658
T 6017  2 .2476353E+08   2540199E-02  .4711E+02  .6230E+02   .9999871  .0012256  .0049229
T 6018  2 .2481028E+08   2540244E-02  .1174E+03  .2423E+01   .9999498  .0099716 -.0009770
T 6019  2 .2480823E+08   2540236E-02  .1389E+02  .4692E+02   .9999897  .0009899  .0044292
T 6020  2 .2481455E+08   2540178E-02  .3174E+02  .4901E+02   .9999651  .0036720  .0075002
T 6021  2 .2477556E+08   2540244E-02  .2366E+02  .8354E+02   .9999638  .0060073  .0060264
T 6022  2 .2481596E+08   2540187E-02  .3579E+02 -.7478E+01   .9999983  .0001187  .0018461
T 6023  2 .2480253E+08   2540046E-02 -.2731E+02 -.7685E+01   .9999802 -.0062855  .0004253
T 6024  2 .2476260E+08   2540029E-02 -.1686E+02 -.3210E+02   .9999902 -.0020714 -.0039078
T 6025  2 .2481232E+08   2540198E-02  .8545E+01 -.5734E+00   .9999981  .0017492  .0008278
T 6026  2 .2478344E+08   2540240E-02  .6511E+02  .1916E+02   .9999970 -.0006042  .0023608
T 6027  2 .2476821E+08   2540234E-02 -.7997E+02 -.3421E+02   .9998872 -.0102031 -.0110206
T 6028  2 .2479172E+08   2540134E-02  .2946E+02 -.5523E+02   .9999954  .0012575 -.0027548
T 6029  2 .2477857E+08   2540074E-02  .5276E+01 -.5357E+02   .9999438  .0013493 -.0105128
T 6030  2 .2481371E+08   2540189E-02 -.3752E+01  .3443E+02   .9999821  .0003999  .0059630
T 6031  2 .2474783E+08   2540166E-02 -.1386E+02  .2760E+02   .9999739 -.0068540  .0022797
T 6032  2 .2478821E+08   2540021E-02 -.2783E+02 -.7463E+01   .9999876 -.0042649 -.0025521
T 6033  2 .2476553E+08   2540129E-02  .5897E+02 -.1472E+03   .9999662  .0036737 -.0073513
T 6034  2 .2479463E+08   2540017E-02 -.9752E+02 -.4621E+02   .9999962 -.0022179  .0016270
T 6035  2 .2476537E+08   2540210E-02 -.1194E+02  .4859E+02   .9999959  .0008993  .0027068
T 6036  2 .2476260E+08   2540211E-02  .6223E+02  .1401E+02   .9999896  .0043675 -.0013482
T 6037  2 .2477926E+08   2540218E-02  .1042E+02 -.2644E+02   .9999839  .0054341 -.0016108
T 6038  2 .2480184E+08   2540042E-02  .4183E+01 -.1454E+03   .9999616 -.0012272 -.0086764
T 6039  2 .2478033E+08   2540203E-02 -.1376E+02  .5311E+01   .9999897  .0043917  .0011194
T 6040  2 .2481698E+08   2540055E-02  .9436E+02  .1384E+02   .9999841  .0054326  .0015196
T 6041  2 .2478958E+08   2540175E-02  .4713E+02  .1083E+02   .9999984  .0015468  .0008983
T 6042  2 .2479090E+08   2540255E-02  .1072E+03  .5882E+01   .9999585  .0091036 -.0002984
T 6043  2 .2477699E+08   2540141E-02 -.9901E+01  .5106E+02   .9999901 -.0005691  .0044100
T 6044  2 .2474598E+08   2540248E-02 -.3461E+01  .2042E+02   .9999955 -.0027493 -.0011857
T 6045  2 .2476806E+08   2540107E-02 -.3411E+02 -.2974E+02   .9999827 -.0007484 -.0058356
T 6046  2 .2478118E+08   2540183E-02 -.1468E+03 -.1541E+02   .9999193 -.0126957 -.0003608
T 6047  2 .2475660E+08   2540167E-02  .6336E+02 -.3834E+02   .9999819  .0055463 -.0023503
T 6048  2 .2478592E+08   2540240E-02 -.3262E+02 -.1130E+03   .9999920 -.0008206 -.0039194
T 6049  2 .2477926E+08   2540157E-02  .2027E+02 -.4580E+02   .9999191 -.0081523 -.0097657
T 6050  2 .2479367E+08   2540097E-02  .2542E+02 -.2850E+01   .9999981  .0018980 -.0003222
T 6051  2 .2475093E+08   2540035E-02  .6539E+01 -.1255E+03   .9999434  .0005584 -.0106234
T 6052  2 .2478892E+08   2540045E-02 -.2783E+02  .1818E+02   .9999963 -.0026609  .0006135
T 6053  2 .2480542E+08   2540249E-02  .1804E+02 -.5261E+02   .9999972  .0005682 -.0023079
T 6054  2 .2479485E+08   2540193E-02 -.2895E+02 -.1790E+02   .9999869 -.0010372 -.0050091
T 6055  2 .2479902E+08   2540120E-02  .4096E+02 -.5204E+02   .9999869  .0023400 -.0045566
T 6056  2 .2483071E+08   2540001E-02  .2124E+02 -.3530E+01   .9999996 -.0004264 -.0007246
T 6057  2 .2477479E+08   2540256E-02 -.2032E+02  .4679E+02   .9999749  .0000849  .0070878
T 6058  2 .2477927E+08   2540204E-02 -.4676E+02  .1011E+02   .9999786 -.0061662  .0021992
T 6059  2 .2474691E+08   2540001E-02  .2669E+02 -.8373E+02   .9999445 -.0017017 -.0104016
T 6060  2 .2476567E+08   2540214E-02  .3689E+01  .6866E+01   .9999995 -.0002395  .0009765
T 6061  2 .2478835E+08   2540250E-02  .9753E+01 -.6897E+01   .9999999  .0003139 -.0002150
T 6062  2 .2480475E+08   2540186E-02  .5214E+01 -.1091E+02   .9999969  .0013706  .0020558
T 6063  2 .2473697E+08   2540028E-02 -.6194E+02  .6076E+02   .9999804 -.0036644  .0050679
T 6064  2 .2474788E+08   2540240E-02  .3345E+02  .3824E+01   .9999976  .0021827 -.0000165
T 6065  2 .2477471E+08   2540161E-02  .3444E+02 -.1876E+02   .9999983  .0017731  .0004671
T 6066  2 .2479481E+08   2540235E-02  .9200E+01 -.4020E+02   .9999973  .0014853 -.0018147
T 6067  2 .2479001E+08   2540246E-02  .5835E+02 -.2347E+02   .9999999 -.0002303  .0002706
T 6068  2 .2475218E+08   2540149E-02 -.1823E+02 -.8087E+01   .9999982 -.0011970 -.0014961
T 6069  2 .2479003E+08   2540010E-02  .6060E+02 -.3546E+02   .9999909  .0028118 -.0032210
T 6070  2 .2474839E+08   2540095E-02 -.1572E+02 -.1742E+02   .9999870 -.0024619 -.0044583
T 6071  2 .2475081E+08   2540015E-02  .3913E+02 -.2615E+02   .9999918  .0019329 -.0035628
T 6072  2 .2473147E+08   2540156E-02 -.5372E+02 -.2441E+02   .9999706 -.0076310 -.0007282
T 6073  2 .2474882E+08   2540235E-02 -.1097E+02 -.5339E+00   .9999938  .0035165  .0001610
T 6074  2 .2476831E+08   2540060E-02 -.3694E+02  .7139E+02   .9999719  .0002618  .0074867
T 6075  2 .2476936E+08   2540231E-02  .1685E+02  .2853E+00   .9999767 -.0032588  .0059973
T 6076  2 .2474545E+08   2540160E-02  .4323E+02  .2745E+02   .9999982  .0018820 -.0003084
T 6077  2 .2478751E+08   2540230E-02  .2176E+02 -.4577E+02   .9998221  .0154914 -.0107584
T 6078  2 .2475742E+08   2540014E-02 -.7801E+01  .1127E+01   .9999907 -.0029378  .0031459
T 6079  2 .2476469E+08   2540067E-02  .1742E+02  .3642E+02   .9999956 -.0009456  .0028169
T 6080  2 .2478349E+08   2540166E-02  .4052E+02  .3746E+02   .9999444  .0055277  .0089775
T 6081  2 .2477725E+08   2540140E-02 -.5802E+02  .5639E+02   .9999705 -.0036721  .0067522
T 6082  2 .2479909E+08   2540040E-02  .5701E+02 -.5637E+02   .9999891 -.0033489  .0032489
T 6083  2 .2478562E+08   2540124E-02  .5686E+01  .5519E+02   .9999929  .0013566  .0035113
T 6084  2 .2476685E+08   2540119E-02  .9860E+02 -.1770E+03   .9999049  .0076898 -.0114449
T 6085  2 .2473366E+08   2540139E-02 -.2501E+01  .8277E+02   .9999684 -.0032662  .0072417
T 6086  2 .2477498E+08   2540258E-02  .7882E+02  .3420E+02   .9999390  .0089974  .0064130
T 6087  2 .2478162E+08   2540219E-02  .3946E+02 -.1395E+02   .9999764  .0051592  .0045438
T 6088  2 .2478075E+08   2540175E-02 -.8908E+02 -.2227E+02   .9999986 -.0013456  .0009629
T 6089  2 .2473431E+08   2540212E-02 -.8253E+02 -.1113E+03   .9999235 -.0088298 -.0086597
T 6090  2 .2473226E+08   2540063E-02  .2462E+02 -.6993E+02   .9999762 -.0002506 -.0068986
T 6091  2 .2475319E+08   2540136E-02 -.1206E+03  .3232E+02   .9999564 -.0090935 -.0021227
T 6092  2 .2483327E+08   2540175E-02  .1881E+03 -.4030E+03   .9997891  .0063642 -.0195269
T 6093  2 .2475374E+08   2540133E-02  .2225E+02  .5572E+02   .9999900 -.0004976  .0044350
T 6094  2 .2476721E+08   2540022E-02  .3145E+02 -.2078E+02   .9999915  .0029039 -.0029117
T 6095  2 .2477074E+08   2540026E-02  .6254E+01 -.4455E+02   .9999997  .0007173 -.0002399
T 6096  2 .2474014E+08   2540252E-02  .3456E+01  .3540E+02   .9999981 -.0019399  .0000105
T 6097  2 .2477888E+08   2540199E-02 -.5204E+02 -.3642E+02   .9998953 -.0117229 -.0084808
T 6098  2 .2481668E+08   2540202E-02 -.2385E+01  .9502E+01   .9999988  .0013793 -.0007128
T 6099  2 .2478244E+08   2540037E-02 -.1593E+02 -.2819E+02   .9999973  .0011605 -.0020153
T 6100  2 .2476699E+08   2540214E-02  .7384E+01 -.2721E+00   .9999981 -.0019399  .0001370
T 6101  2 .2473835E+08   2540150E-02  .1941E+02 -.2700E+02   .9999983 -.0014158 -.0011472
T 6102  2 .2481146E+08   2540172E-02 -.5684E+02 -.2236E+02   .9999771 -.0065847 -.0015776
T 6103  2 .2478435E+08   2540237E-02  .1062E+03  .9341E+03   .9891574  .0148744  .1461042
T 6104  2 .2476387E+08   2540219E-02  .4269E+01  .4194E+02   .9999798  .0028094  .0057007
T 6105  2 .2481026E+08   2540031E-02 -.1296E+02  .1571E+02   .9999972 -.0014894 -.0018402
T 6106  2 .2475449E+08   2540207E-02 -.3368E+02 -.8855E+02   .9999499 -.0015041 -.0098997
T 6107  2 .2480482E+08   2540154E-02  .3268E+02 -.4147E+01   .9999987  .0016045  .0000156
T 6108  2 .2481182E+08   2540161E-02  .9250E+02  .1802E+03   .9999612  .0053105  .0070268
T 6109  2 .2479282E+08   2540241E-02 -.3635E+02  .4498E+02   .9999257 -.0004343  .0121816
T 6110  2 .2477545E+08   2540026E-02  .4827E+02  .1389E+03   .9999770  .0022267  .0064136
T 6111  2 .2478937E+08   2540107E-02 -.4148E+02 -.2341E+02   .9999689 -.0068069 -.0039719
T 6112  2 .2476279E+08   2540125E-02 -.1642E+02  .2254E+01   .9999955  .0026303  .0014160
T 6113  2 .2479332E+08   2540250E-02  .1251E+02  .9122E+02   .9999840  .0003924  .0056384
T 6114  2 .2480832E+08   2540052E-02  .4138E+02  .9948E+01   .9999952  .0027659  .0013684
T 6115  2 .2477017E+08   2540017E-02 -.2182E+02 -.5218E+02   .9999666 -.0011953 -.0080912
T 6116  2 .2476780E+08   2540248E-02  .5622E+01  .1204E+01   .9999987 -.0007182  .0014418
T 6117  2 .2478432E+08   2540158E-02  .5522E+02  .1450E+01   .9999961  .0023282  .0015263
T 6118  2 .2474646E+08   2540157E-02  .2174E+02 -.2003E+02   .9999967  .0024941 -.0006352
T 6119  2 .2479108E+08   2540180E-02  .1020E+00  .5976E+01   .9999970  .0012999 -.0020557
T 6120  2 .2479667E+08   2540220E-02 -.2831E+02 -.1388E+02   .9999994 -.0006769 -.0008552
T 6121  2 .2480698E+08   2540252E-02  .1856E+02  .3586E+02   .9999981  .0001880  .0019307
T 6122  2 .2478337E+08   2540186E-02 -.1027E+03 -.7383E+01   .9999801 -.0062855 -.0005032
T 6123  2 .2479221E+08   2540080E-02 -.5515E+02  .1136E+03   .9999764 -.0047465  .0049753
T 6124  2 .2481492E+08   2540154E-02  .1818E+03  .1943E+02   .9999173  .0128492  .0005487
T 6125  2 .2477412E+08   2540217E-02  .1462E+03 -.3946E+01   .9999395  .0107927 -.0021206
T 6126  2 .2478460E+08   2540082E-02 -.3979E+01  .7408E+02   .9999956  .0001676  .0029533
T 6127  2 .2481167E+08   2540185E-02  .9046E+02  .1026E+03   .9999763  .0049783  .0047494
T 6128  2 .2482158E+08   2540094E-02 -.1644E+01 -.4057E+02   .9999840 -.0000031 -.0056635
T 6129  2 .2476112E+08   2540171E-02 -.1044E+02  .1618E+01   .9999821 -.0045176 -.0039190
T 6130  2 .2479002E+08   2540034E-02 -.2642E+02 -.3422E+02   .9999948 -.0031457 -.0006967
T 6131  2 .2480803E+08   2540193E-02  .2481E+01 -.6006E+02   .9999643 -.0002035 -.0084485
T 6132  2 .2479777E+08   2540253E-02 -.2626E+01 -.3899E+02   .9999883  .0018073 -.0044879
T 6133  2 .2475618E+08   2540250E-02 -.8403E+02  .4429E+02   .9999996  .0000618  .0008944
T 6134  2 .2476923E+08   2540171E-02 -.5593E+02 -.1482E+02   .9999669 -.0080858  .0008677
T 6135  2 .2476540E+08   2540112E-02  .1764E+02  .1329E+02   .9999920 -.0018339  .0035619
T 6136  2 .2475829E+08   2540195E-02  .3767E+02 -.1411E+00   .9999886  .0000081 -.0047689
T 6137  2 .2476966E+08   2540004E-02 -.3671E+02  .6986E+01   .9999924 -.0029737 -.0025041
T 6138  2 .2480659E+08   2540162E-02  .1255E+02  .2765E+02   .9999923  .0036714 -.0013686
T 6139  2 .2480974E+08   2540184E-02  .1245E+03  .5941E+02   .9999562  .0076491  .0053874
T 6140  2 .2473717E+08   2540061E-02  .2905E+02 -.2176E+02   .9999994  .0011036 -.0000157
T 6141  2 .2478206E+08   2540154E-02  .2176E+02 -.2591E+01   .9999697 -.0038707 -.0067608
T 6142  2 .2477910E+08   2540020E-02 -.3703E+00  .1355E+02   .9999953 -.0030704 -.0001387
T 6143  2 .2478738E+08   2540224E-02 -.1904E+02 -.4633E+02   .9999880 -.0015669 -.0046363
T 6144  2 .2476191E+08   2540146E-02  .2380E+02  .4096E+01   .9999861  .0026788 -.0045358
T 6145  2 .2477412E+08   2540169E-02 -.9281E+01  .4810E+00   .9999983 -.0017018  .0007023
T 6146  2 .2479070E+08   2540228E-02 -.7785E+02  .3598E+02   .9999928 -.0013539  .0035534
T 6147  2 .2476632E+08   2540216E-02 -.5547E+02  .8850E+02   .9999503 -.0081319  .0057729
T 6148  2 .2480946E+08   2540173E-02  .1867E+02 -.4419E+01   .9999870 -.0023639 -.0045288
T 6149  2 .2482064E+08   2540207E-02 -.4686E+02  .1770E+02   .9999913 -.0038117  .0016979
T 6150  2 .2477103E+08   2540057E-02 -.6367E+02 -.8238E+02   .9999899 -.0000811 -.0044832
T 6151  2 .2477741E+08   2540249E-02 -.3569E+02  .2647E+02   .9999992 -.0004429  .0012157
T 6152  2 .2482326E+08   2540145E-02  .1840E+02  .1080E+01   .9999977 -.0007501 -.0019998
T 6153  2 .2476511E+08   2540162E-02 -.1436E+03  .1099E+03   .9999478 -.0072664  .0071816
T 6154  2 .2480827E+08   2540009E-02  .1650E+02  .2622E+01   .9999983  .0011698 -.0013900
T 6155  2 .2477995E+08   2540237E-02 -.9506E+02  .1198E+03   .9999639 -.0065801  .0053765
T 6156  2 .2478127E+08   2540106E-02  .1869E+02 -.1611E+02   .9999994 -.0005467 -.0009979
T 6157  2 .2482198E+08   2540072E-02 -.1178E+02 -.2738E+01   .9999936 -.0020065 -.0029495
T 6158  2 .2479231E+08   2540260E-02  .5878E+02  .3360E+02   .9999865  .0049573  .0015413
T 6159  2 .2482582E+08   2540202E-02  .1280E+00  .1236E+02   .9999933  .0023891  .0027902
T 6160  2 .2477448E+08   2540194E-02 -.8626E+01  .6545E+02   .9999487 -.0012924  .0100430
T 6161  2 .2476115E+08   2540108E-02  .1743E+02 -.8092E+02   .9998057  .0164144 -.0109181
T 6162  2 .2478243E+08   2540213E-02  .5944E+00 -.4320E+02   .9999947  .0021798 -.0024025
T 6163  2 .2477932E+08   2540022E-02 -.1918E+03  .4819E+03   .9988130 -.0158653  .0460538
T 6164  2 .2481136E+08   2540035E-02 -.4935E+02  .7267E+02   .9999923  .0002306  .0039074
T 6165  2 .2474517E+08   2540086E-02  .5389E+02 -.1846E+02   .9999754  .0064444 -.0027713
T 6166  2 .2475846E+08   2540081E-02  .4126E+02 -.4534E+02   .9999670  .0046257 -.0066778
T 6167  2 .2474137E+08   2540261E-02  .1091E+02 -.6519E+02   .9999961  .0006358 -.0027076
T 6168  2 .2475491E+08   2540135E-02  .2656E+02 -.7014E+02   .9999797 -.0021865 -.0059910
T 6169  2 .2475227E+08   2540142E-02 -.2967E+02  .1409E+03   .9999824 -.0018532  .0056277
T 6170  2 .2476585E+08   2540071E-02  .2795E+02 -.2557E+02   .9999190  .0114258 -.0056134
T 6171  2 .2478960E+08   2540147E-02 -.3769E+00 -.9863E+01   .9999984 -.0016897  .0005609
T 6172  2 .2478588E+08   2540100E-02  .1171E+02  .8301E+02   .9999865  .0013009  .0050369
T 6173  2 .2476667E+08   2540017E-02  .6291E+02  .1331E+02   .9999830  .0054715  .0020096
T 6174  2 .2480851E+08   2540031E-02 -.1934E+02 -.3383E+02   .9999958  .0022870  .0018003
T 6175  2 .2474744E+08   2540064E-02 -.2839E+02  .8612E+01   .9999990 -.0009943  .0009720
T 6176  2 .2476584E+08   2540041E-02 -.7109E+02 -.4264E+02   .9999910 -.0041039 -.0011144
T 6177  2 .2479911E+08   2540110E-02 -.1932E+02 -.4913E+02   .9999950  .0005900 -.0030934
T 6178  2 .2479272E+08   2540106E-02 -.1556E+02  .3802E+02   .9999869 -.0028558  .0042483
T 6179  2 .2476987E+08   2540139E-02 -.1458E+02  .4641E+02   .9999691  .0021258  .0075746
T 6180  2 .2478732E+08   2540211E-02  .3058E+02  .1826E+02   .9999757  .0069336 -.0007625
T 6181  2 .2477787E+08   2540225E-02 -.1782E+02 -.9848E+02   .9999738 -.0013812 -.0071117
T 6182  2 .2479011E+08   2540262E-02  .1447E+02  .1409E+02   .9999970 -.0000128  .0024559
T 6183  2 .2479414E+08   2540078E-02  .1520E+03 -.1735E+03   .9998731  .0067243 -.0144401
T 6184  2 .2475812E+08   2540246E-02 -.2131E+02 -.1283E+03   .9999385 -.0047735 -.0100092
T 6185  2 .2480345E+08   2540221E-02  .9339E+01  .5145E+01   .9999941 -.0028910 -.0018691
T 6186  2 .2477479E+08   2540079E-02  .2444E+02 -.5001E+02   .9999853  .0020240 -.0050303
T 6187  2 .2480984E+08   2540240E-02 -.1655E+02 -.4937E+02   .9998224 -.0098761 -.0160512
T 6188  2 .2478951E+08   2540076E-02 -.5103E+02 -.2053E+02   .9999843 -.0052806 -.0018802
T 6189  2 .2479480E+08   2540181E-02  .1668E+01  .1000E+02   .9999987  .0013754  .0008041
T 6190  2 .2473883E+08   2540020E-02  .1685E+03 -.7415E+02   .9999251  .0122102 -.0008691
T 6191  2 .2478406E+08   2540231E-02  .7120E+02  .7095E+02   .9999607  .0074129  .0048625
T 6192  2 .2474452E+08   2540008E-02  .2365E+02 -.3644E+02   .9999993  .0010607 -.0005074
T 6193  2 .2480709E+08   2540122E-02 -.4292E+02  .6513E+02   .9998101 -.0073316  .0180567
T 6194  2 .2477369E+08   2540204E-02  .1370E+03  .1502E+02   .9993626  .0351306  .0063442
